"","LT2_tag","SL1344_tag","evalue_ab","bitscore_ab","evalue_ba","bitscore_ba"
"3339","STM3575","SL1344_3540",1.46e-118,407,1.44e-118,407
"3340","STM3576","SL1344_3541",0,1662,0,1662
"3341","STM3577","SL1344_3542",0,810,0,810
"3342","STM3578","SL1344_3543",8.87e-55,206,8.78e-55,206
"3343","STM3579","SL1344_3544",5.13e-159,554,5.08e-159,554
"3344","STM3580","SL1344_3545",7.78e-131,460,7.71e-131,460
"3345","STM3581","SL1344_3546",0,883,0,883
"3346","STM3582","SL1344_3547",0,711,0,711
"3347","STM3583","SL1344_3548",6.96e-129,454,6.89e-129,454
"3348","STM3584","SL1344_3549",4.71e-78,284,4.66e-78,284
"3349","STM3585","SL1344_3550",0,916,0,916
"3350","STM3586","SL1344_3551",0,1624,0,1624
"3351","STM3587","SL1344_3552",7.8e-147,366,7.72e-147,366
"3352","STM3588","SL1344_3553",0,898,0,898
"3353","STM3589","SL1344_3554",0,1144,0,1144
"3354","STM3590","SL1344_3555",2.9e-75,275,2.87e-75,275
"3355","STM3591","SL1344_3556",4.85e-97,347,4.8e-97,347
"3356","STM3592","SL1344_3557",0,878,0,878
"3357","STM3593","SL1344_3558",2.48e-172,599,2.46e-172,599
"3358","STM3594","SL1344_3559",0,1591,0,1591
"3359","STM3595","SL1344_3560",0,971,0,971
"3360","STM3596","SL1344_3561",0,676,0,676
"3361","STM3597","SL1344_3562",0,1042,0,1042
"3362","STM3598","SL1344_3563",0,772,0,772
"3363","STM3599","SL1344_3564",0,878,0,878
"3364","STM3600","SL1344_3565",0,685,0,685
"3365","STM3601","SL1344_3566",0,757,0,757
"3366","STM3602","SL1344_3567",7.15e-166,577,7.08e-166,577
"3367","STM3603","SL1344_3568",0,1301,0,1301
"3368","STM3604","SL1344_3569",0,1205,0,1205
"3369","STM3605","SL1344_3570",5.99e-79,287,5.93e-79,287
"3370","STM3606","SL1344_3571",5.33e-137,481,5.28e-137,481
"3371","STM3607","SL1344_3572",0,734,0,734
"3372","STM3608","SL1344_3573",0,785,0,785
"3373","STM3609","SL1344_3574",0,615,0,615
"3374","STM3610","SL1344_3575",0,1420,0,1420
"3375","STM3611","SL1344_3576",3.2e-175,608,3.17e-175,608
"3376","STM3612","SL1344_3577",0,729,0,729
"3377","STM3613","SL1344_3578",0,1132,0,1132
"3378","STM3614","SL1344_3579",0,1053,0,1053
"3379","STM3615","SL1344_3580",0,1151,0,1151
"3380","STM3616","SL1344_3581",0,1462,0,1462
"3381","STM3617","SL1344_3582",0,876,0,876
"3382","STM3618","SL1344_3583",0,1571,0,1571
"3383","STM3619","SL1344_3584",0,2068,0,2068
"3384","STM3620","SL1344_3585",2.68e-173,602,2.65e-173,602
"3385","STM3621","SL1344_3586",2.67e-44,171,2.64e-44,171
"3386","STM3622","SL1344_3587",0,1266,0,1266
"3387","STM3623","SL1344_3588",4.43e-40,156,4.38e-40,156
"3388","STM3624","SL1344_3589",0,907,0,907
"3389","STM3624A","SL1344_3590",2.16e-29,120,7.67e-29,120
"3390","STM3625","SL1344_3591",0,1015,0,1015
"3391","STM3626","SL1344_3592",0,804,0,804
"3392","STM3627","SL1344_3593",0,679,0,679
"3393","STM3628","SL1344_3594",0,628,0,628
"3394","STM3629","SL1344_3595",0,825,0,825
"3395","STM3630","SL1344_3596",0,1262,0,1262
"3396","STM3631","SL1344_3597",0,1042,0,1042
"3397","STM3632","SL1344_3598",0,937,0,937
"3398","STM3633","SL1344_3599",0,778,0,778
"3399","STM3635","SL1344_3600",0,1193,0,1193
"3400","STM3636","SL1344_3601",8.5e-121,427,8.51e-121,427
"3401","STM3637","SL1344_3602",0,553,0,553
"3402","STM3638","SL1344_3604",0,1966,0,1966
"3403","STM3639","SL1344_3605",5.15e-156,544,5.1e-156,544
"3404","STM3640","SL1344_3606",5.84e-112,397,5.79e-112,397
"3405","STM3641","SL1344_3607",1.22e-156,546,1.2e-156,546
"3406","STM3642","SL1344_3608",2.72e-137,482,2.69e-137,482
"3407","STM3643","SL1344_3609",1.29e-100,359,1.28e-100,359
"3408","STM3644","SL1344_3610",0,1889,0,1889
"3409","STM3645","SL1344_3611",1.82e-134,473,1.69e-134,473
"3410","STM3646","SL1344_3612",0,792,0,792
"3411","STM3647","SL1344_3613",3.12e-162,388,3.09e-162,388
"3412","STM3648","SL1344_3614",9.26e-64,236,9.17e-64,236
"3413","STM3649","SL1344_3615",1.18e-41,162,1.04e-41,162
"3414","STM3650","SL1344_3616",1.03e-94,340,7.37e-95,340
"3415","STM3651","SL1344_3617",1.07e-112,400,1.06e-112,400
"3416","STM3652","SL1344_3618",1.05e-61,229,1.04e-61,229
"3417","STM3653","SL1344_3619",1.19e-106,380,1.18e-106,380
"3418","STM3655","SL1344_3620",0,1297,0,1297
"3419","STM3656","SL1344_3621",0,628,0,628
"3420","STM3657","SL1344_3622",2.14e-69,255,2.12e-69,255
"3421","STM3658","SL1344_3623",0,824,0,824
"3422","STM3659","SL1344_3624",4.66e-84,304,4.62e-84,304
"3423","STM3660","SL1344_3625",0,1130,0,1130
"3424","STM3661","SL1344_3626",0,1082,0,1082
"3425","STM3662","SL1344_3627",0,906,0,906
"3426","STM3663","SL1344_3628",0,649,0,649
"3427","STM3664","SL1344_3629",0,1687,0,1687
"3428","STM3665","SL1344_3630",0,1015,0,1015
"3429","STM3666","SL1344_3631",1.2e-110,393,1.19e-110,393
"3430","STM3667","SL1344_3632",0,629,0,629
"3431","STM3668","SL1344_3633",0,793,0,793
"3432","STM3669","SL1344_3634",1.09e-109,390,1.08e-109,390
"3433","STM3670","SL1344_3635",0,741,0,741
"3434","STM3671","SL1344_3636",3.69e-92,331,3.65e-92,331
"3435","STM3672","SL1344_3637",0,712,0,712
"3436","STM3673","SL1344_3638",0,767,0,767
"3437","STM3674","SL1344_3639",0,1171,0,1171
"3438","STM3675","SL1344_3640",4.72e-150,524,4.67e-150,524
"3439","STM3676","SL1344_3641",0,707,0,707
"3440","STM3677","SL1344_3642",1.65e-156,546,1.56e-156,546
"3441","STM3678","SL1344_3643",0,656,0,656
"3442","STM3679","SL1344_3644",0,1613,0,1613
"3443","STM3680","SL1344_3645",0,1000,0,1000
"3444","STM3681","SL1344_3646",0,651,0,651
"3445","STM3682","SL1344_3647",0,1437,0,1437
"3446","STM3683","SL1344_3648",0,963,0,1001
"3447","STM3684","SL1344_3649",1.51e-133,469,1.5e-133,469
"3448","STM3685","SL1344_3650",0,1146,0,1146
"3449","STM3686","SL1344_3651",0,885,0,885
"3450","STM3687","SL1344_3652",1.27e-121,346,1.26e-121,346
"3451","STM3688","SL1344_3653",6.08e-46,176,6.02e-46,176
"3452","STM3689","SL1344_3654",8.44e-63,233,8.36e-63,233
"3453","STM3690","SL1344_3655",1.08e-143,503,1.07e-143,503
"3454","STM3692","SL1344_3657",0,974,0,974
"3455","STM3693","SL1344_3658",2.77e-165,575,2.74e-165,575
"3456","STM3694","SL1344_3659",0,955,0,955
"3457","STM3695","SL1344_3660",2.46e-107,382,2.43e-107,382
"3458","STM3696","SL1344_3661",0,806,0,806
"3459","STM3697","SL1344_3662",0,954,0,954
"3460","STM3698","SL1344_3663",0,917,0,917
"3461","STM3699","SL1344_3665",0,656,0,656
"3462","STM3700","SL1344_3666",0,802,0,802
"3463","STM3701","SL1344_3667",3.59e-108,385,3.56e-108,385
"3464","STM3702","SL1344_3668",2.4e-58,218,2.38e-58,218
"3465","STM3703","SL1344_3669",1.71e-96,346,1.69e-96,346
"3466","STM3704","SL1344_3670",0,1247,0,1247
"3467","STM3705","SL1344_3671",0,588,0,588
"3468","STM3706","SL1344_3672",0,770,0,770
"3469","STM3707","SL1344_3673",0,837,0,837
"3470","STM3708","SL1344_3674",0,790,0,790
"3471","STM3709","SL1344_3675",0,848,0,848
"3472","STM3710","SL1344_3676",0,749,0,749
"3473","STM3711","SL1344_3677",0,805,0,805
"3474","STM3712","SL1344_3678",0,776,0,776
"3475","STM3713","SL1344_3679",0,791,0,791
"3476","STM3714","SL1344_3680",0,707,0,707
"3477","STM3715","SL1344_3681",0,640,0,640
"3478","STM3716","SL1344_3682",5.04e-126,445,3.75e-126,445
"3479","STM3717","SL1344_3683",0,807,0,807
"3480","STM3718","SL1344_3684",0,818,0,818
"3481","STM3719","SL1344_3685",0,877,0,877
"3482","STM3720","SL1344_3686",1.03e-49,189,1.02e-49,189
"3483","STM3721","SL1344_3687",1.29e-179,623,1.28e-179,623
"3484","STM3722","SL1344_3688",0,904,0,904
"3485","STM3723","SL1344_3689",0,826,0,826
"3486","STM3724","SL1344_3690",0,939,0,939
"3487","STM3725","SL1344_3691",3.43e-111,395,3.4e-111,395
"3488","STM3726","SL1344_3692",0,656,0,656
"3489","STM3727","SL1344_3693",2.09e-34,137,2.07e-34,137
"3490","STM3728","SL1344_3694",4.06e-50,190,4.02e-50,190
"3491","STM3729","SL1344_3695",4.05e-152,531,4.01e-152,531
"3492","STM3730","SL1344_3696",0,794,0,794
"3493","STM3731","SL1344_3697",6.05e-107,380,5.99e-107,380
"3494","STM3732","SL1344_3698",4.17e-134,471,4.13e-134,471
"3495","STM3733","SL1344_3699",1.75e-142,499,1.73e-142,499
"3496","STM3734","SL1344_3700",8.34e-160,557,8.26e-160,557
"3497","STM3735","SL1344_3701",0,651,0,651
"3498","STM3736","SL1344_3702",0,654,0,654
"3499","STM3737","SL1344_3703",0,695,0,695
"3500","STM3738","SL1344_3704",1.04e-118,268,1.03e-118,268
"3501","STM3739","SL1344_3705",0,1362,0,1362
"3502","STM3740","SL1344_3706",5.16e-148,517,5.11e-148,517
"3503","STM3741","SL1344_3707",4.85e-42,160,4.8e-42,160
"3504","STM3742","SL1344_3708",0,1621,0,1621
"3505","STM3743","SL1344_3709",5.36e-163,567,5.3e-163,567
"3506","STM3744","SL1344_3710",0,1575,0,1575
"3507","STM3745","SL1344_3711",0,706,0,706
"3508","STM3746","SL1344_3712",0,793,0,793
"3509","STM3747","SL1344_3713",0,1025,0,1025
"3510","STM3748","SL1344_3714",0,1322,0,1322
"3511","STM3749","SL1344_3715",0,1863,0,1863
"3512","STM3750","SL1344_3716",0,904,0,904
"3513","STM3752","SL1344_3717",1.16e-79,289,1.27e-79,289
"3514","STM3753","SL1344_3718",0,944,0,944
"3515","STM3755","SL1344_3720",0,828,0,828
"3516","STM3756","SL1344_3722",4e-133,468,3.96e-133,468
"3517","STM3757","SL1344_3723",0,2236,0,2236
"3518","STM3758","SL1344_3724",2.62e-108,385,2.72e-108,385
"3519","STM3759","SL1344_3725",0,651,0,651
"3520","STM3761","SL1344_3726",2.2e-152,532,2.18e-152,532
"3521","STM3762","SL1344_3727",4.06e-105,374,4.02e-105,374
"3522","STM3763","SL1344_3728",0,2138,0,2138
"3523","STM3764","SL1344_3729",2.66e-158,552,2.64e-158,552
"3524","STM3765","SL1344_3730",0,668,0,668
"3525","STM3766","SL1344_3731",0,692,0,692
"3526","STM3767","SL1344_3732",6.81e-161,560,6.75e-161,560
"3527","STM3768","SL1344_3733",0,913,0,913
"3528","STM3769","SL1344_3734",0,651,0,651
"3529","STM3770","SL1344_3735",1.78e-168,586,1.77e-168,586
"3530","STM3771","SL1344_3736",7.78e-113,400,7.71e-113,400
"3531","STM3772","SL1344_3737",8.21e-92,330,8.13e-92,330
"3532","STM3773","SL1344_3738",0,2138,0,2138
"3533","STM3774","SL1344_3739",1.89e-64,238,1.87e-64,238
"3534","STM3775","SL1344_3740",0,1177,0,1177
"3535","STM3776","SL1344_3741",0,685,0,685
"3536","STM3777","SL1344_3743",1.72e-79,289,1.71e-79,289
"3537","STM3778","SL1344_3744",2.57e-70,258,2.55e-70,258
"3538","STM3779","SL1344_3745",1.81e-57,215,1.8e-57,215
"3539","STM3780","SL1344_3746",0,687,0,687
"3540","STM3781","SL1344_3747",0,1193,0,1193
"3541","STM3782","SL1344_3748",0,1144,0,1144
"3542","STM3783","SL1344_3749",4.12e-62,231,4.08e-62,231
"3543","STM3784","SL1344_3750",5.94e-106,377,5.88e-106,377
"3544","STM3785","SL1344_3751",6.81e-169,587,6.75e-169,587
"3545","STM3786","SL1344_3752",1.05e-105,376,1.04e-105,376
"3546","STM3787","SL1344_3753",0,1106,0,1106
"3547","STM3788","SL1344_3754",0,960,0,960
"3548","STM3790","SL1344_3756",2.75e-129,455,2.73e-129,455
"3549","STM3791","SL1344_3757",0,826,0,826
"3550","STM3792","SL1344_3758",0,878,0,878
"3551","STM3793","SL1344_3759",0,692,0,692
"3552","STM3794","SL1344_3760",0,643,0,643
"3553","STM3795","SL1344_3761",1.18e-62,232,1.16e-62,232
"3554","STM3796","SL1344_3762",0,1331,0,1331
"3555","STM3796A","SL1344_3765",0,635,0,635
"3556","STM3797","SL1344_3763",6.46e-19,84.9,6.4e-19,84.9
"3557","STM3798","SL1344_3766",0,922,0,922
"3558","STM3799","SL1344_3767",0,839,0,839
"3559","STM3800","SL1344_3768",0,744,0,744
"3560","STM3801","SL1344_3769",0,866,0,866
"3561","STM3802","SL1344_3770",0,1019,0,1019
"3562","STM3803","SL1344_3771",1.11e-121,339,1.1e-121,339
"3563","STM3804","SL1344_3772",5.67e-82,297,5.62e-82,297
"3564","STM3805","SL1344_3773",1.09e-78,286,1.08e-78,286
"3565","STM3807","SL1344_3774",0,1301,0,1301
"3566","STM3808","SL1344_3775",1.99e-98,352,2e-98,352
"3567","STM3809","SL1344_3776",1.5e-95,342,1.52e-95,342
"3568","STM3810","SL1344_3777",6.01e-76,277,5.95e-76,277
"3569","STM3811","SL1344_3778",0,1033,0,1033
"3570","STM3812","SL1344_3779",0,460,0,460
"3571","STM3820","SL1344_3786",0,1138,0,1138
"3572","STM3821","SL1344_3787",2.01e-144,506,2e-144,506
"3573","STM3822","SL1344_3788",0,1306,0,1306
"3574","STM3823","SL1344_3789",0,891,0,891
"3575","STM3824","SL1344_3790",2.65e-158,552,2.62e-158,552
"3576","STM3825","SL1344_3791",0,733,0,733
"3577","STM3826","SL1344_3792",0,1617,0,1617
"3578","STM3827","SL1344_3793",0,1082,0,1082
"3579","STM3828","SL1344_3794",0,933,0,933
"3580","STM3829","SL1344_3796",0,701,0,701
"3581","STM3830","SL1344_3797",4.22e-160,558,4.18e-160,558
"3582","STM3831","SL1344_3798",0,679,0,679
"3583","STM3832","SL1344_3799",0,1007,0,1007
"3584","STM3833","SL1344_3800",0,989,0,989
"3585","STM3834","SL1344_3801",0,707,0,707
"3586","STM3835","SL1344_3802",0,1830,0,1830
"3587","STM3836","SL1344_3803",0,847,0,847
"3588","STM3837","SL1344_3804",0,876,0,876
"3589","STM3838","SL1344_3805",0,1056,0,1056
"3590","STM3839","SL1344_3806",2e-28,116,1.98e-28,116
"3591","STM3840","SL1344_3807",1.45e-81,296,1.44e-81,296
"3592","STM3841","SL1344_3808",2.09e-56,211,2.07e-56,211
"3593","STM3842","SL1344_3809",0,1281,0,1281
"3594","STM3843","SL1344_3810",0,911,0,911
"3595","STM3845","SL1344_3812",0,722,0,722
"3596","STM3846","SL1344_3813",0,689,0,689
"3597","STM3847","SL1344_3814",0,895,0,895
"3598","STM3848","SL1344_3815",0,698,0,698
"3599","STM3849","SL1344_3816",1.42e-177,616,1.41e-177,616
"3600","STM3850","SL1344_3817",1.98e-129,456,1.96e-129,456
"3601","STM3851","SL1344_3818",0,960,0,960
"3602","STM3852","SL1344_3819",1.24e-153,536,1.22e-153,536
"3603","STM3853","SL1344_3820",1.87e-161,562,1.86e-161,562
"3604","STM3854","SL1344_3821",0,631,0,631
"3605","STM3855","SL1344_3822",0,676,0,676
"3606","STM3856","SL1344_3823",0,786,0,786
"3607","STM3857","SL1344_3824",0,778,0,778
"3608","STM3858","SL1344_3825",0,1092,0,1092
"3609","STM3859","SL1344_3826",0,668,0,668
"3610","STM3860","SL1344_3827",0,1447,0,1447
"3611","STM3861","SL1344_3828",0,1382,0,1382
"3612","STM3862","SL1344_3829",0,1075,0,1075
"3613","STM3863","SL1344_3830",5.72e-136,462,5.66e-136,462
"3614","STM3864","SL1344_3831",3.64e-94,338,3.6e-94,338
"3615","STM3865","SL1344_3832",0,707,0,707
"3616","STM3866","SL1344_3833",0,661,0,661
"3617","STM3867","SL1344_3834",0,1167,0,1167
"3618","STM3868","SL1344_3835",5.36e-123,434,5.3e-123,434
"3619","STM3869","SL1344_3836",5.84e-106,377,5.78e-106,377
"3620","STM3870","SL1344_3837",1.05e-53,202,1.04e-53,202
"3621","STM3871","SL1344_3838",0,635,0,635
"3622","STM3872","SL1344_3839",1.4e-68,211,1.39e-68,211
"3623","STM3873","SL1344_3840",3.76e-144,505,3.77e-144,505
"3624","STM3874","SL1344_3841",0,1450,0,1450
"3625","STM3875","SL1344_3842",7.41e-98,350,7.34e-98,350
"3626","STM3876","SL1344_3843",2.03e-105,375,2.01e-105,375
"3627","STM3877","SL1344_3844",0,788,0,788
"3628","STM3878","SL1344_3845",0,1043,0,1043
"3629","STM3879","SL1344_3846",0,1112,0,1112
"3630","STM3880","SL1344_3847",0,813,0,813
"3631","STM3881","SL1344_3848",4.66e-97,347,4.62e-97,347
"3632","STM3882","SL1344_3849",0,1191,0,1191
"3633","STM3883","SL1344_3850",0,705,0,705
"3634","STM3884","SL1344_3851",0,681,0,681
"3635","STM3885","SL1344_3852",0,679,0,679
"3636","STM3886","SL1344_3853",0,758,0,758
"3637","STM3887","SL1344_3854",0,928,0,928
"3638","STM3888","SL1344_3857",4.69e-161,561,4.64e-161,561
"3639","STM3897","SL1344_3858",0,669,0,669
"3640","STM3898","SL1344_3859",9.06e-77,280,8.97e-77,280
"3641","STM3899","SL1344_3860",0,1216,0,1216
"3642","STM3901","SL1344_3861",0,1302,0,1302
"3643","STM3902","SL1344_3862",3.23e-57,214,3.2e-57,214
"3644","STM3903","SL1344_3863",0,747,0,747
"3645","STM3904","SL1344_3864",0,1410,0,1410
"3646","STM3905","SL1344_3865",0,1178,0,1178
"3647","STM3906","SL1344_3866",7.59e-76,276,7.52e-76,276
"3648","STM3907","SL1344_3867",9.17e-77,280,9.08e-77,280
"3649","STM3908","SL1344_3868",0,698,0,698
"3650","STM3909","SL1344_3869",0,1178,0,1178
"3651","STM3910","SL1344_3870",8.14e-63,233,8.06e-63,233
"3652","STM3911","SL1344_3871",2.62e-20,90.4,1.4e-20,90.4
"3653","STM3912","SL1344_3872",0,1535,0,1535
"3654","STM3913","SL1344_3873",0,1160,0,1160
"3655","STM3914","SL1344_3874",0,954,0,954
"3656","STM3915","SL1344_3875",2.44e-73,268,2.42e-73,268
"3657","STM3917","SL1344_3876",0,954,0,954
"3658","STM3918","SL1344_3877",0,724,0,724
"3659","STM3919","SL1344_3878",0,820,0,820
"3660","STM3920","SL1344_3879",0,896,0,896
"3661","STM3921","SL1344_3880",0,961,0,961
"3662","STM3922","SL1344_3881",0,838,0,838
"3663","STM3923","SL1344_3882",1.85e-49,188,1.84e-49,188
"3664","STM3924","SL1344_3883",3.47e-125,441,3.44e-125,441
"3665","STM3925","SL1344_3884",0,901,0,901
"3666","STM3926","SL1344_3885",0,529,0,529
"3667","STM3927","SL1344_3886",0,839,0,839
"3668","STM3928","SL1344_3887",0,813,0,813
"3669","STM3929","SL1344_3888",1.9e-169,589,1.88e-169,589
"3670","STM3930","SL1344_3889",0,1104,0,1104
"3671","STM3935","SL1344_3890",0,926,0,926
"3672","STM3936","SL1344_3891",0,585,0,585
"3673","STM3937","SL1344_3892",6.26e-164,571,6.2e-164,571
"3674","STM3938","SL1344_3893",0,766,0,766
"3675","STM3939","SL1344_3894",0,1989,0,1989
"3676","STM3940","SL1344_3895",9.65e-81,293,9.55e-81,293
"3677","STM3941","SL1344_3896",2.29e-120,425,2.26e-120,425
"3678","STM3942","SL1344_3897",4.84e-88,317,4.79e-88,317
"3679","STM3943","SL1344_3898",5.99e-73,267,5.93e-73,267
"3680","STM3944","SL1344_3899",3.89e-88,318,3.85e-88,318
"3681","STM3946","SL1344_3900",4.51e-43,166,4.47e-43,166
"3682","STM3947","SL1344_3901",0,643,0,643
"3683","STM3948","SL1344_3902",8.9e-153,533,8.81e-153,533
"3684","STM3949","SL1344_3903",0,699,0,699
"3685","STM3950","SL1344_3904",8.34e-164,570,8.26e-164,570
"3686","STM3951","SL1344_3905",0,1653,0,1653
"3687","STM3952","SL1344_3906",0,719,0,719
"3688","STM3953","SL1344_3907",2.78e-84,305,2.75e-84,305
"3689","STM3954","SL1344_3908",9.16e-108,383,9.07e-108,383
"3690","STM3955","SL1344_3909",0,728,0,728
"3691","STM3956","SL1344_3910",9.05e-107,380,8.96e-107,380
"3692","STM3957","SL1344_3911",2.92e-180,625,2.41e-180,625
"3693","STM3958","SL1344_3912",0,1442,0,1442
"3694","STM3959","SL1344_3913",1.97e-132,466,1.95e-132,466
"3695","STM3960","SL1344_3914",4.02e-145,508,3.98e-145,508
"3696","STM3961","SL1344_3915",0,835,0,835
"3697","STM3962","SL1344_3916",0,642,0,642
"3698","STM3963","SL1344_3917",0,714,0,714
"3699","STM3964","SL1344_3918",0,774,0,774
"3700","STM3965","SL1344_3919",0,1814,0,1814
"3701","STM3966","SL1344_3920",0,1089,0,1089
"3702","STM3967","SL1344_3921",0,663,0,663
"3703","STM3968","SL1344_3922",2.92e-178,618,2.9e-178,618
"3704","STM3969","SL1344_3923",0,1098,0,1098
"3705","STM3970","SL1344_3924",0,628,0,628
"3706","STM3971","SL1344_3925",1.01e-140,493,1e-140,493
"3707","STM3972","SL1344_3926",0,1285,0,1285
"3708","STM3973","SL1344_3927",4.9e-55,207,4.85e-55,207
"3709","STM3974","SL1344_3928",4.04e-119,421,4e-119,421
"3710","STM3975","SL1344_3929",1.26e-165,472,1.24e-165,472
"3711","STM3976","SL1344_3930",1.73e-167,582,1.75e-167,582
"3712","STM3977","SL1344_3931",9.12e-111,393,9.03e-111,393
"3713","STM3978","SL1344_3932",0,1203,0,1203
"3714","STM3979","SL1344_3933",2.9e-159,555,2.87e-159,555
"3715","STM3981","SL1344_3934",0,836,0,836
"3716","STM3982","SL1344_3935",0,871,0,871
"3717","STM3983","SL1344_3936",0,945,0,945
"3718","STM3984","SL1344_3937",0,1083,0,1083
"3719","STM3985","SL1344_3938",6.97e-136,477,6.9e-136,477
"3720","STM3986","SL1344_3939",0,1175,0,1175
"3721","STM3987","SL1344_3940",4.7e-125,441,4.66e-125,441
"3722","STM3993","SL1344_3941",9.1e-122,430,9.01e-122,430
"3723","STM3994","SL1344_3942",7.05e-137,480,6.98e-137,480
"3724","STM3995","SL1344_3943",8.72e-57,213,8.63e-57,213
"3725","STM3996","SL1344_3944",0,807,0,807
"3726","STM3997","SL1344_3945",7.05e-148,517,6.98e-148,517
"3727","STM3998","SL1344_3946",0,747,0,747
"3728","STM3999","SL1344_3947",0,2009,0,2009
"3729","STM4001","SL1344_3948",1.47e-144,506,1.36e-144,506
"3730","STM4003","SL1344_3950",2.18e-100,359,2.16e-100,359
"3731","STM4004","SL1344_3951",0,1100,0,1100
"3732","STM4005","SL1344_3952",0,1031,0,1031
"3733","STM4006","SL1344_3953",0,813,0,813
"3734","STM4007","SL1344_3954",0,1128,0,1128
"3735","STM4009","SL1344_3955",0,1355,0,1355
"3736","STM4010","SL1344_3956",6.2e-168,584,6.19e-168,584
"3737","STM4011","SL1344_3957",0,698,0,698
"3738","STM4012","SL1344_3958",0,1011,0,1011
"3739","STM4013","SL1344_3959",0,724,0,724
"3740","STM4014","SL1344_3960",0,793,0,793
"3741","STM4015","SL1344_3961",0,674,0,674
"3742","STM4016","SL1344_3962",1.51e-167,582,1.5e-167,582
"3743","STM4017","SL1344_3963",0,1136,0,1136
"3744","STM4018","SL1344_3964",0,1092,0,1092
"3745","STM4019","SL1344_3965",0,1635,0,1635
"3746","STM4020","SL1344_3966",0,692,0,692
"3747","STM4021","SL1344_3967",0,1006,0,1006
"3748","STM4022","SL1344_3968",0,698,0,698
"3749","STM4023","SL1344_3969",0,739,0,739
"3750","STM4024","SL1344_3970",0,679,0,679
"3751","STM4025","SL1344_3971",4.64e-179,621,4.59e-179,621
"3752","STM4026","SL1344_3972",6.72e-136,477,6.65e-136,477
"3753","STM4027","SL1344_3973",0,698,0,698
"3754","STM4028","SL1344_3974",1e-97,350,9.9e-98,350
"3755","STM4029","SL1344_3975",0,803,0,803
"3756","STM4030","SL1344_3976",1.79e-96,346,1.68e-96,346
"3757","STM4031","SL1344_3977",5.81e-69,253,5.76e-69,253
"3758","STM4032","SL1344_3978",0,755,0,755
"3759","STM4033","SL1344_3980",1.65e-57,215,2.03e-57,215
"3760","STM4034","SL1344_3981",0,704,0,704
"3761","STM4035","SL1344_3982",1.87e-143,502,1.85e-143,502
"3762","STM4036","SL1344_3983",0,730,0,730
"3763","STM4037","SL1344_3984",0,1838,0,1838
"3764","STM4038","SL1344_3986",0,674,0,674
"3765","STM4039","SL1344_3987",0,716,0,716
"3766","STM4040","SL1344_3988",0,802,0,802
"3767","STM4041","SL1344_3989",3.22e-73,268,3.19e-73,268
"3768","STM4042","SL1344_3990",2.91e-156,545,2.88e-156,545
"3769","STM4042A","SL1344_3991",1.9e-125,442,1.88e-125,442
"3770","STM4043","SL1344_3992",3.66e-71,261,3.63e-71,261
"3771","STM4044","SL1344_3993",0,892,0,892
"3772","STM4045","SL1344_3994",0,670,0,670
"3773","STM4046","SL1344_3995",0,1013,0,1013
"3774","STM4047","SL1344_3996",0,1142,0,1142
"3775","STM4048","SL1344_3997",0,685,0,685
"3776","STM4049","SL1344_3998",0,688,0,688
"3777","STM4050","SL1344_3999",0,763,0,763
"3778","STM4051","SL1344_4000",2.21e-164,572,2.19e-164,572
"3779","STM4052","SL1344_4001",0,743,0,743
"3780","STM4053","SL1344_4002",1.59e-120,426,1.57e-120,426
"3781","STM4054","SL1344_4003",0,742,0,742
"3782","STM4055","SL1344_4004",1.82e-139,489,1.8e-139,489
"3783","STM4056","SL1344_4005",2.1e-154,539,1.89e-154,539
"3784","STM4057","SL1344_4006",3.93e-92,331,3.89e-92,331
"3785","STM4058","SL1344_4007",0,665,0,665
"3786","STM4059","SL1344_4008",1.65e-148,519,1.64e-148,519
"3787","STM4060","SL1344_4009",1.4e-111,396,1.39e-111,396
"3788","STM4061","SL1344_4010",0,665,0,665
"3789","STM4062","SL1344_4011",0,670,0,670
"3790","STM4063","SL1344_4012",0,784,0,784
"3791","STM4064","SL1344_4013",2.11e-170,592,2.09e-170,592
"3792","STM4065","SL1344_4014",0,1042,0,1042
"3793","STM4066","SL1344_4015",0,780,0,780
"3794","STM4067","SL1344_4016",0,415,0,415
"3795","STM4068","SL1344_4017",4.12e-163,568,4.08e-163,568
"3796","STM4069","SL1344_4018",2.54e-37,147,2.51e-37,147
"3797","STM4070","SL1344_4019",2.98e-26,109,2.95e-26,109
"3798","STM4071","SL1344_4020",1.4e-62,232,1.39e-62,232
"3799","STM4072","SL1344_4021",0,1239,0,1239
"3800","STM4073","SL1344_4022",0,756,0,756
"3801","STM4074","SL1344_4023",0,1211,0,1211
"3802","STM4075","SL1344_4024",0,819,0,819
"3803","STM4076","SL1344_4025",0,598,0,598
"3804","STM4077","SL1344_4026",0,813,0,813
"3805","STM4078","SL1344_4027",0,711,0,711
"3806","STM4079","SL1344_4028",8.58e-65,240,7.23e-65,240
"3807","STM4080","SL1344_4029",1.13e-174,606,1.12e-174,606
"3808","STM4081","SL1344_4030",3.26e-165,549,3.22e-165,549
"3809","STM4082","SL1344_4031",1.37e-132,466,1.36e-132,466
"3810","STM4083","SL1344_4032",2.33e-96,345,2.3e-96,345
"3811","STM4084","SL1344_4033",3.11e-175,608,3.08e-175,608
"3812","STM4085","SL1344_4034",0,780,0,780
"3813","STM4086","SL1344_4035",0,1171,0,1171
"3814","STM4087","SL1344_4036",0,687,0,687
