"locus_tag","logFC","logCPM","PValue","FDR","gene_name","zscore","model","DE_rec"
"SL1344_3946",-1.38,6,0,0,"yihG",-0.669274638047081,"HeLa-RNAseq","Attenuated"
"SL1344_3947",-0.12,7.83,0.67,0.76,"polA",-0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3948",-0.99,7.3,0.01,0.02,"engB",-0.480131805555514,"HeLa-RNAseq","Attenuated"
"SL1344_3950",-0.08,6.69,0.8,0.87,"yihI",-0.0387985297418598,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3951",0.45,6.79,0.18,0.29,"hemN",0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3952",0.44,6.67,0.21,0.32,"glnG",0.213391913580229,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3953",0.98,6.51,0.01,0.03,"glnL",0.475281989337782,"HeLa-RNAseq","Amplified"
"SL1344_3954",0.49,10.56,0.03,0.08,"glnA",0.237640994668891,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3955",-0.99,10.14,0,0,"typA",-0.480131805555514,"HeLa-RNAseq","Attenuated"
"SL1344_3956",0.71,4.83,0.33,0.46,"SL1344_3956",0.344336951459005,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3958",-1.19,3.59,0.46,0.58,"SL1344_3958",-0.577128129910164,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3959",-3.3,3.62,0.22,0.34,"SL1344_3959",-1.60043935185171,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3960",-0.27,3.41,0.85,0.9,"SL1344_3960",-0.130945037878777,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3961",-1.33,4.49,0.24,0.36,"SL1344_3961",-0.645025556958418,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3963",-1.13,4.07,0.19,0.29,"yihO",-0.548029232603769,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3964",-1.35,4.35,0.12,0.21,"yihP",-0.654725189393883,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3965",0.9,4.54,0.25,0.37,"yihQ",0.436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3967",2.38,3.77,0.03,0.07,"yihS",1.15425625982033,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3970",-1.89,3.69,0.18,0.29,"yihV",-0.916615265151437,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3971",0.4,6.16,0.32,0.44,"yihW",0.193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3972",1.22,7.68,0,0,"yihX",0.591677578563361,"HeLa-RNAseq","Amplified"
"SL1344_3973",0.91,7.55,0,0,"rbn",0.441333275813655,"HeLa-RNAseq","Amplified"
"SL1344_3974",0.55,7.14,0.06,0.12,"yihZ",0.266739891975286,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3975",1.65,7.4,0,0,"yiiD",0.800219675925857,"HeLa-RNAseq","Amplified"
"SL1344_3976",1.85,8.62,0,0,"SL1344_3976",0.897216000280507,"HeLa-RNAseq","Amplified"
"SL1344_3977",1.85,8.24,0,0,"SL1344_3977",0.897216000280507,"HeLa-RNAseq","Amplified"
"SL1344_3978",-0.01,5.53,0.98,0.99,"SL1344_3978",-0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3979",-0.57,6.99,0.36,0.48,"SL1344_3979",-0.276439524410751,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3981",0,7.52,0.99,1,"fdhE",0,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3982",-0.28,7.59,0.26,0.38,"fdoI",-0.135794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3983",-0.42,8.31,0.08,0.15,"fdoH",-0.203692281144764,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3984",-0.26,9.73,0.25,0.37,"fdoG",-0.126095221661044,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3986",-1.15,6.35,0,0.01,"fdhD",-0.557728865039234,"HeLa-RNAseq","Attenuated"
"SL1344_3987",-1.05,5.88,0.02,0.05,"SL1344_3987",-0.509230702861909,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3988",-5.31,4.62,0.03,0.07,"yiiG",-2.57525241161594,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3989",-2.73,5.2,0,0,"SL1344_3989",-1.32399982744096,"HeLa-RNAseq","Attenuated"
"SL1344_3990",-2.28,6.7,0,0,"SL1344_3990",-1.105758097643,"HeLa-RNAseq","Attenuated"
"SL1344_3991",-1.31,6.62,0,0.01,"SL1344_3991",-0.635325924522953,"HeLa-RNAseq","Attenuated"
"SL1344_3992",0.9,3.58,0.33,0.46,"yiiL",0.436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3993",1.08,3.84,0.19,0.3,"SL1344_3993",0.523780151515107,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3994",-1.14,3.49,0.35,0.47,"rhaD",-0.552879048821501,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3995",1.5,3.57,0.17,0.28,"rhaA",0.72747243265987,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3996",1.11,3.62,0.48,0.59,"rhaB",0.538329600168304,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3997",2.28,4.48,0,0.01,"rhaS",1.105758097643,"HeLa-RNAseq","Amplified"
"SL1344_3998",-0.25,3.89,0.82,0.88,"rhaR",-0.121245405443312,"HeLa-RNAseq","FDR>=0.05"
"SL1344_3999",-0.26,3.61,0.85,0.9,"rhaT",-0.126095221661044,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4001",-2.82,3.91,0.03,0.07,"SL1344_4001",-1.36764817340056,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4003",0.24,3.6,0.86,0.91,"SL1344_4003",0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4004",-0.69,9.35,0.01,0.02,"sodA",-0.33463731902354,"HeLa-RNAseq","Attenuated"
"SL1344_4005",-0.97,5.65,0.02,0.05,"yiiM",-0.470432173120049,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4006",-0.67,5.67,0.1,0.18,"SL1344_4006",-0.324937686588075,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4007",-1.67,7.75,0,0,"cpxA",-0.809919308361322,"HeLa-RNAseq","Attenuated"
"SL1344_4008",-0.88,6.74,0.01,0.04,"cpxR",-0.426783827160457,"HeLa-RNAseq","Attenuated"
"SL1344_4009",-3.88,10.26,0,0,"cpxP",-1.8817286924802,"HeLa-RNAseq","Attenuated"
"SL1344_4010",1.56,8.21,0,0,"fieF",0.756571329966265,"HeLa-RNAseq","Amplified"
"SL1344_4011",1.63,8.84,0,0,"pfkA",0.790520043490392,"HeLa-RNAseq","Amplified"
"SL1344_4012",2.47,6.63,0,0,"sbp",1.19790460577992,"HeLa-RNAseq","Amplified"
"SL1344_4013",3.72,7.57,0,0,"cdh-a",1.80413163299648,"HeLa-RNAseq","Amplified"
"SL1344_4014",1.85,4.56,0.01,0.02,"SL1344_4014",0.897216000280507,"HeLa-RNAseq","Amplified"
"SL1344_4015",2.5,4.07,0,0.01,"SL1344_4015",1.21245405443312,"HeLa-RNAseq","Amplified"
"SL1344_4016",-1.28,6.88,0,0,"SL1344_4016",-0.620776475869756,"HeLa-RNAseq","Attenuated"
"SL1344_4017",-0.64,5.61,0.18,0.28,"SL1344_4017",-0.310388237934878,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4021",3.13,7.94,0,0,"ydeV",1.51799247615026,"HeLa-RNAseq","Amplified"
"SL1344_4022",2.11,7.11,0,0,"ydeW",1.02331122194155,"HeLa-RNAseq","Amplified"
"SL1344_4023",6.39,7.09,0,0,"ego",3.09903256313105,"HeLa-RNAseq","Amplified"
"SL1344_4024",2.75,6.26,0,0,"ydeY",1.33369945987643,"HeLa-RNAseq","Amplified"
"SL1344_4025",4.95,7.24,0,0,"ydeZ",2.40065902777757,"HeLa-RNAseq","Amplified"
"SL1344_4026",3.93,8.33,0,0,"yneA",1.90597777356886,"HeLa-RNAseq","Amplified"
"SL1344_4027",3.66,8.97,0,0,"yneB",1.77503273569008,"HeLa-RNAseq","Amplified"
"SL1344_4029",3.46,8.26,0,0,"SL1344_4029",1.67803641133543,"HeLa-RNAseq","Amplified"
"SL1344_4030",-1.44,9.18,0,0,"tpiA",-0.698373535353475,"HeLa-RNAseq","Attenuated"
"SL1344_4031",-2.55,5.54,0,0,"yiiQ",-1.23670313552178,"HeLa-RNAseq","Attenuated"
"SL1344_4032",-1.71,5.62,0,0,"yiiR",-0.829318573232252,"HeLa-RNAseq","Attenuated"
"SL1344_4033",0.76,6.69,0.02,0.05,"fpr",0.368586032547668,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4034",1.75,7.69,0,0,"glpX",0.848717838103182,"HeLa-RNAseq","Amplified"
"SL1344_4035",2.53,11.79,0,0,"glpK",1.22700350308631,"HeLa-RNAseq","Amplified"
"SL1344_4036",2.69,10.68,0,0,"glpF",1.30460056257003,"HeLa-RNAseq","Amplified"
"SL1344_4038",0.06,9.49,0.83,0.89,"menG",0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4039",1.46,6.59,0,0,"menA",0.70807316778894,"HeLa-RNAseq","Amplified"
"SL1344_4040",1.81,8.97,0,0,"hslU",0.877816735409577,"HeLa-RNAseq","Amplified"
"SL1344_4041",-0.6,6.11,0.09,0.16,"hslV",-0.290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4042",-1.13,7.35,0,0,"ftsN",-0.548029232603769,"HeLa-RNAseq","Attenuated"
"SL1344_4043",1.84,5.99,0,0,"cytR",0.892366184062774,"HeLa-RNAseq","Amplified"
"SL1344_4044",-0.9,5.96,0.02,0.05,"priA",-0.436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4046",0.57,4.76,0.4,0.53,"SL1344_4046",0.276439524410751,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4047",0.45,6.06,0.45,0.57,"SL1344_4047",0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4048",-0.04,7.73,0.91,0.94,"metJ",-0.0193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4049",-0.45,7.6,0.2,0.31,"metB",-0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4050",-0.14,8.17,0.61,0.71,"metL",-0.0678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4052",1.72,3.67,0.25,0.37,"SL1344_4052",0.834168389449985,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4053",1.52,4.76,0.01,0.04,"SL1344_4053",0.737172065095335,"HeLa-RNAseq","Amplified"
"SL1344_4054",4.26,6.32,0,0,"SL1344_4054",2.06602170875403,"HeLa-RNAseq","Amplified"
"SL1344_4055",-0.65,6.81,0.1,0.19,"metF",-0.31523805415261,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4056",0.12,6.94,0.71,0.79,"katG",0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4057",0.29,3.71,0.84,0.89,"yijF",0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4058",1.55,6.36,0,0,"gldA",0.751721513748533,"HeLa-RNAseq","Amplified"
"SL1344_4059",0.61,5.48,0.17,0.28,"talC",0.295838789281681,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4060",1.67,6.55,0,0,"ptsA",0.809919308361322,"HeLa-RNAseq","Amplified"
"SL1344_4061",0.7,4.16,0.51,0.62,"frwC",0.339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4062",3.27,4.48,0,0,"frwB",1.58588990319852,"HeLa-RNAseq","Amplified"
"SL1344_4063",2.48,7.22,0,0,"pflD",1.20275442199765,"HeLa-RNAseq","Amplified"
"SL1344_4064",1.7,6.6,0,0,"pflC",0.82446875701452,"HeLa-RNAseq","Amplified"
"SL1344_4065",2.33,4.81,0,0,"frwD",1.13000717873167,"HeLa-RNAseq","Amplified"
"SL1344_4066",0.07,5.15,0.89,0.93,"yijO",0.0339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4068",0.45,8.19,0.07,0.13,"yijP",0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4069",-0.84,9.53,0,0,"ppc",-0.407384562289527,"HeLa-RNAseq","Attenuated"
"SL1344_4070",0.54,7.49,0.03,0.07,"argE",0.261890075757553,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4071",-1.31,8.72,0,0,"argC",-0.635325924522953,"HeLa-RNAseq","Attenuated"
"SL1344_4072",0.48,8,0.18,0.29,"argB",0.232791178451159,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4073",1.47,9.03,0.01,0.03,"argH",0.712922984006673,"HeLa-RNAseq","Amplified"
"SL1344_4074",-1.38,8.26,0,0,"oxyR",-0.669274638047081,"HeLa-RNAseq","Attenuated"
"SL1344_4075",1.6,6.68,0,0,"udhA",0.775970594837195,"HeLa-RNAseq","Amplified"
"SL1344_4076",0.06,7.75,0.82,0.88,"yijC",0.0290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4077",0.45,7.08,0.15,0.25,"yijD",0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4078",-1.85,6.22,0,0.01,"trmA",-0.897216000280507,"HeLa-RNAseq","Attenuated"
"SL1344_4079",-0.14,7.35,0.65,0.75,"btuB",-0.0678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4080",-0.09,7.3,0.78,0.84,"murI",-0.0436483459595922,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4081",-0.7,6.48,0.07,0.14,"murB",-0.339487135241273,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4082",0.42,6.39,0.24,0.36,"birA",0.203692281144764,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4085",-0.87,10.18,0,0,"tufB",-0.421934010942725,"HeLa-RNAseq","Attenuated"
"SL1344_4089",-1.6,10.95,0,0,"rplA",-0.775970594837195,"HeLa-RNAseq","Attenuated"
"SL1344_4092",-0.17,11.65,0.39,0.52,"rpoB",-0.082446875701452,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4093",0.4,11.58,0.06,0.11,"rpoC",0.193992648709299,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4094",0.62,3.83,0.47,0.58,"SL1344_4094",0.300688605499413,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4095",1.03,2.96,0.3,0.42,"SL1344_4095",0.499531070426444,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4096",2.04,5.87,0,0,"sseK1",0.989362508417424,"HeLa-RNAseq","Amplified"
"SL1344_4098",0.88,4.33,0.2,0.32,"thiH",0.426783827160457,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4099",1.35,3.71,0.15,0.25,"thiG",0.654725189393883,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4101",0.6,4.33,0.37,0.49,"thiF",0.290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4102",1.64,3.66,0.12,0.2,"thiE",0.795369859708125,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4103",0.34,5.38,0.6,0.7,"thiC",0.164893751402904,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4104",1.46,6.15,0,0,"rsd",0.70807316778894,"HeLa-RNAseq","Amplified"
"SL1344_4105",-0.2,5.91,0.63,0.73,"nudC",-0.0969963243546494,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4107",-0.36,6.33,0.29,0.41,"nfi",-0.174593383838369,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4108",-0.45,7,0.13,0.23,"yjaG",-0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4110",-0.85,8.83,0,0.01,"yjaH",-0.41223437850726,"HeLa-RNAseq","Attenuated"
"SL1344_4112",0.01,6.05,0.99,0.99,"hydH",0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4113",0.61,6.64,0.1,0.17,"hydG",0.295838789281681,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4114",-0.3,6.38,0.4,0.53,"purD",-0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4115",-1.29,7.44,0,0,"purH",-0.625626292087489,"HeLa-RNAseq","Attenuated"
"SL1344_4116",-0.14,5.73,0.73,0.8,"yjaB",-0.0678974270482546,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4117",0.95,5.22,0.13,0.22,"metA",0.460732540684585,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4118",2.42,5.58,0,0,"aceB",1.17365552469126,"HeLa-RNAseq","Amplified"
"SL1344_4119",0.87,5.36,0.06,0.13,"aceA",0.421934010942725,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4120",0.83,5.81,0.06,0.12,"aceK",0.402534746071795,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4121",-0.47,3.9,0.5,0.62,"SL1344_4121",-0.227941362233426,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4122",-1.28,4.8,0.02,0.06,"iclR",-0.620776475869756,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4123",0.29,7.87,0.26,0.38,"metH",0.140644670314242,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4124",0.24,7.27,0.42,0.54,"yjbB",0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4125",0.94,4.65,0.09,0.16,"pepE",0.455882724466852,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4127",-1.32,5.7,0.01,0.02,"SL1344_4127",-0.640175740740686,"HeLa-RNAseq","Attenuated"
"SL1344_4128",-0.01,6.64,0.97,0.98,"yjbC",-0.00484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4130",-1.2,4.34,0.11,0.2,"SL1344_4130",-0.581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4131",0.87,3.55,0.52,0.63,"SL1344_4131",0.421934010942725,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4133",-5.18,3.83,0.02,0.04,"SL1344_4133",-2.51220480078542,"HeLa-RNAseq","Attenuated"
"SL1344_4134",0.31,3.68,0.82,0.88,"SL1344_4134",0.150344302749707,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4135",1.93,4.08,0.11,0.2,"SL1344_4135",0.936014530022366,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4139",-1.42,4.74,0.05,0.11,"SL1344_4139",-0.688673902918011,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4140",-0.6,4.58,0.41,0.53,"gtrBb",-0.290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4141",-0.79,3.52,0.48,0.59,"gtrAb",-0.383135481200865,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4142",1.49,3.82,0.16,0.27,"SL1344_4142",0.722622616442138,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4143",-0.53,3.68,0.69,0.77,"SL1344_4143",-0.257040259539821,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4145",1.72,3.79,0.13,0.22,"SL1344_4145",0.834168389449985,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4146",-0.83,4.37,0.41,0.53,"SL1344_4146",-0.402534746071795,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4147",2.98,3.28,0.06,0.11,"SL1344_4147",1.44524523288428,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4148",-0.12,3.56,0.92,0.94,"SL1344_4148",-0.0581977946127896,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4149",-0.33,4.13,0.77,0.84,"SL1344_4149",-0.160043935185171,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4155",0.43,4.66,0.64,0.73,"SL1344_4155",0.208542097362496,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4156",0.16,6.44,0.65,0.74,"lysC",0.0775970594837195,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4157",-0.64,7.81,0.02,0.04,"pgi",-0.310388237934878,"HeLa-RNAseq","Attenuated"
"SL1344_4159",1.68,4.8,0,0.01,"yjbF",0.814769124579055,"HeLa-RNAseq","Amplified"
"SL1344_4160",1.14,3.31,0.47,0.59,"yjbG",0.552879048821501,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4161",0.72,6.1,0.06,0.11,"yjbH",0.349186767676738,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4162",2.55,7.65,0,0,"yjbA",1.23670313552178,"HeLa-RNAseq","Amplified"
"SL1344_4163",1.09,4.3,0.11,0.19,"malG",0.528629967732839,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4164",2.11,4.48,0,0,"malF",1.02331122194155,"HeLa-RNAseq","Amplified"
"SL1344_4166",2.59,5.5,0,0,"malE",1.25610240039271,"HeLa-RNAseq","Amplified"
"SL1344_4167",3.85,4.77,0,0,"malK",1.867179243827,"HeLa-RNAseq","Amplified"
"SL1344_4168",1.76,6.02,0,0,"lamB",0.853567654320915,"HeLa-RNAseq","Amplified"
"SL1344_4169",1.06,5.13,0.04,0.09,"malM",0.514080519079642,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4170",-0.1,6.06,0.79,0.85,"ubiC",-0.0484981621773247,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4173",-0.69,5.19,0.16,0.26,"dgkA",-0.33463731902354,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4175",-1.89,8.18,0,0,"dinF",-0.916615265151437,"HeLa-RNAseq","Attenuated"
"SL1344_4177",-0.52,6.5,0.15,0.24,"zur",-0.252190443322088,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4178",0.17,6.11,0.73,0.8,"SL1344_4178",0.082446875701452,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4179",-0.99,6.5,0.01,0.03,"yjbN",-0.480131805555514,"HeLa-RNAseq","Attenuated"
"SL1344_4181",0.3,5.75,0.46,0.58,"qor",0.145494486531974,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4183",-0.59,6.18,0.08,0.16,"alr-b",-0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4184",-1.17,7.1,0,0,"tyrB",-0.567428497474699,"HeLa-RNAseq","Attenuated"
"SL1344_4185",0.59,6.35,0.09,0.17,"aphA",0.286139156846216,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4186",0.58,5.75,0.13,0.22,"yjbQ",0.281289340628483,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4187",0.94,4.96,0.1,0.19,"yjbR",0.455882724466852,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4189",-2.8,3.63,0.32,0.44,"SL1344_4189",-1.35794854096509,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4190",-0.63,8.93,0.02,0.04,"uvrA",-0.305538421717146,"HeLa-RNAseq","Attenuated"
"SL1344_4194",-3.97,6.99,0,0,"siiB",-1.92537703843979,"HeLa-RNAseq","Attenuated"
"SL1344_4195",-2.07,6.07,0,0,"siiC",-1.00391195707062,"HeLa-RNAseq","Attenuated"
"SL1344_4196",-4.24,6.53,0,0,"siiD",-2.05632207631857,"HeLa-RNAseq","Attenuated"
"SL1344_4197",-1.66,10.39,0,0,"siiE",-0.80506949214359,"HeLa-RNAseq","Attenuated"
"SL1344_4198",-3.16,6.91,0,0,"siiF",-1.53254192480346,"HeLa-RNAseq","Attenuated"
"SL1344_4200",-1.42,5.31,0.01,0.02,"yjcC",-0.688673902918011,"HeLa-RNAseq","Attenuated"
"SL1344_4201",1.9,5.69,0,0.01,"soxS",0.921465081369169,"HeLa-RNAseq","Amplified"
"SL1344_4202",-0.98,4.88,0.25,0.37,"soxR",-0.475281989337782,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4203",1.46,5.29,0.01,0.02,"SL1344_4203",0.70807316778894,"HeLa-RNAseq","Amplified"
"SL1344_4204",-1.4,6.97,0,0,"yjcD",-0.678974270482546,"HeLa-RNAseq","Attenuated"
"SL1344_4205",-0.52,7.21,0.09,0.17,"yjcE",-0.252190443322088,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4206",-0.6,5.44,0.21,0.32,"SL1344_4206",-0.290988973063948,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4208",-2.03,3.36,0.18,0.28,"SL1344_4208",-0.984512692199691,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4209",1.34,6.7,0,0,"actP",0.649875373176151,"HeLa-RNAseq","Amplified"
"SL1344_4210",2.05,4.9,0,0,"yjcH",0.994212324635156,"HeLa-RNAseq","Amplified"
"SL1344_4211",1.29,8.61,0,0,"acs",0.625626292087489,"HeLa-RNAseq","Amplified"
"SL1344_4213",2.16,4.99,0.06,0.12,"nrfA",1.04756030303021,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4214",-1.61,3.93,0.18,0.28,"nrfB",-0.780820411054927,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4215",0,3.44,1,1,"nrfC",0,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4216",-4.77,3.49,0.06,0.13,"nrfD",-2.31336233585839,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4217",-0.24,4.33,0.79,0.85,"nrfE",-0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4219",-2.35,7.94,0,0,"gltP",-1.13970681116713,"HeLa-RNAseq","Attenuated"
"SL1344_4220",-1.58,5.56,0.02,0.04,"yjcO",-0.76627096240173,"HeLa-RNAseq","Attenuated"
"SL1344_4221",0.68,6.63,0.06,0.11,"SC4B5.11c",0.329787502805808,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4223",3.4,6.28,0,0,"lpxO",1.64893751402904,"HeLa-RNAseq","Amplified"
"SL1344_4224",5.16,7.13,0,0,"phnO",2.50250516834995,"HeLa-RNAseq","Amplified"
"SL1344_4225",1.66,5.01,0,0.01,"phnB",0.80506949214359,"HeLa-RNAseq","Amplified"
"SL1344_4226",-2.27,6.63,0,0,"phnA",-1.10090828142527,"HeLa-RNAseq","Attenuated"
"SL1344_4227",-2.05,8.82,0,0,"proP",-0.994212324635156,"HeLa-RNAseq","Attenuated"
"SL1344_4228",1.37,6.27,0,0,"basS",0.664424821829348,"HeLa-RNAseq","Amplified"
"SL1344_4229",2.62,7.3,0,0,"basR",1.27065184904591,"HeLa-RNAseq","Amplified"
"SL1344_4230",0.91,7.23,0,0.01,"yjdB",0.441333275813655,"HeLa-RNAseq","Amplified"
"SL1344_4231",-1.01,4.52,0.22,0.33,"adiC",-0.489831437990979,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4232",0.82,3.83,0.52,0.63,"adiY",0.397684929854062,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4233",0.98,4.45,0.17,0.27,"adi",0.475281989337782,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4234",3.09,5,0,0,"melR",1.49859321127933,"HeLa-RNAseq","Amplified"
"SL1344_4235",-4.19,4.78,0,0,"melA",-2.0320729952299,"HeLa-RNAseq","Attenuated"
"SL1344_4236",-1.38,4.23,0.07,0.13,"melB",-0.669274638047081,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4237",-1.59,4.99,0.02,0.04,"fumB",-0.771120778619463,"HeLa-RNAseq","Attenuated"
"SL1344_4238",-0.45,4.72,0.45,0.57,"dcuB",-0.218241729797961,"HeLa-RNAseq","FDR>=0.05"
"SL1344_4240",-1.93,4.79,0.01,0.04,"dcuR",-0.936014530022366,"HeLa-RNAseq","Attenuated"
"SL1344_4241",-0.24,7.25,0.66,0.75,"dcuS",-0.116395589225579,"HeLa-RNAseq","FDR>=0.05"
