LT2_tag,SL1344_tag,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM1678,SL1344_1608,0,719,0,719
STM1679,SL1344_1609,0,1302,0,1302
STM1680,SL1344_1610,2.59E-173,602,2.56E-173,602
STM1681,SL1344_1611,0,673,0,673
STM1682,SL1344_1612,8.83E-114,403,8.75E-114,403
STM1683,SL1344_1613,0,1198,0,1198
STM1684,SL1344_1614,0,743,0,743
STM1685,SL1344_1615,0,1126,0,1126
STM1686,SL1344_1616,1.94E-71,262,1.92E-71,262
STM1687,SL1344_1617,9.34E-46,176,9.24E-46,176
STM1688,SL1344_1618,4.41E-87,314,4.37E-87,314
STM1689,SL1344_1619,5.21E-50,190,5.15E-50,190
STM1690,SL1344_1620,8.31E-149,520,8.23E-149,520
STM1691,SL1344_1621,0,794,0,794
STM1692,SL1344_1622,0,1084,0,1084
STM1693,SL1344_1623,0,640,0,640
STM1694,SL1344_1624,0,694,0,694
STM1695,SL1344_1625,0,771,0,771
STM1696,SL1344_1626,0,638,0,638
STM1697,SL1344_1627,1.93E-133,434,2.37E-133,434
STM1698,SL1344_1628,0,1091,0,1091
STM1698A,SL1344_1629,2.38E-38,150,2.35E-38,150
STM1699,SL1344_1630,2.9E-69,254,2.87E-69,254
STM1700,SL1344_1631,0,640,0,640
STM1701,SL1344_1632,0,762,0,762
STM1702,SL1344_1633,0,996,0,996
STM1703,SL1344_1634,0,1480,0,1480
STM1704,SL1344_1636,3.98E-170,591,3.94E-170,591
STM1705,SL1344_1637,1.86E-46,178,1.84E-46,178
STM1706,SL1344_1638,1.75E-73,269,1.74E-73,269
STM1707,SL1344_1639,1.27E-151,528,1.25E-151,528
STM1708,SL1344_1640,0,898,0,898
STM1709,SL1344_1641,1.06E-68,253,1.05E-68,253
STM1710,SL1344_1642,1.44E-165,576,1.43E-165,576
STM1711,SL1344_1643,1.15E-138,486,1.14E-138,486
STM1712,SL1344_1644,0,2091,0,2091
STM1713,SL1344_1645,0,780,0,780
STM1714,SL1344_1646,0,1908,0,1908
STM1715,SL1344_1647,5.75E-57,213,5.69E-57,213
STM1716,SL1344_1648,0,621,0,621
STM1717,SL1344_1649,1.68E-175,609,1.66E-175,609
STM1718,SL1344_1650,4.8E-136,478,4.75E-136,478
STM1719,SL1344_1651,0,690,0,690
STM1720,SL1344_1652,2.94E-141,495,2.92E-141,495
STM1721,SL1344_1653,0,718,0,718
STM1723,SL1344_1654,0,1040,0,1040
STM1724,SL1344_1655,0,1164,0,1164
STM1725,SL1344_1656,0,1021,0,1021
STM1726,SL1344_1657,0,933,0,933
STM1727,SL1344_1658,0,635,0,635
STM1728,SL1344_1659,1.31E-38,151,1.3E-38,151
STM1729,SL1344_1660,3.12E-113,401,3.09E-113,401
STM1730,SL1344_1661,2.5E-118,418,2.47E-118,418
STM1731,SL1344_1662,0,693,0,693
STM1732,SL1344_1663,1.74E-138,486,1.72E-138,486
STM1733,SL1344_1664,4.75E-94,337,4.71E-94,337
STM1734,SL1344_1665,3.33E-172,598,3.3E-172,598
STM1735,SL1344_1666,3.65E-122,431,3.62E-122,431
STM1736,SL1344_1667,1.13E-92,333,1.12E-92,333
STM1737,SL1344_1668,1.12E-126,312,1.11E-126,312
STM1738,SL1344_1669,1.27E-63,236,1.26E-63,236
STM1739,SL1344_1670,0,1153,0,1153
STM1740,SL1344_1671,1.75E-73,269,1.74E-73,269
STM1741,SL1344_1672,0,637,0,637
STM1742,SL1344_1673,0,788,0,788
STM1743,SL1344_1674,0,790,0,790
STM1744,SL1344_1675,0,749,0,749
STM1745,SL1344_1676,0,771,0,771
STM1746,SL1344_1677,0,1257,0,1257
STM1747,SL1344_1678,4.23E-73,267,4.19E-73,267
STM1748,SL1344_1679,3.34E-158,551,3.3E-158,551
STM1749,SL1344_1680,0,1953,0,1953
STM1750,SL1344_1681,1.21E-138,486,1.2E-138,486
STM1751,SL1344_1682,6.29E-77,281,6.23E-77,281
STM1752,SL1344_1683,0,712,0,712
STM1753,SL1344_1684,0,820,0,820
STM1754,SL1344_1685,0,725,0,725
STM1755,SL1344_1686,1.46E-101,363,1.45E-101,363
STM1756,SL1344_1687,0,672,0,672
STM1760,SL1344_1688,0,1191,0,1191
STM1761,SL1344_1689,7.2E-159,554,7.13E-159,554
STM1762,SL1344_1690,1.33E-169,589,1.32E-169,589
STM1763,SL1344_1691,0,1272,0,1272
STM1764,SL1344_1692,0,3084,0,3084
STM1765,SL1344_1693,0,851,0,851
STM1766,SL1344_1694,0,1408,0,1408
STM1767,SL1344_1695,1.56E-144,410,1.55E-144,410
STM1768,SL1344_1696,0,1080,0,1080
STM1769,SL1344_1697,3.68E-81,294,3.64E-81,294
STM1770,SL1344_1698,2.06E-54,204,2.04E-54,204
STM1771,SL1344_1699,0,840,0,840
STM1772,SL1344_1700,0,686,0,686
STM1773,SL1344_1701,0,641,0,641
STM1774,SL1344_1702,5.78E-89,320,5.73E-89,320
STM1775,SL1344_1703,3.81E-180,625,3.78E-180,625
STM1776,SL1344_1704,0,812,0,812
STM1777,SL1344_1705,0,949,0,949
STM1778,SL1344_1706,6.02E-146,511,5.96E-146,511
STM1779,SL1344_1707,0,663,0,663
STM1780,SL1344_1708,0,724,0,724
STM1781,SL1344_1709,0,811,0,811
STM1782,SL1344_1710,6.79E-51,144,6.73E-51,144
STM1783,SL1344_1711,2.45E-127,449,2.31E-127,449
STM1784,SL1344_1712,0,748,0,748
STM1785,SL1344_1713,0,1043,0,1043
STM1786,SL1344_1714,0,857,0,850
STM1787,SL1344_1715,0,1476,0,1476
STM1788,SL1344_1716,5.7E-175,607,5.69E-175,607
STM1789,SL1344_1717,6.68E-132,464,6.61E-132,464
STM1790,SL1344_1718,3.2E-89,321,3.17E-89,321
STM1791,SL1344_1719,0,351,0,351
STM1792,SL1344_1720,0,1229,0,1229
STM1793,SL1344_1721,0,885,0,885
STM1794,SL1344_1722,3.46E-19,85.8,3.42E-19,85.8
STM1795,SL1344_1723,0,1026,0,1026
STM1796,SL1344_1724,0,1226,0,1226
STM1797,SL1344_1725,2.87E-56,211,2.84E-56,211
STM1798,SL1344_1726,6.23E-164,571,6.17E-164,571
STM1799,SL1344_1727,1.8E-139,489,1.78E-139,489
STM1800,SL1344_1728,0,722,0,722
STM1801,SL1344_1729,0,1336,0,1336
STM1802,SL1344_1730,0,856,0,856
STM1803,SL1344_1731,0,1014,0,1014
STM1804,SL1344_1732,0,1257,0,1257
STM1805,SL1344_1733,1.36E-165,576,1.34E-165,576
STM1806,SL1344_1734,0,1088,0,1088
STM1807,SL1344_1735,2.6E-126,445,2.58E-126,445
STM1808,SL1344_1736,5.7E-79,287,5.64E-79,287
STM1809,SL1344_1737,1.87E-32,131,1.85E-32,131
STM1810,SL1344_1738,2.75E-28,116,2.72E-28,116
STM1811,SL1344_1739,2.59E-112,398,2.57E-112,398
STM1812,SL1344_1740,1.04E-151,530,1.03E-151,530
STM1813,SL1344_1741,5.4E-71,260,5.35E-71,260
STM1814,SL1344_1742,1.97E-158,552,1.95E-158,552
STM1815,SL1344_1743,1.03E-177,403,1.02E-177,403
STM1816,SL1344_1744,1.2E-56,212,1.19E-56,212
STM1817,SL1344_1745,0,682,0,682
STM1818,SL1344_1747,0,1342,0,1342
STM1819,SL1344_1748,9.62E-133,467,9.53E-133,467
STM1820,SL1344_1749,2.26E-164,572,2.24E-164,572
STM1821,SL1344_1750,0,1488,0,1488
STM1822,SL1344_1751,6.76E-81,293,6.7E-81,293
STM1823,SL1344_1752,2.28E-37,147,2.26E-37,147
STM1824,SL1344_1753,0,1069,0,1069
STM1825,SL1344_1754,5.06E-133,467,5.01E-133,467
STM1826,SL1344_1755,0,1079,0,1079
STM1827,SL1344_1756,0,1274,0,1274
STM1828,SL1344_1757,0,945,0,945
STM1830,SL1344_1759,0,388,0,388
STM1831,SL1344_1760,3.64E-180,625,3.6E-180,625
STM1832,SL1344_1761,0,696,0,696
STM1833,SL1344_1762,7.47E-105,374,7.15E-105,374
STM1834,SL1344_1763,3.72E-132,465,3.28E-132,465
STM1835,SL1344_1764,0,654,0,654
STM1836,SL1344_1765,0,1390,0,1390
STM1837,SL1344_1766,2.61E-43,167,2.59E-43,167
STM1838,SL1344_1767,4.02E-27,112,3.98E-27,112
STM1839,SL1344_1768,1.07E-41,163,1.06E-41,163
STM1840,SL1344_1769,1.34E-30,124,1.32E-30,124
STM1841,SL1344_1770,3.54E-56,210,3.51E-56,210
STM1842,SL1344_1771,0,633,0,633
STM1843,SL1344_1772,0,659,0,670
STM1844,SL1344_1773,0,714,0,714
STM1845,SL1344_1774,0,1602,0,1602
STM1846,SL1344_1775,1.28E-145,510,1.26E-145,510
STM1847,SL1344_1776,5.13E-137,481,5.08E-137,481
STM1848,SL1344_1777,0,866,0,866
STM1849,SL1344_1778,0,1189,0,1189
STM1850,SL1344_1779,0,1161,0,1161
STM1851,SL1344_1780,1.48E-53,202,1.46E-53,202
STM1852,SL1344_1781,2.98E-43,167,2.95E-43,167
STM1853,SL1344_1782,6.86E-155,540,6.79E-155,540
STM1854,SL1344_1783,8.34E-36,142,8.26E-36,142
STM1855,SL1344_1784,7.22E-166,577,7.15E-166,577
STM1856,SL1344_1785,5.4E-88,317,5.35E-88,317
STM1857,SL1344_1787,1.11E-95,343,1.1E-95,343
STM1858,SL1344_1788,8.88E-57,213,8.79E-57,213
STM1859,SL1344_1789,1.34E-30,124,1.19E-29,122
STM1860,SL1344_1790,0,685,0,685
STM1861,SL1344_1791,3.61E-80,291,3.57E-80,291
STM1862,SL1344_1793,0,772,0,772
STM1863,SL1344_1794,1.81E-34,137,1.79E-34,137
STM1864,SL1344_1795,4E-141,495,3.96E-141,495
STM1865,SL1344_1796,2.3E-25,106,3.62E-25,106
STM1867,SL1344_1799,1.82E-44,171,1.81E-44,171
STM1868,SL1344_1800,0,734,0,734
STM1868A,SL1344_1802,2.88E-34,137,2.85E-34,137
STM1869,SL1344_1803,2.62E-106,379,2.6E-106,379
STM1869A,SL1344_1804,1.16E-50,193,7.83E-51,193
STM1870,SL1344_1805,6.23E-114,404,8.69E-114,404
STM1871,SL1344_1806,0,734,0,734
STM1873,SL1344_1807,1.21E-79,289,1.2E-79,289
STM1874,SL1344_1808,0,722,0,722
STM1875,SL1344_1809,3.41E-83,301,3.45E-83,301
STM1876,SL1344_1810,2.23E-51,194,2.21E-51,194
STM1877,SL1344_1811,5.47E-152,531,5.41E-152,531
STM1878,SL1344_1812,4.29E-164,571,4.24E-164,571
STM1879,SL1344_1813,0,1598,0,1598
STM1880,SL1344_1814,1.22E-145,510,1.2E-145,510
STM1881,SL1344_1815,1.82E-80,292,1.8E-80,292
STM1882,SL1344_1816,1.27E-63,236,1.26E-63,236
STM1883,SL1344_1817,0,944,0,944
STM1884,SL1344_1818,3.57E-151,528,3.54E-151,528
STM1885,SL1344_1819,0,863,0,863
STM1886,SL1344_1820,0,1186,0,1186
STM1887,SL1344_1821,0,692,0,692
STM1888,SL1344_1822,0,1170,0,1170
STM1889,SL1344_1823,0,777,0,777
STM1890,SL1344_1824,0,1056,0,1056
STM1891,SL1344_1825,0,765,0,765
STM1892,SL1344_1826,6.4E-171,594,5.87E-171,594
STM1893,SL1344_1827,0,647,0,647
STM1894,SL1344_1828,0,723,0,723
STM1895,SL1344_1829,3.95E-141,495,3.91E-141,495
STM1896,SL1344_1830,0,598,0,599
STM1897,SL1344_1832,3.56E-140,491,3.52E-140,491
STM1898,SL1344_1833,2.21E-120,425,2.19E-120,425
STM1899,SL1344_1834,2.23E-171,595,2.21E-171,595
STM1900,SL1344_1835,9.66E-101,360,9.57E-101,360
STM1901,SL1344_1836,0,1394,0,1394
STM1902,SL1344_1837,2.83E-134,472,2.8E-134,472
STM1903,SL1344_1838,0,679,0,679
STM1904,SL1344_1839,8.12E-89,320,8.04E-89,320
STM1905,SL1344_1840,2.43E-168,585,2.4E-168,585
STM1906,SL1344_1841,0,796,0,796
STM1907,SL1344_1842,3.09E-171,595,3.06E-171,595
STM1908,SL1344_1843,3.91E-134,471,3.87E-134,471
STM1909,SL1344_1844,0,1289,0,1289
STM1910,SL1344_1845,0,1478,0,1478
STM1911,SL1344_1846,0,948,0,948
STM1912,SL1344_1847,1.52E-88,319,1.5E-88,319
STM1913,SL1344_1848,0,1388,0,1388
STM1914,SL1344_1849,0,809,0,809
STM1915,SL1344_1850,6.78E-151,527,6.72E-151,527
STM1916,SL1344_1851,1.74E-82,299,1.75E-82,299
STM1917,SL1344_1852,0,833,0,833
STM1918,SL1344_1853,0,680,0,680
STM1919,SL1344_1854,0,1251,0,1251
STM1920,SL1344_1855,3.12E-117,415,3.09E-117,415
STM1921,SL1344_1856,0,1477,0,1477
STM1922,SL1344_1857,0,670,0,670
STM1923,SL1344_1858,0,642,0,642
STM1924,SL1344_1859,1.83E-132,466,1.79E-132,466
STM1925,SL1344_1860,2.64E-77,281,2.62E-77,281
STM1927,SL1344_1861,9.06E-97,347,8.97E-97,347
STM1928,SL1344_1862,0,1060,0,1060
STM1929,SL1344_1863,5.43E-177,614,5.38E-177,614
STM1931,SL1344_1864,1.07E-126,446,1.06E-126,446
STM1932,SL1344_1865,4.65E-110,391,4.6E-110,391
STM1933,SL1344_1866,7.9E-149,520,7.83E-149,520
STM1934,SL1344_1867,1.54E-75,275,1.52E-75,275
STM1935,SL1344_1868,1.92E-111,396,1.91E-111,396
STM1936,SL1344_1869,7.66E-50,189,7.58E-50,189
STM1937,SL1344_1870,0,1009,0,1009
STM1938,SL1344_1871,9.69E-159,553,9.59E-159,553
STM1939,SL1344_1872,8.47E-65,240,7.56E-65,240
STM1940,SL1344_1873,0,1180,0,1180
STM1941,SL1344_1874,3.99E-75,274,3.95E-75,274
STM1945,SL1344_1875,9.67E-126,443,9.58E-126,443
STM1946,SL1344_1876,0,1431,0,1431
STM1947,SL1344_1877,2.47E-150,525,2.45E-150,525
STM1949,SL1344_1878,6.1E-48,183,6.04E-48,183
STM1950,SL1344_1879,2.57E-157,549,2.55E-157,549
STM1951,SL1344_1880,2.8E-160,353,2.77E-160,353
STM1952,SL1344_1881,1.34E-142,500,1.33E-142,500
STM1953,SL1344_1882,0,769,0,769
STM1954,SL1344_1883,0,650,0,650
STM1955,SL1344_1884,6.05E-128,451,5.99E-128,451
STM1956,SL1344_1885,1.71E-164,572,1.7E-164,572
STM1957,SL1344_0885,6.61E-108,384,6.55E-108,384
STM1957,SL1344_1166,6.61E-108,384,7.52E-108,384
STM1957,SL1344_1746,6.61E-108,384,6.55E-108,384
STM1957,SL1344_1886,6.61E-108,384,7.52E-108,384
STM1957,SL1344_2434,6.61E-108,384,6.55E-108,384
STM1957,SL1344_3267,6.61E-108,384,6.55E-108,384
STM1957,SL1344_3446,6.61E-108,384,6.55E-108,384
STM1958,SL1344_1887,0,954,0,954
STM1959,SL1344_1888,0,1232,0,1232
STM1960,SL1344_1889,0,1079,0,1079
STM1961,SL1344_1890,6.1E-89,320,6.04E-89,320
STM1962,SL1344_1891,9.35E-84,303,9.26E-84,303
STM1963,SL1344_1892,0,1242,0,1242
STM1964,SL1344_1893,2.96E-87,315,2.93E-87,315
STM1965,SL1344_1894,0,989,0,989
STM1966,SL1344_1895,3.66E-53,200,3.62E-53,200
STM1967,SL1344_1896,1.89E-91,329,1.87E-91,329
STM1968,SL1344_1897,7.49E-72,263,7.41E-72,263
STM1969,SL1344_1898,0,736,0,736
STM1970,SL1344_1899,0,707,0,707
STM1971,SL1344_1900,1.15E-130,326,1.13E-130,326
STM1972,SL1344_1901,0,1016,0,1016
STM1973,SL1344_1902,3.1E-99,355,3.06E-99,355
STM1974,SL1344_1903,0,869,0,869
STM1975,SL1344_1904,4.5E-99,274,4.46E-99,274
STM1976,SL1344_1905,0,793,0,793
STM1977,SL1344_1906,7.89E-92,330,7.82E-92,330
STM1978,SL1344_1907,3.73E-88,318,3.7E-88,318
STM1979,SL1344_1908,4.19E-163,568,4.15E-163,568
STM1980,SL1344_1909,1.52E-59,222,1.5E-59,222
STM1981,SL1344_1910,1.1E-173,382,1.08E-173,382
STM1982,SL1344_1911,1.98E-140,492,1.96E-140,492
STM1984,SL1344_1913,2.06E-50,191,2.04E-50,191
STM1986,SL1344_1914,1.97E-180,626,1.95E-180,626
STM1987,SL1344_1915,0,1314,0,1314
STM1988,SL1344_1916,2.13E-41,161,1.29E-41,161
STM1989,SL1344_1917,0,772,0,772
STM1990,SL1344_1918,0,701,0,701
STM1991,SL1344_1919,5.44E-109,387,5.38E-109,387
STM1992,SL1344_1920,0,1163,0,1163
STM1993,SL1344_1921,3.1E-160,558,3.07E-160,558
STM1994,SL1344_1922,1.29E-67,249,1.28E-67,249
STM1995,SL1344_1923,0,899,0,899
STM1996,SL1344_1924,2.12E-44,171,2.1E-44,171
STM1997,SL1344_1925,0,1009,0,1009
STM1998,SL1344_1926,2.11E-95,342,2.09E-95,342
STM1999,SL1344_1927,1.5E-35,141,1.48E-35,141
STM2001,SL1344_1977,0,648,0,648
STM2005,SL1344_1979,1.3E-79,290,1.29E-79,290
STM2006,SL1344_1981,6.9E-162,564,7.16E-162,564
STM2007,SL1344_1982,0,1335,0,1342
STM2008,SL1344_1983,0,1326,0,1326
STM2009,SL1344_1986,0,1155,0,1155
STM2011,SL1344_1987,4.48E-73,267,4.44E-73,267
STM2013,SL1344_1990,0,1215,0,1215
STM2015,SL1344_1991,0,747,0,747
STM2016,SL1344_1992,0,837,0,837
STM2017,SL1344_1993,2.24E-171,595,2.22E-171,595
STM2018,SL1344_1994,2.92E-127,448,2.89E-127,448
STM2019,SL1344_1995,0,1216,0,1216
STM2020,SL1344_1996,0,645,0,645
STM2021,SL1344_1997,1.87E-154,539,1.85E-154,539
STM2022,SL1344_1998,4.59E-52,197,4.54E-52,197
STM2023,SL1344_1999,1.28E-168,586,1.27E-168,586
STM2024,SL1344_2000,1.81E-163,356,1.8E-163,356
STM2025,SL1344_2001,1.39E-180,626,1.38E-180,626
STM2026,SL1344_2002,6.77E-180,624,6.71E-180,624
STM2027,SL1344_2003,4.86E-161,561,4.81E-161,561
STM2028,SL1344_2004,0,826,0,826
STM2029,SL1344_2005,5.2E-173,601,5.15E-173,601
STM2030,SL1344_2006,2.91E-130,458,2.88E-130,458
STM2031,SL1344_2007,5.36E-141,494,5.31E-141,494
STM2032,SL1344_2008,0,747,0,747
STM2033,SL1344_2009,2.18E-129,456,2.16E-129,456
STM2034,SL1344_2010,0,713,0,713
STM2035,SL1344_2011,0,1026,0,1026
STM2036,SL1344_2012,5.39E-179,621,4.35E-179,621
STM2037,SL1344_2013,0,638,0,638
STM2038,SL1344_2014,3.98E-66,244,3.94E-66,244
STM2039,SL1344_2015,6.27E-152,531,6.21E-152,531
STM2040,SL1344_2016,0,1268,0,1268
STM2041,SL1344_2017,5.65E-144,504,5.6E-144,504
STM2042,SL1344_2018,1.88E-106,379,1.86E-106,379
STM2043,SL1344_2019,0,1402,0,1402
STM2044,SL1344_2020,1.1E-78,286,1.09E-78,286
STM2045,SL1344_2021,3.22E-64,237,3.19E-64,237
STM2046,SL1344_2022,2.95E-113,401,2.92E-113,401
STM2047,SL1344_2023,1.25E-142,500,1.06E-144,506
STM2048,SL1344_2024,1.48E-104,373,1.47E-104,373
STM2049,SL1344_2025,1.87E-45,111,1.85E-45,111
STM2050,SL1344_2026,0,806,0,806
STM2051,SL1344_2027,0,983,0,983
STM2052,SL1344_2028,0,819,0,819
STM2053,SL1344_2029,0,977,0,977
STM2054,SL1344_2030,3.49E-129,455,3.46E-129,455
STM2055,SL1344_2031,3.68E-81,294,3.64E-81,294
STM2056,SL1344_2032,2.51E-104,372,2.48E-104,372
STM2057,SL1344_2033,0,955,0,955
STM2058,SL1344_2034,0,714,0,714
STM2059,SL1344_2035,1.03E-70,259,1.02E-70,259
STM2060,SL1344_2036,0,833,0,833
STM2061,SL1344_2037,2.42E-111,395,2.39E-111,395
STM2062,SL1344_2038,0,930,0,930
STM2063,SL1344_2039,1.13E-174,606,1.12E-174,606
STM2064,SL1344_2040,1.95E-137,482,1.93E-137,482
STM2065,SL1344_2041,0,1754,0,1754
STM2066,SL1344_2043,0,1817,0,1817
STM2067,SL1344_2044,0,1160,0,1160
STM2068,SL1344_2045,0,1082,0,1082
STM2069,SL1344_2046,0,717,0,717
STM2070,SL1344_2047,0,661,0,661
STM2071,SL1344_2048,0,691,0,691
STM2072,SL1344_2049,0,992,0,992
STM2073,SL1344_2050,0,850,0,850
STM2074,SL1344_2051,0,826,0,826
STM2075,SL1344_2052,1.25E-135,476,1.24E-135,476
STM2076,SL1344_2053,2.05E-162,566,2.03E-162,566
STM2077,SL1344_2054,2.55E-180,625,2.53E-180,625
STM2078,SL1344_2055,5.43E-141,494,5.37E-141,494
STM2079,SL1344_2056,0,748,0,748
STM2080,SL1344_2057,0,901,0,901
STM2081,SL1344_2058,0,1114,0,1114
STM2082,SL1344_2059,0,1170,0,1170
STM2083,SL1344_2060,0,1116,0,1116
STM2084,SL1344_2061,0,1124,0,1124
STM2085,SL1344_2062,0,757,0,757
STM2086,SL1344_2063,0,848,0,848
STM2087,SL1344_2064,0,809,0,809
STM2088,SL1344_2065,0,937,0,937
STM2089,SL1344_2066,0,716,0,716
STM2090,SL1344_2067,0,961,0,961
STM2091,SL1344_2068,0,895,0,895
STM2092,SL1344_2069,0,655,0,655
STM2093,SL1344_2070,0,808,0,808
STM2094,SL1344_2071,2.96E-123,435,2.93E-123,435
STM2095,SL1344_2072,0,696,0,696
STM2096,SL1344_2073,0,733,0,733
STM2097,SL1344_2074,0,893,0,893
STM2098,SL1344_2075,0,726,0,726
STM2099,SL1344_2076,0,1111,0,1111
STM2100,SL1344_2077,0,955,0,955
STM2101,SL1344_2078,0,1030,0,1030
STM2102,SL1344_2079,0,1091,0,1123
STM2103,SL1344_2080,0,1033,0,1033
STM2104,SL1344_2081,0,1058,0,1058
STM2105,SL1344_2082,0,1089,0,1089
STM2106,SL1344_2083,0,967,0,964
STM2107,SL1344_2084,1.8E-63,235,3.35E-63,235
STM2108,SL1344_2085,0,773,0,773
STM2109,SL1344_2086,0,892,0,892
STM2110,SL1344_2087,2.17E-127,449,2.15E-127,449
STM2111,SL1344_2088,1.51E-174,606,1.5E-174,606
STM2112,SL1344_2089,0,791,0,791
STM2113,SL1344_2090,0,947,0,947
STM2114,SL1344_2091,1.86E-111,396,1.85E-111,396
STM2115,SL1344_2092,0,692,0,692
STM2116,SL1344_2093,0,1630,0,1630
STM2117,SL1344_2094,1.54E-106,379,1.53E-106,379
STM2118,SL1344_2095,0,834,0,834
STM2119,SL1344_2096,0,1050,0,1050
STM2120,SL1344_2097,0,1372,0,1372
STM2121,SL1344_2098,3.43E-132,465,3.39E-132,465
STM2122,SL1344_2099,2.6E-143,502,2.58E-143,502
STM2123,SL1344_2100,0,1903,0,1903
STM2124,SL1344_2101,0,670,0,670
STM2125,SL1344_2102,0,1059,0,1059
STM2126,SL1344_2103,0,957,0,957
STM2127,SL1344_2104,0,2038,0,2038
STM2128,SL1344_2105,0,2274,0,2274
STM2129,SL1344_2106,0,1093,0,1093
STM2130,SL1344_2107,0,1088,0,1088
STM2131,SL1344_2108,1.07E-150,527,1.06E-150,527
STM2133,SL1344_2109,0,721,0,721
STM2134,SL1344_2110,2.69E-149,469,2.66E-149,469
STM2135,SL1344_2111,0,1714,0,1714
STM2136,SL1344_2112,0,1062,0,1062
STM2137,SL1344_2113,0,813,0,813
STM2138,SL1344_2114,9.44E-90,323,9.35E-90,323
STM2139,SL1344_2115,6.5E-77,280,6.44E-77,280
STM2140,SL1344_2117,0,688,0,688
STM2141,SL1344_2118,0,795,0,795
STM2142,SL1344_2119,0,1037,0,1037
STM2143,SL1344_2120,0,796,0,796
STM2144,SL1344_2121,0,686,0,686
STM2145,SL1344_2122,3.35E-168,585,3.32E-168,585
STM2146,SL1344_2123,1.3E-171,596,1.28E-171,596
STM2147,SL1344_2124,1.81E-169,496,1.79E-169,496
STM2148,SL1344_2125,7.49E-72,263,7.41E-72,263
STM2149,SL1344_2126,0,796,0,796
STM2150,SL1344_2127,0,1987,0,1987
STM2151,SL1344_2128,1.61E-160,559,1.6E-160,559
STM2152,SL1344_2129,3.6E-114,405,3.57E-114,405
STM2153,SL1344_2130,2.47E-64,238,2.45E-64,238
STM2154,SL1344_2131,0,846,0,846
STM2155,SL1344_2132,0,1602,0,1602
STM2156,SL1344_2133,6.61E-104,370,6.55E-104,370
STM2156A,SL1344_2134,8.57E-117,413,8.48E-117,413
STM2157,SL1344_2135,1.92E-104,372,1.9E-104,372
STM2158,SL1344_2136,1.31E-159,407,1.3E-159,407
STM2159,SL1344_2137,0,1078,0,1078
STM2160,SL1344_2138,4.15E-171,594,4.14E-171,594
STM2161,SL1344_2139,2.76E-22,96.1,2.73E-22,96.1
STM2162,SL1344_2140,4.87E-137,481,4.87E-137,481
STM2163,SL1344_2141,0,762,0,762
STM2164,SL1344_2142,0,752,0,752
STM2165,SL1344_2143,0,687,0,687
STM2166,SL1344_2144,0,1754,0,1754
STM2167,SL1344_2145,0,1392,0,1392
STM2168,SL1344_2146,0,705,0,705
STM2169,SL1344_2147,1.34E-140,493,1.33E-140,493
STM2170,SL1344_2148,7.83E-126,444,7.75E-126,444
STM2171,SL1344_2149,8.89E-172,597,8.81E-172,597
STM2172,SL1344_2150,0,889,0,889
STM2174,SL1344_2151,0,743,0,743
STM2175,SL1344_2152,0,920,0,920
STM2176,SL1344_2153,1.09E-148,520,1.08E-148,520
STM2177,SL1344_2154,5.47E-167,581,5.41E-167,581
STM2178,SL1344_2155,0,816,0,816
STM2179,SL1344_2156,0,1087,0,1087
STM2180,SL1344_2157,0,566,0,566
STM2181,SL1344_2158,1.13E-92,333,1.12E-92,333
STM2182,SL1344_2159,1.02E-150,527,1.01E-150,527
STM2183,SL1344_2160,0,561,0,561
STM2184,SL1344_2161,4.81E-165,574,4.76E-165,574
STM2185,SL1344_2162,1.22E-54,205,1.21E-54,205
STM2186,SL1344_2163,0,986,0,986
STM2187,SL1344_2164,0,1006,0,1006
STM2188,SL1344_2165,0,585,0,585
STM2189,SL1344_2166,0,1225,0,1225
STM2190,SL1344_2167,0,787,0,787
STM2191,SL1344_2168,0,809,0,809
STM2192,SL1344_2169,0,771,0,771
STM2193,SL1344_2170,5.59E-152,531,5.53E-152,531
STM2194,SL1344_2171,0,712,0,712
STM2195,SL1344_2172,9.21E-83,300,9.26E-83,300
STM2196,SL1344_2173,0,1046,0,1046
STM2197,SL1344_2174,0,701,0,701
STM2198,SL1344_2175,0,1042,0,1042
STM2199,SL1344_2176,0,1604,0,1604
STM2200,SL1344_2177,0,1153,0,1153
STM2201,SL1344_2178,0,423,0,423
STM2202,SL1344_2179,0,709,0,709
STM2203,SL1344_2180,0,676,0,676
STM2204,SL1344_2181,0,987,0,987
STM2205,SL1344_2182,0,654,0,654
STM2206,SL1344_2183,0,621,0,621
STM2207,SL1344_2184,0,932,0,932
STM2208,SL1344_2185,3.76E-155,541,3.72E-155,541
STM2209,SL1344_2186,2.42E-23,99.6,2.4E-23,99.6
STM2211,SL1344_2188,2.89E-133,469,1.91E-133,469
STM2212,SL1344_2189,0,725,0,725
STM2213,SL1344_2190,4.83E-169,588,4.78E-169,588
STM2214,SL1344_2191,1.2E-127,450,1.19E-127,450
STM2215,SL1344_2192,0,1211,0,1211
STM2216,SL1344_2193,0,1465,0,1465
STM2217,SL1344_2194,0,818,0,818
STM2218,SL1344_2195,0,758,0,758
STM2219,SL1344_2196,0,1210,0,1210
STM2220,SL1344_2197,4.49E-76,277,4.45E-76,277
STM2221,SL1344_2198,0,977,0,977
STM2222,SL1344_2199,5.89E-160,557,5.83E-160,557
STM2223,SL1344_2200,0,1422,0,1422
