Node_1_oma_id,Node_1_gene_name,Node_1_old_locus_tag,Node_1_new_locus_tag,Node_1_new_kegg_id,Node_2_oma_id,Node_2_gene_name,Node_2_old_locus_tag,Node_2_new_locus_tag,Node_2_new_kegg_id,Node_1_orthology_group_id,Node_2_orthology_group_id,Int_source,Strain,Layer,MI-score,Interaction_detection_method
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS04288,SL1344_4321,SL1344_4321,SL1344_RS22525,sey:SL1344_4321,OMA04467,OMA03328,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS04288,SL1344_4321,SL1344_4321,SL1344_RS22525,sey:SL1344_4321,OMA05381,OMA03328,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03152,dsbI,SL1344_3167,SL1344_RS16515,-,OMA03453,OMA03335,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03152,dsbI,SL1344_3167,SL1344_RS16515,-,OMA03507,OMA03335,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00107,thiQ,SL1344_0106,SL1344_RS00535,sey:SL1344_0106,OMA05327,OMA03339,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04218,SL1344_4251,SL1344_4251,SL1344_RS22150,-,SALTS02187,rsuA,SL1344_2199,SL1344_RS11415,-,OMA02510,OMA03340,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03704,SL1344_3729,SL1344_3729,SL1344_RS19380,-,OMA03453,OMA03359,Exp(HT);Salm;collecTF,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS00905,SL1344_0913,SL1344_0913,SL1344_RS04745,-,OMA04394,OMA03365,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00835,ybjG,SL1344_0841,SL1344_RS04380,sey:SL1344_0841,OMA03453,OMA03366,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04281,ulaR,SL1344_4314,SL1344_RS22490,-,SALTS04286,ulaD,SL1344_4319,SL1344_RS22515,sey:SL1344_4319,OMA03046,OMA03374,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS04286,ulaD,SL1344_4319,SL1344_RS22515,sey:SL1344_4319,OMA03616,OMA03374,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS04286,ulaD,SL1344_4319,SL1344_RS22515,sey:SL1344_4319,OMA04467,OMA03374,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS04286,ulaD,SL1344_4319,SL1344_RS22515,sey:SL1344_4319,OMA05381,OMA03374,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03978,cpxR,SL1344_4008,SL1344_RS20865,-,SALTS03978,cpxR,SL1344_4008,SL1344_RS20865,-,OMA03384,OMA03384,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS01677,narI,SL1344_1689,SL1344_RS08790,sey:SL1344_1689,OMA02723,OMA03390,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01393,rstA,SL1344_1405,SL1344_RS07330,-,SALTS01677,narI,SL1344_1689,SL1344_RS08790,sey:SL1344_1689,OMA03205,OMA03390,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS01677,narI,SL1344_1689,SL1344_RS08790,sey:SL1344_1689,OMA03598,OMA03390,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS01677,narI,SL1344_1689,SL1344_RS08790,sey:SL1344_1689,OMA05327,OMA03390,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS04188,SL1344_4220,SL1344_4220,SL1344_RS21985,-,OMA04467,OMA03394,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02968,mutH,SL1344_2983,SL1344_RS15550,-,OMA04467,OMA03398,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS01104,flgD,SL1344_1113,SL1344_RS05795,-,OMA02167,OMA03403,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00119,cra,SL1344_0118,SL1344_RS00600,-,SALTS03035,SL1344_3050,SL1344_3050,SL1344_RS15905,-,OMA02001,OMA03413,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04483,robA,SL1344_4513,SL1344_RS23525,-,SALTS03146,SL1344_3161,SL1344_3161,SL1344_RS16480,-,OMA02426,OMA03420,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03146,SL1344_3161,SL1344_3161,SL1344_RS16480,-,OMA03453,OMA03420,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01437,marA,SL1344_1449,SL1344_RS07555,-,SALTS03146,SL1344_3161,SL1344_3161,SL1344_RS16480,-,OMA04516,OMA03420,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS03146,SL1344_3161,SL1344_3161,SL1344_RS16480,-,OMA05145,OMA03420,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS01631,ribA,SL1344_1643,SL1344_RS08550,sey:SL1344_1643,OMA05145,OMA03434,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02839,hilD,SL1344_2855,SL1344_RS14885,-,SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,OMA02238,OMA03453,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,OMA03453,OMA03453,Exp(HT);Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS04299,ytfE,SL1344_4332,SL1344_RS22580,-,OMA03598,OMA03456,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04267,nsrR,SL1344_4300,SL1344_RS22420,-,SALTS04299,ytfE,SL1344_4332,SL1344_RS22580,-,OMA04283,OMA03456,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00172,can,SL1344_0172,SL1344_RS00870,sey:SL1344_0172,OMA05327,OMA03466,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00096,rluA,SL1344_0096,SL1344_RS00485,-,OMA05327,OMA03469,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03151,SL1344_3166,SL1344_3166,SL1344_RS16510,-,OMA03453,OMA03470,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03151,SL1344_3166,SL1344_3166,SL1344_RS16510,-,OMA03507,OMA03470,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS00680,kdpE,SL1344_0684,SL1344_RS03550,-,OMA03453,OMA03471,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS00680,kdpE,SL1344_0684,SL1344_RS03550,-,OMA04394,OMA03471,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04145,zur,SL1344_4177,SL1344_RS21770,-,SALTS01186,zinT,SL1344_1198,SL1344_RS06270,-,OMA04129,OMA03482,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03890,metR,SL1344_3918,SL1344_RS20380,-,SALTS03183,SL1344_3199,SL1344_3199,SL1344_RS16675,-,OMA02167,OMA03498,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03978,cpxR,SL1344_4008,SL1344_RS20865,-,SALTS03183,SL1344_3199,SL1344_3199,SL1344_RS16675,-,OMA03384,OMA03498,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS03183,SL1344_3199,SL1344_3199,SL1344_RS16675,-,OMA03453,OMA03498,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS01608,pspA,SL1344_1620,SL1344_RS08435,-,OMA00842,OMA03503,collecTF,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03313,argR,SL1344_3332,SL1344_RS17355,-,SALTS00857,artM,SL1344_0864,SL1344_RS04490,sey:SL1344_0864,OMA04449,OMA03513,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS04308,msrA,SL1344_4341,SL1344_RS22625,sey:SL1344_4341,OMA05327,OMA03516,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS01864,uvrY,SL1344_1877,SL1344_RS09740,-,OMA04394,OMA03517,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS01093,grxB,SL1344_1102,SL1344_RS05740,sey:SL1344_1102,OMA04660,OMA03540,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS01196,SL1344_1208,SL1344_1208,SL1344_RS06320,-,OMA05381,OMA03553,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01800,SL1344_1814,SL1344_1814,SL1344_RS09405,-,OMA04467,OMA03561,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01393,rstA,SL1344_1405,SL1344_RS07330,-,SALTS00672,fldA,SL1344_0676,SL1344_RS03505,sey:SL1344_0676,OMA03205,OMA03574,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04018,metJ,SL1344_4048,SL1344_RS21060,-,SALTS00247,metI,SL1344_0247,SL1344_RS01245,sey:SL1344_0247,OMA05214,OMA03583,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS01651,ompW,SL1344_1663,SL1344_RS08655,-,OMA02723,OMA03585,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04495,arcA,SL1344_4525,SL1344_RS23585,-,SALTS01651,ompW,SL1344_1663,SL1344_RS08655,-,OMA03240,OMA03585,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS01651,ompW,SL1344_1663,SL1344_RS08655,-,OMA03598,OMA03585,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS01651,ompW,SL1344_1663,SL1344_RS08655,-,OMA03616,OMA03585,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS01651,ompW,SL1344_1663,SL1344_RS08655,-,OMA05145,OMA03585,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS04296,SL1344_4329,SL1344_4329,SL1344_RS22565,-,OMA04394,OMA03586,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS01135,lpoB,SL1344_1144,SL1344_RS05955,-,OMA04566,OMA03588,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS04161,siiA,SL1344_4193,SL1344_RS21850,-,OMA03507,OMA03605,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01351,purR,SL1344_1362,SL1344_RS07105,-,SALTS02451,purN,SL1344_2463,SL1344_RS12830,sey:SL1344_2463,OMA01871,OMA03608,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS02451,purN,SL1344_2463,SL1344_RS12830,sey:SL1344_2463,OMA02723,OMA03608,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,OMA04394,OMA03616,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03978,cpxR,SL1344_4008,SL1344_RS20865,-,SALTS03917,dsbA,SL1344_3945,SL1344_RS20540,-,OMA03384,OMA03624,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS02214,napC,SL1344_2225,SL1344_RS11585,sey:SL1344_2225,OMA02723,OMA03631,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00751,modE,SL1344_0756,SL1344_RS03945,-,SALTS02214,napC,SL1344_2225,SL1344_RS11585,sey:SL1344_2225,OMA02954,OMA03631,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS02214,napC,SL1344_2225,SL1344_RS11585,sey:SL1344_2225,OMA03598,OMA03631,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00566,SL1344_0569,SL1344_0569,SL1344_RS02935,-,SALTS03144,nudF,SL1344_3159,SL1344_RS16470,-,OMA05046,OMA03639,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS01898,rcsA,SL1344_1911,SL1344_RS09915,-,OMA05381,OMA03643,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04483,robA,SL1344_4513,SL1344_RS23525,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA02426,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA02723,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04495,arcA,SL1344_4525,SL1344_RS23585,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA03240,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA03616,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA04467,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04170,soxR,SL1344_4202,SL1344_RS21895,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA04486,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01437,marA,SL1344_1449,SL1344_RS07555,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA04516,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04169,soxS,SL1344_4201,SL1344_RS21890,-,SALTS03974,sodA,SL1344_4004,SL1344_RS20845,sey:SL1344_4004,OMA05145,OMA03650,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03486,gntR,SL1344_3509,SL1344_RS18265,-,SALTS01804,kdgA,SL1344_1818,SL1344_RS09425,sey:SL1344_1818,OMA01785,OMA03656,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00119,cra,SL1344_0118,SL1344_RS00600,-,SALTS01804,kdgA,SL1344_1818,SL1344_RS09425,sey:SL1344_1818,OMA02001,OMA03656,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01757,kdgR,SL1344_1771,SL1344_RS09200,-,SALTS01804,kdgA,SL1344_1818,SL1344_RS09425,sey:SL1344_1818,OMA02894,OMA03656,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS01413,dmsD,SL1344_1425,SL1344_RS07430,-,OMA02723,OMA03657,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS01413,dmsD,SL1344_1425,SL1344_RS07430,-,OMA03598,OMA03657,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00119,cra,SL1344_0118,SL1344_RS00600,-,SALTS00433,SL1344_0435,SL1344_0435,SL1344_RS02255,sey:SL1344_0435,OMA02001,OMA03661,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS00433,SL1344_0435,SL1344_0435,SL1344_RS02255,sey:SL1344_0435,OMA02723,OMA03661,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00152,pdhR,SL1344_0151,SL1344_RS00770,-,SALTS00433,SL1344_0435,SL1344_0435,SL1344_RS02255,sey:SL1344_0435,OMA03022,OMA03661,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04495,arcA,SL1344_4525,SL1344_RS23585,-,SALTS00433,SL1344_0435,SL1344_0435,SL1344_RS02255,sey:SL1344_0435,OMA03240,OMA03661,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS00433,SL1344_0435,SL1344_0435,SL1344_RS02255,sey:SL1344_0435,OMA03616,OMA03661,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00433,SL1344_0435,SL1344_0435,SL1344_RS02255,sey:SL1344_0435,OMA04467,OMA03661,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS00589,SL1344_0592,SL1344_0592,SL1344_RS03050,-,OMA04467,OMA03668,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00566,SL1344_0569,SL1344_0569,SL1344_RS02935,-,SALTS02890,SL1344_2905,SL1344_2905,SL1344_RS15140,-,OMA05046,OMA03671,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS03885,rhtC,SL1344_3913,SL1344_RS20355,sey:SL1344_3913,OMA03507,OMA03672,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00889,lrp,SL1344_0897,SL1344_RS04660,-,SALTS01193,leuE,SL1344_1205,SL1344_RS06305,-,OMA04295,OMA03673,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04495,arcA,SL1344_4525,SL1344_RS23585,-,SALTS03625,SL1344_3649,SL1344_3649,SL1344_RS18985,-,OMA03240,OMA03674,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS02823,flhA,SL1344_2839,SL1344_RS14805,-,SALTS02816,hycB,SL1344_2832,SL1344_RS14770,sey:SL1344_2832,OMA00257,OMA03678,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04267,nsrR,SL1344_4300,SL1344_RS22420,-,SALTS02816,hycB,SL1344_2832,SL1344_RS14770,sey:SL1344_2832,OMA04283,OMA03678,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS01045,SL1344_1054,SL1344_1054,SL1344_RS05480,-,OMA04467,OMA03679,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS01045,SL1344_1054,SL1344_1054,SL1344_RS05480,-,OMA04660,OMA03679,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01579,fnr,SL1344_1591,SL1344_RS08285,-,SALTS03758,ccmA,SL1344_3785,SL1344_RS19660,sey:SL1344_3785,OMA02723,OMA03692,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00751,modE,SL1344_0756,SL1344_RS03945,-,SALTS03758,ccmA,SL1344_3785,SL1344_RS19660,sey:SL1344_3785,OMA02954,OMA03692,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01683,narL,SL1344_1695,SL1344_RS08820,-,SALTS03758,ccmA,SL1344_3785,SL1344_RS19660,sey:SL1344_3785,OMA03598,OMA03692,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04142,lexA,SL1344_4174,SL1344_RS21750,-,SALTS01245,SL1344_1256,SL1344_1256,SL1344_RS06565,-,OMA03770,OMA03701,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS01749,mntP,SL1344_1763,SL1344_RS09160,-,OMA04394,OMA03704,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00141,coaE,SL1344_0140,SL1344_RS00715,sey:SL1344_0140,OMA05327,OMA03705,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04217,SL1344_4250,SL1344_4250,SL1344_RS22145,-,SALTS03161,SL1344_3176,SL1344_3176,SL1344_RS16560,-,OMA05381,OMA03714,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00120,mraZ,SL1344_0119,SL1344_RS00605,-,SALTS00111,leuD,SL1344_0110,SL1344_RS00560,sey:SL1344_0110,OMA04443,OMA03722,Exp(LT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS00111,leuD,SL1344_0110,SL1344_RS00560,sey:SL1344_0110,OMA05327,OMA03722,Exp(HT),Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01358,SL1344_1369,SL1344_1369,SL1344_RS07140,-,SALTS01358,SL1344_1369,SL1344_1369,SL1344_RS07140,-,OMA03729,OMA03729,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS02254,pmrG,SL1344_2265,SL1344_RS11785,-,OMA03507,OMA03736,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04218,SL1344_4251,SL1344_4251,SL1344_RS22150,-,SALTS02834,orgA,SL1344_2850,SL1344_RS14860,-,OMA02510,OMA03738,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01158,phoP,SL1344_1169,SL1344_RS06080,-,SALTS02834,orgA,SL1344_2850,SL1344_RS14860,-,OMA03453,OMA03738,Exp(HT);Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04196,pmrA,SL1344_4229,SL1344_RS22035,-,SALTS02834,orgA,SL1344_2850,SL1344_RS14860,-,OMA03507,OMA03738,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00671,fur,SL1344_0675,SL1344_RS03500,-,SALTS02834,orgA,SL1344_2850,SL1344_RS14860,-,OMA04467,OMA03738,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS03681,SL1344_3704,SL1344_3704,SL1344_RS19255,-,OMA04394,OMA03745,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00805,mntR,SL1344_0810,SL1344_RS04225,-,SALTS01453,hybD,SL1344_1465,SL1344_RS07635,-,OMA04394,OMA03753,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01365,slyA,SL1344_1376,SL1344_RS07175,-,SALTS01453,hybD,SL1344_1465,SL1344_RS07635,-,OMA04566,OMA03753,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS01633,cysB,SL1344_1645,SL1344_RS08565,-,SALTS02897,cysC,SL1344_2912,SL1344_RS15175,sey:SL1344_2912,OMA02098,OMA03755,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03273,rpoN,SL1344_3292,SL1344_RS17150,-,SALTS02807,hydN,SL1344_2823,SL1344_RS14725,-,OMA00842,OMA03758,collecTF,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03412,crp,SL1344_3433,SL1344_RS17890,-,SALTS04459,osmY,SL1344_4489,SL1344_RS23400,-,OMA03616,OMA03765,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00889,lrp,SL1344_0897,SL1344_RS04660,-,SALTS04459,osmY,SL1344_4489,SL1344_RS23400,-,OMA04295,OMA03765,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS04459,osmY,SL1344_4489,SL1344_RS23400,-,OMA05327,OMA03765,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS00489,cueR,SL1344_0492,SL1344_RS02540,-,SALTS01095,rimJ,SL1344_1104,SL1344_RS05750,-,OMA04660,OMA03769,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04142,lexA,SL1344_4174,SL1344_RS21750,-,SALTS04142,lexA,SL1344_4174,SL1344_RS21750,-,OMA03770,OMA03770,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04142,lexA,SL1344_4174,SL1344_RS21750,-,SALTS01815,ruvA,SL1344_1829,SL1344_RS09480,-,OMA03770,OMA03772,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS04267,nsrR,SL1344_4300,SL1344_RS22420,-,SALTS01526,tehB,SL1344_1538,SL1344_RS08015,-,OMA04283,OMA03778,RegulonDB,Salmonella_typhimurium_SL1344,Regulatory,-,-
SALTS03338,fis,SL1344_3358,SL1344_RS17485,-,SALTS01526,tehB,SL1344_1538,SL1344_RS08015,-,OMA05327,OMA03778,Salm,Salmonella_typhimurium_SL1344,Regulatory,-,-
