# file_a	file_b
# a	b	evalue_ab	bitscore_ab	evalue_ba	bitscore_ba
# FN424405.1.fasta	SL1344_combined.fasta
# 0	1524	0	1524
STMMW_34601	SL1344_3436	0.0	1042	0.0	1042
STMMW_34611	SL1344_3437	0.0	1114	0.0	1114
STMMW_34621	SL1344_3438	1.22e-85	311	1.16e-85	311
STMMW_34631	SL1344_3439	0.0	1059	0.0	1059
STMMW_34641	SL1344_3440	0.0	2183	0.0	2183
STMMW_34651	SL1344_3441	0.0	4698	0.0	4698
STMMW_34661	SL1344_3442	1.03e-173	604	9.79e-174	604
STMMW_34671	SL1344_3443	0.0	1496	0.0	1496
STMMW_34681	SL1344_3444	0.0	2538	0.0	2538
STMMW_34691	SL1344_3445	0.0	10024	0.0	10024
STMMW_34701	SL1344_0885	0.0	848	0.0	848
STMMW_34701	SL1344_1746	0.0	848	0.0	848
STMMW_34701	SL1344_2434	0.0	848	0.0	848
STMMW_34701	SL1344_3267	0.0	848	0.0	848
STMMW_34701	SL1344_3446	0.0	848	0.0	848
STMMW_34711	SL1344_3448	0.0	1857	0.0	1857
STMMW_34721	SL1344_3449	0.0	1402	0.0	1402
STMMW_34731	SL1344_3450	0.0	1253	0.0	1253
STMMW_34741	SL1344_3451	0.0	1541	0.0	1541
STMMW_34751	SL1344_3452	0.0	2361	0.0	2361
STMMW_34761	SL1344_3453	0.0	2012	0.0	2012
STMMW_34771	SL1344_3454	0.0	965	0.0	965
STMMW_34781	SL1344_3455	0.0	2289	0.0	2289
STMMW_34791	SL1344_3456	0.0	743	0.0	743
STMMW_34801	SL1344_3457	0.0	876	0.0	876
STMMW_34811	SL1344_3458	0.0	998	0.0	998
STMMW_34821	SL1344_3459	0.0	1441	0.0	1441
STMMW_34831	SL1344_3460	0.0	4754	0.0	4754
STMMW_34841	SL1344_3461	0.0	1042	0.0	1042
STMMW_34851	SL1344_3462	0.0	3690	0.0	3690
STMMW_34861	SL1344_3463	0.0	1236	0.0	1236
STMMW_34871	SL1344_3464	0.0	743	0.0	743
STMMW_34881	SL1344_3465	0.0	1629	0.0	1629
STMMW_34891	SL1344_3466	0.0	3158	0.0	3158
STMMW_34901	SL1344_3467	0.0	2992	0.0	2992
STMMW_34911	SL1344_3468	0.0	2283	0.0	2283
STMMW_34921	SL1344_3469	0.0	1330	0.0	1330
STMMW_34931	SL1344_3470	0.0	876	0.0	876
STMMW_34941	SL1344_3471	0.0	4300	0.0	4300
STMMW_34951	SL1344_3472	7.53e-119	422	7.16e-119	422
STMMW_34961	SL1344_3473	0.0	4283	0.0	4283
STMMW_34971	SL1344_3474	7.80e-124	438	7.42e-124	438
STMMW_34981	SL1344_3475	0.0	1690	0.0	1690
STMMW_34991	SL1344_3476	0.0	1424	0.0	1424
STMMW_35001	SL1344_3477	0.0	1264	0.0	1264
STMMW_35011	SL1344_3478	0.0	1064	0.0	1064
STMMW_35021	SL1344_3479	0.0	2344	0.0	2344
STMMW_35031	SL1344_3480	0.0	3840	0.0	3840
STMMW_35041	SL1344_3481	0.0	4416	0.0	4416
STMMW_35051	SL1344_3482	0.0	4998	0.0	4998
STMMW_35061	SL1344_3483	1.92e-145	510	1.83e-145	510
STMMW_35071	SL1344_3484	3.95e-137	483	3.75e-137	483
STMMW_35081	SL1344_3485	0.0	1884	0.0	1884
STMMW_35091	SL1344_3486	0.0	2250	0.0	2250
STMMW_35101	SL1344_3487	0.0	2870	0.0	2870
STMMW_35111	SL1344_3488	0.0	2926	0.0	2926
STMMW_35121	SL1344_3489	0.0	1395	0.0	1395
STMMW_35131	SL1344_3491	0.0	1535	0.0	1535
STMMW_35141	SL1344_3492	1.03e-173	604	9.79e-174	604
STMMW_35151	SL1344_3493	0.0	2787	0.0	2787
STMMW_35161	SL1344_3494	0.0	1009	0.0	1009
STMMW_35171	SL1344_3495	0.0	2699	0.0	2699
STMMW_35181	SL1344_3496	0.0	2050	0.0	2050
STMMW_35191	SL1344_3497	0.0	2466	0.0	2466
STMMW_35201	SL1344_3498	0.0	3169	0.0	3169
STMMW_35211	SL1344_3499	0.0	1674	0.0	1674
STMMW_35221	SL1344_3500	0.0	1397	0.0	1397
STMMW_35231	SL1344_3501	0.0	4521	0.0	4521
STMMW_35241	SL1344_3502	0.0	2649	0.0	2649
STMMW_35251	SL1344_3503	0.0	2394	0.0	2394
STMMW_35261	SL1344_3504	0.0	3646	0.0	3646
STMMW_35271	SL1344_3505	0.0	4039	0.0	4039
STMMW_35281	SL1344_3506	0.0	2045	0.0	2045
STMMW_35301	SL1344_3507	0.0	2466	0.0	2466
STMMW_35311	SL1344_3508	0.0	987	0.0	987
STMMW_35321	SL1344_3509	0.0	1840	0.0	1840
STMMW_35331	SL1344_3510	0.0	1286	0.0	1286
STMMW_35341	SL1344_3511	0.0	1917	0.0	1917
STMMW_35351	SL1344_3512	0.0	898	0.0	898
STMMW_35361	SL1344_3513	0.0	1751	0.0	1751
STMMW_35371	SL1344_3514	0.0	1408	0.0	1408
STMMW_35381	SL1344_3515	0.0	1796	0.0	1796
STMMW_35391	SL1344_3516	0.0	1912	0.0	1912
STMMW_35401	SL1344_3517	0.0	3219	0.0	3219
STMMW_35411	SL1344_3518	0.0	771	0.0	771
STMMW_35421	SL1344_3519	0.0	1363	0.0	1363
STMMW_35431	SL1344_3520	0.0	1978	0.0	1978
STMMW_35441	SL1344_3521	0.0	1563	0.0	1563
STMMW_35451	SL1344_3522	0.0	1640	0.0	1640
STMMW_35461	SL1344_3523	0.0	2388	0.0	2388
STMMW_35471	SL1344_3524	0.0	682	0.0	682
STMMW_35481	SL1344_3525	7.53e-119	422	7.16e-119	422
STMMW_35491	SL1344_3526	0.0	1319	0.0	1319
STMMW_35501	SL1344_3527	0.0	1419	0.0	1419
STMMW_35511	SL1344_3528	0.0	2361	0.0	2361
STMMW_35521	SL1344_3529	0.0	1712	0.0	1712
STMMW_35531	SL1344_3530	0.0	2045	0.0	2045
STMMW_35541	SL1344_3531	0.0	710	0.0	710
STMMW_35561	SL1344_3532	0.0	2028	0.0	2028
STMMW_35571	SL1344_3533	0.0	1580	0.0	1580
STMMW_35581	SL1344_3534	0.0	1951	0.0	1951
STMMW_35591	SL1344_3535	0.0	1236	0.0	1236
STMMW_35601	SL1344_3536	0.0	2726	0.0	2726
STMMW_35611	SL1344_3537	0.0	1103	0.0	1103
STMMW_35621	SL1344_3538	8.85e-144	505	8.41e-144	505
STMMW_35631	SL1344_3539	5.86e-127	449	3.52e-127	449
STMMW_35641	SL1344_3540	0.0	1158	0.0	1158
STMMW_35651	SL1344_3541	0.0	4061	0.0	4061
STMMW_35661	SL1344_3542	0.0	3037	0.0	3037
STMMW_35671	SL1344_3543	8.07e-129	455	7.67e-129	455
STMMW_35681	SL1344_3544	0.0	1230	0.0	1230
STMMW_35691	SL1344_3545	0.0	1031	0.0	1031
STMMW_35701	SL1344_3546	0.0	2211	0.0	2211
STMMW_35711	SL1344_3547	0.0	1940	0.0	1940
STMMW_35721	SL1344_3548	0.0	1070	0.0	1070
STMMW_35731	SL1344_3549	0.0	743	0.0	743
STMMW_35741	SL1344_3550	0.0	2078	0.0	2078
STMMW_35751	SL1344_3551	0.0	4970	0.0	4970
STMMW_35761	SL1344_3552	0.0	1973	0.0	1973
STMMW_35771	SL1344_3553	0.0	2206	0.0	2206
STMMW_35781	SL1344_3554	0.0	2538	0.0	2538
STMMW_35791	SL1344_3555	1.05e-178	621	1.00e-178	621
STMMW_35801	SL1344_3556	0.0	804	0.0	804
STMMW_35811	SL1344_3557	0.0	2715	0.0	2715
STMMW_35821	SL1344_3558	0.0	1402	0.0	1402
STMMW_35831	SL1344_3559	0.0	3768	0.0	3768
STMMW_35841	SL1344_3560	0.0	2285	0.0	2285
STMMW_35851	SL1344_3561	0.0	1557	0.0	1557
STMMW_35861	SL1344_3562	0.0	2499	0.0	2499
STMMW_35871	SL1344_3563	0.0	1929	0.0	1929
STMMW_35881	SL1344_3564	0.0	2433	0.0	2433
STMMW_35891	SL1344_3565	0.0	1563	0.0	1563
STMMW_35901	SL1344_3566	0.0	1807	0.0	1807
STMMW_35911	SL1344_3567	0.0	1330	0.0	1330
STMMW_35921	SL1344_3568	0.0	3048	0.0	3048
STMMW_35931	SL1344_3569	0.0	2937	0.0	2937
STMMW_35941	SL1344_3570	0.0	660	0.0	660
STMMW_35951	SL1344_3571	0.0	1114	0.0	1114
STMMW_35961	SL1344_3572	0.0	1663	0.0	1663
STMMW_35971	SL1344_3573	0.0	1901	0.0	1901
STMMW_35981	SL1344_3574	0.0	2444	0.0	2444
STMMW_35991	SL1344_3575	0.0	3807	0.0	3807
STMMW_36001	SL1344_3576	0.0	1419	0.0	1419
STMMW_36011	SL1344_3577	0.0	1718	0.0	1718
STMMW_36021	SL1344_3578	0.0	2748	0.0	2748
STMMW_36031	SL1344_3579	0.0	2377	0.0	2377
STMMW_36041	SL1344_3580	0.0	3546	0.0	3546
STMMW_36051	SL1344_3581	0.0	6538	0.0	6538
STMMW_36061	SL1344_3582	0.0	2045	0.0	2045
STMMW_36071	SL1344_3583	0.0	3557	0.0	3557
STMMW_36081	SL1344_3584	0.0	4848	0.0	4848
STMMW_36091	SL1344_3585	0.0	1391	0.0	1391
STMMW_36101	SL1344_3586	1.46e-105	377	1.39e-105	377
STMMW_36111	SL1344_3587	0.0	2904	0.0	2904
STMMW_36121	SL1344_3588	6.40e-99	355	6.12e-99	355
STMMW_36131	SL1344_3589	0.0	3083	0.0	3083
STMMW_36131A	SL1344_3590	6.40e-130	459	6.06e-130	459
STMMW_36161	SL1344_3591	0.0	2394	0.0	2394
STMMW_36171	SL1344_3592	0.0	1873	0.0	1873
STMMW_36181	SL1344_3593	0.0	1818	0.0	1818
STMMW_36191	SL1344_3594	0.0	1668	0.0	1668
STMMW_36201	SL1344_3595	0.0	1884	0.0	1884
STMMW_36211	SL1344_3596	0.0	2876	0.0	2876
STMMW_36221	SL1344_3597	0.0	2449	0.0	2449
STMMW_36231	SL1344_3598	0.0	2078	0.0	2078
STMMW_36241	SL1344_3599	0.0	1862	0.0	1862
STMMW_36251	SL1344_3600	0.0	3125	0.0	3125
STMMW_36261	SL1344_3601	0.0	976	0.0	976
STMMW_36271	SL1344_3602	0.0	1938	0.0	1938
STMMW_36281	SL1344_3604	0.0	4671	0.0	4671
STMMW_36291	SL1344_3605	0.0	1291	0.0	1291
STMMW_36301	SL1344_3606	0.0	992	0.0	992
STMMW_36311	SL1344_3607	0.0	1303	0.0	1303
STMMW_36321	SL1344_3608	0.0	1075	0.0	1075
STMMW_36331	SL1344_3609	0.0	815	0.0	815
STMMW_36341	SL1344_3610	0.0	4311	0.0	4311
STMMW_36351	SL1344_3611	0.0	1164	0.0	1164
STMMW_36361	SL1344_3612	0.0	1801	0.0	1801
STMMW_36371	SL1344_3613	0.0	1314	0.0	1314
STMMW_36381	SL1344_3614	9.34e-154	538	8.89e-154	538
STMMW_36391	SL1344_3615	7.13e-104	372	6.36e-104	372
STMMW_36401	SL1344_3616	0.0	771	0.0	771
STMMW_36411	SL1344_3617	0.0	898	0.0	898
STMMW_36421	SL1344_3618	4.30e-152	532	4.09e-152	532
STMMW_36431	SL1344_3619	0.0	865	0.0	865
STMMW_36441	SL1344_3620	0.0	3823	0.0	3823
STMMW_36451	SL1344_3621	0.0	1685	0.0	1685
STMMW_36461	SL1344_3622	9.69e-159	555	9.21e-159	555
STMMW_36471	SL1344_3623	0.0	1840	0.0	1840
STMMW_36481	SL1344_3625	0.0	2687	0.0	2687
STMMW_36491	SL1344_3626	0.0	2444	0.0	2444
STMMW_36501	SL1344_3627	0.0	2172	0.0	2172
STMMW_36511	SL1344_3628	0.0	1524	0.0	1524
STMMW_36521	SL1344_3629	0.0	3746	0.0	3746
STMMW_36531	SL1344_3630	0.0	2311	0.0	2311
STMMW_36541	SL1344_3631	0.0	876	0.0	876
STMMW_36551	SL1344_3632	0.0	1480	0.0	1480
STMMW_36561	SL1344_3633	0.0	1845	0.0	1845
STMMW_36571	SL1344_3634	0.0	859	0.0	859
STMMW_36581	SL1344_3635	0.0	1724	0.0	1724
STMMW_36591	SL1344_3636	0.0	876	0.0	876
STMMW_36601	SL1344_3637	0.0	2361	0.0	2361
STMMW_36611	SL1344_3638	0.0	1823	0.0	1823
STMMW_36621	SL1344_3639	0.0	2760	0.0	2760
STMMW_36631	SL1344_3640	0.0	1225	0.0	1225
STMMW_36641	SL1344_3641	0.0	1591	0.0	1591
STMMW_36651	SL1344_3642	0.0	1242	0.0	1242
STMMW_36661	SL1344_3643	0.0	1502	0.0	1502
STMMW_36671	SL1344_3644	0.0	3613	0.0	3613
STMMW_36681	SL1344_3645	0.0	2843	0.0	2843
STMMW_36691	SL1344_3646	0.0	1629	0.0	1629
STMMW_36701	SL1344_3647	0.0	3413	0.0	3413
STMMW_36711	SL1344_3648	0.0	2566	0.0	2566
STMMW_36721	SL1344_3649	0.0	1125	0.0	1125
STMMW_36731	SL1344_3650	0.0	3541	0.0	3541
STMMW_36741	SL1344_3651	0.0	2122	0.0	2122
STMMW_36751	SL1344_3652	0.0	1092	0.0	1092
STMMW_36761	SL1344_3653	6.97e-109	388	6.63e-109	388
STMMW_36771	SL1344_3654	0.0	671	0.0	671
STMMW_36781	SL1344_3655	0.0	1264	0.0	1264
STMMW_36791	SL1344_3656	0.0	8100	0.0	8100
STMMW_36801	SL1344_3657	0.0	3059	0.0	3059
STMMW_36811	SL1344_3658	0.0	1435	0.0	1435
STMMW_36821	SL1344_3659	0.0	2200	0.0	2200
STMMW_36831	SL1344_3660	0.0	876	0.0	876
STMMW_36841	SL1344_3661	0.0	1857	0.0	1857
STMMW_36851	SL1344_3662	0.0	2211	0.0	2211
STMMW_36861	SL1344_3663	0.0	2167	0.0	2167
STMMW_36871	SL1344_3665	0.0	1519	0.0	1519
STMMW_36881	SL1344_3666	0.0	1884	0.0	1884
STMMW_36891	SL1344_3667	0.0	865	0.0	865
STMMW_36901	SL1344_3668	3.83e-132	466	3.64e-132	466
STMMW_36911	SL1344_3669	0.0	798	0.0	798
STMMW_36921	SL1344_3670	0.0	2848	0.0	2848
STMMW_36931	SL1344_3671	0.0	2372	0.0	2372
STMMW_36941	SL1344_3672	0.0	1779	0.0	1779
STMMW_36951	SL1344_3673	0.0	1906	0.0	1906
STMMW_36961	SL1344_3673A	6.61e-46	178	8.27e-46	178
STMMW_36971	SL1344_3674	0.0	1895	0.0	1895
STMMW_36981	SL1344_3675	0.0	2211	0.0	2211
STMMW_36991	SL1344_3676	0.0	1724	0.0	1724
STMMW_37001	SL1344_3677	0.0	1929	0.0	1929
STMMW_37011	SL1344_3678	0.0	1762	0.0	1762
STMMW_37021	SL1344_3679	0.0	2244	0.0	2244
STMMW_37031	SL1344_3680	0.0	1596	0.0	1596
STMMW_37041	SL1344_3681	0.0	1496	0.0	1496
STMMW_37051	SL1344_3682	0.0	1026	0.0	1026
STMMW_37061	SL1344_3683	0.0	1868	0.0	1868
STMMW_37071	SL1344_3684	0.0	1873	0.0	1873
STMMW_37081	SL1344_3685	0.0	1995	0.0	1995
STMMW_37091	SL1344_3686	3.58e-122	433	3.40e-122	433
STMMW_37101	SL1344_3687	0.0	1474	0.0	1474
STMMW_37111	SL1344_3688	0.0	2078	0.0	2078
STMMW_37121	SL1344_3689	0.0	1912	0.0	1912
STMMW_37131	SL1344_3690	0.0	2239	0.0	2239
STMMW_37141	SL1344_3691	0.0	887	0.0	887
STMMW_37151	SL1344_3692	0.0	1496	0.0	1496
STMMW_37161	SL1344_3693	1.22e-85	311	1.16e-85	311
STMMW_37171	SL1344_3694	7.80e-124	438	7.42e-124	438
STMMW_37181	SL1344_3695	0.0	1225	0.0	1225
STMMW_37191	SL1344_3696	0.0	2261	0.0	2261
STMMW_37201	SL1344_3697	0.0	843	0.0	843
STMMW_37211	SL1344_3698	0.0	1103	0.0	1103
STMMW_37221	SL1344_3699	0.0	1181	0.0	1181
STMMW_37231	SL1344_3700	0.0	1325	0.0	1325
STMMW_37241	SL1344_3701	0.0	1591	0.0	1591
STMMW_37251	SL1344_3702	0.0	1585	0.0	1585
STMMW_37261	SL1344_3703	0.0	1629	0.0	1629
STMMW_37271	SL1344_3704	0.0	1142	0.0	1142
STMMW_37281	SL1344_3705	0.0	3114	0.0	3114
STMMW_37291	SL1344_3706	0.0	1153	0.0	1153
STMMW_37301	SL1344_3707	1.92e-145	510	1.83e-145	510
STMMW_37311	SL1344_3708	0.0	3901	0.0	3901
STMMW_37321	SL1344_3709	0.0	1275	0.0	1275
STMMW_37331	SL1344_3710	0.0	3845	0.0	3845
STMMW_37341	SL1344_3711	0.0	1554	0.0	1554
STMMW_37351	SL1344_3712	0.0	2228	0.0	2228
STMMW_37361	SL1344_3713	0.0	2566	0.0	2566
STMMW_37371	SL1344_3714	0.0	3158	0.0	3158
STMMW_37381	SL1344_3715	0.0	4283	0.0	4283
STMMW_37391	SL1344_3716	0.0	2555	0.0	2555
STMMW_37401	SL1344_3717	0.0	638	0.0	638
STMMW_37411	SL1344_3718	0.0	2835	0.0	2835
STMMW_37431	SL1344_3720	0.0	1912	0.0	1912
STMMW_37451	SL1344_3722	0.0	1142	0.0	1142
STMMW_37461	SL1344_3723	0.0	5297	0.0	5297
STMMW_37471	SL1344_3724	0.0	671	0.0	671
STMMW_37481	SL1344_3725	0.0	1458	0.0	1458
STMMW_37501	SL1344_3726	0.0	1258	0.0	1258
STMMW_37511	SL1344_3727	0.0	887	0.0	887
STMMW_37521	SL1344_3728	0.0	5031	0.0	5031
STMMW_37531	SL1344_3729	0.0	1286	0.0	1286
STMMW_37531	ncRNA0001	0.0	1286	0.0	1286
STMMW_37541	SL1344_3730	0.0	1668	0.0	1668
STMMW_37551	SL1344_3731	0.0	1740	0.0	1740
STMMW_37561	SL1344_3732	0.0	1375	0.0	1375
STMMW_37571	SL1344_3733	0.0	2039	0.0	2039
STMMW_37581	SL1344_3734	0.0	1585	0.0	1585
STMMW_37591	SL1344_3735	0.0	1380	0.0	1380
STMMW_37601	SL1344_3736	0.0	898	0.0	898
STMMW_37611	SL1344_3737	0.0	787	0.0	787
STMMW_37621	SL1344_3738	0.0	5164	0.0	5164
STMMW_37631	SL1344_3739	2.03e-155	544	1.93e-155	544
STMMW_37641	SL1344_3740	0.0	2555	0.0	2555
STMMW_37651	SL1344_3741	0.0	2198	0.0	2198
STMMW_37661	SL1344_3743	0.0	665	0.0	665
STMMW_37671	SL1344_3744	4.74e-172	599	4.51e-172	599
STMMW_37681	SL1344_3745	4.07e-142	499	3.87e-142	499
STMMW_37691	SL1344_3746	0.0	1591	0.0	1591
STMMW_37701	SL1344_3747	0.0	2743	0.0	2743
STMMW_37711	SL1344_3748	0.0	2494	0.0	2494
STMMW_37721	SL1344_3749	4.30e-152	532	4.09e-152	532
STMMW_37731	SL1344_3750	0.0	876	0.0	876
STMMW_37741	SL1344_3751	0.0	1375	0.0	1375
STMMW_37751	SL1344_3752	0.0	837	0.0	837
STMMW_37761	SL1344_3753	0.0	2566	0.0	2566
STMMW_37771	SL1344_3754	0.0	2444	0.0	2444
STMMW_37781	SL1344_3755	0.0	2776	0.0	2776
STMMW_37791	SL1344_3756	0.0	1092	0.0	1092
STMMW_37801	SL1344_3757	0.0	1873	0.0	1873
STMMW_37811	SL1344_3758	0.0	2433	0.0	2433
STMMW_37821	SL1344_3759	0.0	1701	0.0	1701
STMMW_37831	SL1344_3760	0.0	1452	0.0	1452
STMMW_37841	SL1344_3761	9.34e-154	538	8.89e-154	538
STMMW_37851	SL1344_3762	0.0	3120	0.0	3120
STMMW_37852	SL1344_3763	1.48e-47	183	1.40e-47	183
STMMW_37881	SL1344_3765	0.0	1450	0.0	1450
STMMW_37891	SL1344_3766	0.0	2006	0.0	2006
STMMW_37901	SL1344_3767	0.0	2006	0.0	2006
STMMW_37911	SL1344_3768	0.0	1707	0.0	1707
STMMW_37921	SL1344_3769	0.0	2471	0.0	2471
STMMW_37931	SL1344_3770	0.0	2438	0.0	2438
STMMW_37941	SL1344_3771	0.0	981	0.0	981
STMMW_37951	SL1344_3772	0.0	671	0.0	671
STMMW_37961	SL1344_3773	0.0	643	0.0	643
STMMW_37971	SL1344_3774	0.0	3064	0.0	3064
STMMW_37981	SL1344_3775	0.0	793	0.0	793
STMMW_37991	SL1344_3776	0.0	765	0.0	765
STMMW_38001	SL1344_3777	1.05e-178	621	1.00e-178	621
STMMW_38011	SL1344_3778	0.0	2255	0.0	2255
STMMW_38021	SL1344_3779	0.0	1912	0.0	1912
STMMW_38031	SL1344_2224	0.0	1142	0.0	1142
STMMW_38031	SL1344_3785	0.0	1142	0.0	1142
STMMW_38041	SL1344_3786	0.0	2588	0.0	2588
STMMW_38051	SL1344_3787	0.0	1170	0.0	1170
STMMW_38061	SL1344_3788	0.0	4715	0.0	4715
STMMW_38071	SL1344_3789	0.0	2189	0.0	2189
STMMW_38081	SL1344_3790	0.0	1280	0.0	1280
STMMW_38091	SL1344_3791	0.0	1923	0.0	1923
STMMW_38101	SL1344_3792	0.0	5053	0.0	5053
STMMW_38111	SL1344_3793	0.0	2471	0.0	2471
STMMW_38121	SL1344_3794	0.0	2122	0.0	2122
STMMW_38131	SL1344_3795	0.0	1142	0.0	1142
STMMW_38141	SL1344_3796	0.0	1624	0.0	1624
STMMW_38151	SL1344_3797	0.0	1275	0.0	1275
STMMW_38161	SL1344_3798	0.0	1563	0.0	1563
STMMW_38171	SL1344_3799	0.0	2333	0.0	2333
STMMW_38181	SL1344_3800	0.0	2206	0.0	2206
STMMW_38191	SL1344_3801	0.0	1657	0.0	1657
STMMW_38201	SL1344_3802	0.0	4460	0.0	4460
STMMW_38211	SL1344_3803	0.0	1984	0.0	1984
STMMW_38221	SL1344_3804	0.0	2034	0.0	2034
STMMW_38231	SL1344_3805	0.0	2577	0.0	2577
STMMW_38241	SL1344_3806	1.02e-70	261	9.66e-71	261
STMMW_38251	SL1344_3807	0.0	665	0.0	665
STMMW_38261	SL1344_3808	1.81e-135	477	1.72e-135	477
STMMW_38271	SL1344_3809	0.0	3042	0.0	3042
STMMW_38281	SL1344_3810	0.0	2521	0.0	2521
STMMW_38291	SL1344_3811	0.0	2217	0.0	2217
STMMW_38301	SL1344_3812	0.0	1779	0.0	1779
STMMW_38311	SL1344_3813	0.0	1596	0.0	1596
STMMW_38321	SL1344_3814	0.0	2194	0.0	2194
STMMW_38331	SL1344_3815	0.0	1773	0.0	1773
STMMW_38341	SL1344_3816	0.0	1397	0.0	1397
STMMW_38351	SL1344_3817	0.0	1081	0.0	1081
STMMW_38361	SL1344_3818	0.0	2471	0.0	2471
STMMW_38371	SL1344_3819	0.0	1230	0.0	1230
STMMW_38381	SL1344_3820	0.0	1341	0.0	1341
STMMW_38391	SL1344_3821	0.0	1430	0.0	1430
STMMW_38401	SL1344_3822	0.0	1640	0.0	1640
STMMW_38411	SL1344_3823	0.0	1773	0.0	1773
STMMW_38421	SL1344_3824	0.0	1923	0.0	1923
STMMW_38431	SL1344_3825	0.0	2538	0.0	2538
STMMW_38441	SL1344_3826	0.0	1513	0.0	1513
STMMW_38451	SL1344_3827	0.0	3247	0.0	3247
STMMW_38461	SL1344_3828	0.0	3380	0.0	3380
STMMW_38471	SL1344_3829	0.0	2532	0.0	2532
STMMW_38481	SL1344_3830	0.0	1291	0.0	1291
STMMW_38491	SL1344_3831	0.0	776	0.0	776
STMMW_38501	SL1344_3832	0.0	2555	0.0	2555
STMMW_38511	SL1344_3833	0.0	1596	0.0	1596
STMMW_38521	SL1344_3834	0.0	2843	0.0	2843
STMMW_38531	SL1344_3835	0.0	987	0.0	987
STMMW_38541	SL1344_3836	0.0	865	0.0	865
STMMW_38551	SL1344_3838	0.0	1507	0.0	1507
STMMW_38561	SL1344_3839	0.0	704	0.0	704
STMMW_38571	SL1344_3840	0.0	1153	0.0	1153
STMMW_38581	SL1344_3841	0.0	3491	0.0	3491
STMMW_38591	SL1344_3842	0.0	821	0.0	821
STMMW_38601	SL1344_3843	0.0	848	0.0	848
STMMW_38611	SL1344_3844	0.0	1834	0.0	1834
STMMW_38621	SL1344_3845	0.0	2588	0.0	2588
STMMW_38631	SL1344_3846	0.0	2765	0.0	2765
STMMW_38641	SL1344_3847	0.0	3452	0.0	3452
STMMW_38651	SL1344_3848	0.0	776	0.0	776
STMMW_38661	SL1344_3849	0.0	2782	0.0	2782
STMMW_38671	SL1344_3850	0.0	1784	0.0	1784
STMMW_38681	SL1344_3851	0.0	1646	0.0	1646
STMMW_38691	SL1344_3852	0.0	1718	0.0	1718
STMMW_38701	SL1344_3853	0.0	1845	0.0	1845
STMMW_38711	SL1344_3854	0.0	2606	0.0	2606
STMMW_38721	SL1344_3857	0.0	1303	0.0	1303
STMMW_38731	SL1344_3858	0.0	1568	0.0	1568
STMMW_38741	SL1344_3859	2.28e-180	627	2.17e-180	627
STMMW_38751	SL1344_3860	0.0	2804	0.0	2804
STMMW_38761	SL1344_3861	0.0	3042	0.0	3042
STMMW_38771	SL1344_3862	3.95e-137	483	3.75e-137	483
STMMW_38781	SL1344_3863	0.0	1718	0.0	1718
STMMW_38791	SL1344_3864	0.0	3413	0.0	3413
STMMW_38801	SL1344_3865	0.0	2854	0.0	2854
STMMW_38811	SL1344_3866	1.01e-168	588	9.57e-169	588
STMMW_38821	SL1344_3867	0.0	632	0.0	632
STMMW_38831	SL1344_3868	0.0	1640	0.0	1640
STMMW_38841	SL1344_3869	0.0	2726	0.0	2726
STMMW_38851	SL1344_3870	9.10e-149	521	8.65e-149	521
STMMW_38861	SL1344_3870A	4.52e-162	566	4.30e-162	566
STMMW_38871	SL1344_3871	3.63e-54	206	3.45e-54	206
STMMW_38881	SL1344_3872	0.0	3735	0.0	3735
STMMW_38891	SL1344_3873	0.0	2737	0.0	2737
STMMW_38901	SL1344_3874	0.0	2338	0.0	2338
STMMW_38911	SL1344_3875	2.23e-175	610	2.12e-175	610
STMMW_38921	SL1344_3876	0.0	2327	0.0	2327
STMMW_38931	SL1344_3877	0.0	2039	0.0	2039
STMMW_38941	SL1344_3878	0.0	1934	0.0	1934
STMMW_38951	SL1344_3879	0.0	2089	0.0	2089
STMMW_38961	SL1344_3880	0.0	2333	0.0	2333
STMMW_38971	SL1344_3881	0.0	1945	0.0	1945
STMMW_38981	SL1344_3882	3.45e-117	416	3.28e-117	416
STMMW_38991	SL1344_3883	0.0	1014	0.0	1014
STMMW_39001	SL1344_3884	0.0	2089	0.0	2089
STMMW_39011	SL1344_3885	0.0	2311	0.0	2311
STMMW_39021	SL1344_3886	0.0	1984	0.0	1984
STMMW_39031	SL1344_3887	0.0	2505	0.0	2505
STMMW_39041	SL1344_3888	0.0	1369	0.0	1369
STMMW_39051	SL1344_3889	0.0	2560	0.0	2560
STMMW_39061	SL1344_3890	0.0	2106	0.0	2106
STMMW_39071	SL1344_3891	0.0	2161	0.0	2161
STMMW_39081	SL1344_3892	0.0	1369	0.0	1369
STMMW_39091	SL1344_3893	0.0	1768	0.0	1768
STMMW_39101	SL1344_3894	0.0	4704	0.0	4704
STMMW_39111	SL1344_3895	0.0	654	0.0	654
STMMW_39121	SL1344_3896	0.0	1003	0.0	1003
STMMW_39131	SL1344_3897	0.0	671	0.0	671
STMMW_39141	SL1344_3898	2.18e-170	593	2.08e-170	593
STMMW_39151	SL1344_3899	0.0	721	0.0	721
STMMW_39161	SL1344_3899A	0.0	941	0.0	941
STMMW_39171	SL1344_3900	1.46e-105	377	1.39e-105	377
STMMW_39181	SL1344_3901	0.0	1530	0.0	1530
STMMW_39191	SL1344_3902	0.0	1303	0.0	1303
STMMW_39201	SL1344_3903	0.0	1668	0.0	1668
STMMW_39211	SL1344_3904	0.0	1325	0.0	1325
