# s1480_old_locus-2.fa,SL1344_combined.fasta,evalue_ab,bitscore_ab,evalue_ba,bitscore_ba
STM14_2059,SL1344_1635,0,3663,0,3663
STM14_2060,SL1344_1636,2.88E-92,333,3.24E-92,333
STM14_2062,SL1344_1637,0,1391,0,1391
STM14_2063,SL1344_1638,7.4E-114,405,6.97E-114,405
STM14_2064,SL1344_1639,1.04E-173,604,9.9E-174,604
STM14_2066,SL1344_1640,0,1363,0,1363
STM14_2067,SL1344_1641,0,2056,0,2056
STM14_2068,SL1344_1642,9.96E-164,571,9.45E-164,571
STM14_2069,SL1344_1643,0,1413,0,1413
STM14_2070,SL1344_1644,0,1092,0,1092
STM14_2072,SL1344_1645,0,4942,0,4942
STM14_2075,SL1344_1646,0,1801,0,1801
STM14_2077,SL1344_1647,0,4798,0,4798
STM14_2078,SL1344_1648,3.89E-132,466,3.68E-132,466
STM14_2080,SL1344_1649,0,1934,0,1934
STM14_2081,SL1344_1650,0,1408,0,1408
STM14_2082,SL1344_1651,0,1092,0,1092
STM14_2083,SL1344_1652,0,1618,0,1618
STM14_2084,SL1344_1653,0,1147,0,1147
STM14_2086,SL1344_1654,0,1629,0,1629
STM14_2087,SL1344_1655,0,2887,0,2887
STM14_2088,SL1344_1656,0,2948,0,2948
STM14_2089,SL1344_1657,0,2510,0,2510
STM14_2090,SL1344_1658,0,2200,0,2200
STM14_2091,SL1344_1659,0,1491,0,1491
STM14_2092,SL1344_1660,6.25E-94,339,5.91E-94,339
STM14_2093,SL1344_1661,0,931,0,931
STM14_2094,SL1344_1662,0,937,0,937
STM14_2095,SL1344_1663,0,1624,0,1624
STM14_2096,SL1344_1664,0,1181,0,1181
STM14_2097,SL1344_1665,0,749,0,749
STM14_2098,SL1344_1666,0,1375,0,1375
STM14_2099,SL1344_1667,0,998,0,998
STM14_2100,SL1344_1668,0,743,0,743
STM14_2101,SL1344_1669,0,1347,0,1347
STM14_2103,SL1344_1670,4.48E-157,549,4.24E-157,549
STM14_2104,SL1344_1671,0,2699,0,2699
STM14_2105,SL1344_1672,2.26E-175,610,2.15E-175,610
STM14_2106,SL1344_1673,0,1447,0,1447
STM14_2107,SL1344_1674,0,1857,0,1857
STM14_2108,SL1344_1675,0,1862,0,1862
STM14_2109,SL1344_1676,0,1679,0,1679
STM14_2110,SL1344_1677,0,1701,0,1701
STM14_2112,SL1344_1679,0,3014,0,3014
STM14_2113,SL1344_1680,0,1197,0,1197
STM14_2114,SL1344_1681,0,4948,0,4948
STM14_2116,SL1344_1682,0,1142,0,1142
STM14_2118,SL1344_1683,0,765,0,765
STM14_2119,SL1344_1684,0,1679,0,1679
STM14_2120,SL1344_1685,0,1873,0,1873
STM14_2121,SL1344_1686,0,1674,0,1674
STM14_2122,SL1344_1687,0,848,0,848
STM14_2127,SL1344_1688,0,1557,0,1557
STM14_2129,SL1344_1689,0,2726,0,2726
STM14_2130,SL1344_1690,0,1253,0,1253
STM14_2131,SL1344_1691,0,1314,0,1314
STM14_2132,SL1344_1692,0,2837,0,2837
STM14_2134,SL1344_1693,0,6914,0,6914
STM14_2136,SL1344_1694,0,2582,0,2582
STM14_2137,SL1344_1695,0,3319,0,3319
STM14_2138,SL1344_1696,0,1203,0,1203
STM14_2139,SL1344_1697,0,2632,0,2632
STM14_2140,SL1344_1698,0,654,0,654
STM14_2141,SL1344_1699,7.78E-119,422,7.34E-119,422
STM14_2142,SL1344_1700,0,2034,0,2034
STM14_2143,SL1344_1701,0,1580,0,1580
STM14_2144,SL1344_1702,0,1496,0,1496
STM14_2145,SL1344_1703,0,721,0,721
STM14_2146,SL1344_1704,0,1541,0,1541
STM14_2147,SL1344_1705,0,2001,0,2001
STM14_2149,SL1344_1706,0,2322,0,2322
STM14_2150,SL1344_1707,0,1153,0,1153
STM14_2153,SL1344_1708,0,1574,0,1574
STM14_2154,SL1344_1709,0,1751,0,1751
STM14_2155,SL1344_1710,0,3070,0,3070
STM14_2156,SL1344_1711,4.25E-147,516,4.02E-147,516
STM14_2157,SL1344_1712,0,1081,0,1081
STM14_2159,SL1344_1713,0,2017,0,2017
STM14_2161,SL1344_1714,0,2338,0,2338
STM14_2162,SL1344_1715,0,2067,0,2067
STM14_2163,SL1344_1716,0,3314,0,3314
STM14_2164,SL1344_1717,0,1352,0,1352
STM14_2165,SL1344_1718,0,1103,0,1103
STM14_2166,SL1344_1719,0,749,0,749
STM14_2167,SL1344_1720,0,1568,0,1568
STM14_2168,SL1344_1721,0,2854,0,2854
STM14_2169,SL1344_1722,0,2100,0,2100
STM14_2170,SL1344_1723,1.39E-42,167,1.29E-42,167
STM14_2172,SL1344_1724,0,2355,0,2355
STM14_2173,SL1344_1725,0,3164,0,3164
STM14_2174,SL1344_1726,8.47E-134,472,8.01E-134,472
STM14_2175,SL1344_1727,0,1358,0,1358
STM14_2176,SL1344_1728,0,1131,0,1131
STM14_2177,SL1344_1729,0,1690,0,1690
STM14_2178,SL1344_1730,0,3203,0,3203
STM14_2179,SL1344_1731,0,1978,0,1978
STM14_2181,SL1344_1732,0,2394,0,2394
STM14_2182,SL1344_1733,0,2820,0,2820
STM14_2183,SL1344_1734,0,1330,0,1330
STM14_2184,SL1344_1735,0,2854,0,2854
STM14_2185,SL1344_1736,0,981,0,981
STM14_2186,SL1344_1737,0,632,0,632
STM14_2188,SL1344_1738,6E-89,322,5.62E-89,322
STM14_2190,SL1344_1739,4.77E-69,255,4.43E-69,255
STM14_2191,SL1344_1740,0,826,0,826
STM14_2192,SL1344_1741,0,1219,0,1219
STM14_2193,SL1344_1742,2.06E-155,544,2.23E-155,544
STM14_2194,SL1344_1743,0,1308,0,1308
STM14_2195,SL1344_1744,0,1502,0,1502
STM14_2196,SL1344_1745,1.9E-140,494,1.8E-140,494
STM14_2197,SL1344_0885,0,2084,0,2084
STM14_2197,SL1344_1166,0,848,0,848
STM14_2197,SL1344_1746,0,848,0,848
STM14_2197,SL1344_1886,0,848,0,848
STM14_2197,SL1344_2434,0,848,0,848
STM14_2197,SL1344_3267,0,848,0,848
STM14_2197,SL1344_3446,0,848,0,848
STM14_2199,SL1344_1747,0,848,0,848
STM14_2201,SL1344_1748,0,3114,0,3114
STM14_2202,SL1344_1749,0,1075,0,1075
STM14_2203,SL1344_1750,0,1286,0,1286
STM14_2204,SL1344_1751,0,3530,0,3530
STM14_2205,SL1344_1752,0,638,0,638
STM14_2206,SL1344_1753,2.88E-92,333,2.7E-92,333
STM14_2207,SL1344_1754,0,2521,0,2521
STM14_2208,SL1344_1755,0,1070,0,1070
STM14_2209,SL1344_1756,0,2521,0,2521
STM14_2210,SL1344_1757,0,2959,0,2959
STM14_2212,SL1344_1759,0,2881,0,2881
STM14_2213,SL1344_1760,0,1790,0,1790
STM14_2214,SL1344_1761,0,1480,0,1480
STM14_2215,SL1344_1762,0,1574,0,1574
STM14_2216,SL1344_1763,0,848,0,848
STM14_2217,SL1344_1764,0,1048,0,1048
STM14_2218,SL1344_1765,0,1496,0,1496
STM14_2220,SL1344_1766,0,3225,0,3225
STM14_2221,SL1344_1767,7.12E-109,388,6.7E-109,388
STM14_2225,SL1344_1768,2.31E-72,267,2.15E-72,267
STM14_2226,SL1344_1769,4.36E-152,532,4.13E-152,532
STM14_2226,ncRNA0466,2.31E-72,267,2.15E-72,267
STM14_2227,SL1344_1770,2.31E-72,267,4.02E-72,267
STM14_2228,SL1344_1771,1.73E-125,444,1.63E-125,444
STM14_2230,SL1344_1772,0,1463,0,1463
STM14_2231,SL1344_1773,0,2538,0,2538
STM14_2232,SL1344_1774,0,1629,0,1629
STM14_2233,SL1344_1775,0,3784,0,3784
STM14_2234,SL1344_1776,0,1269,0,1269
STM14_2235,SL1344_1777,0,920,0,920
STM14_2236,SL1344_1778,0,2372,0,2372
STM14_2237,SL1344_1779,0,4865,0,4865
STM14_2239,SL1344_1780,0,2660,0,2660
STM14_2240,SL1344_1781,7.94E-124,438,7.6E-124,438
STM14_2241,SL1344_1782,6.55E-99,355,6.19E-99,355
STM14_2242,SL1344_1783,0,1203,0,1203
STM14_2244,SL1344_1784,5.7E-84,305,5.33E-84,305
STM14_2247,SL1344_1785,0,1336,0,1336
STM14_2248,SL1344_1786,0,732,0,732
STM14_2249,SL1344_1787,0,881,0,881
STM14_2251,SL1344_1788,0,776,0,776
STM14_2252,SL1344_1789,1.92E-140,494,1.82E-140,494
STM14_2253,SL1344_1790,1.05E-70,261,1.85E-70,261
STM14_2254,SL1344_1791,0,2207,0,2207
STM14_2256,SL1344_1793,0,682,0,682
STM14_2257,SL1344_1794,0,1690,0,1690
STM14_2258,SL1344_1795,1.18E-80,294,1.11E-80,294
STM14_2259,SL1344_1796,0,1136,0,1136
STM14_2265,SL1344_1799,5.9E-74,272,4.74E-74,272
STM14_2267,SL1344_1801,6.83E-104,372,6.43E-104,372
STM14_2269,SL1344_1802,4.01E-137,483,3.84E-137,483
STM14_2272,SL1344_1803,1.25E-85,311,1.17E-85,311
STM14_2273,SL1344_1804,0,987,0,987
STM14_2275,SL1344_1806,3.05E-97,350,3.51E-97,350
STM14_2278,SL1344_1807,0,1657,0,1657
STM14_2279,SL1344_1808,0,654,0,654
STM14_2280,SL1344_1809,0,1618,0,1618
STM14_2281,SL1344_1810,0,693,0,693
STM14_2282,SL1344_1811,1.67E-120,427,1.58E-120,427
STM14_2283,SL1344_1812,0,1214,0,1214
STM14_2284,SL1344_1813,0,1291,0,1291
STM14_2285,SL1344_1814,0,3790,0,3790
STM14_2286,SL1344_1815,0,1219,0,1219
STM14_2287,SL1344_1816,0,654,0,654
STM14_2288,SL1344_1817,9.48E-154,538,8.98E-154,538
STM14_2289,SL1344_1818,0,2178,0,2178
STM14_2290,SL1344_1819,0,1186,0,1186
STM14_2292,SL1344_1820,0,3347,0,3347
STM14_2295,SL1344_1821,0,2726,0,2726
STM14_2296,SL1344_1822,0,1607,0,1607
STM14_2297,SL1344_1823,0,2665,0,2665
STM14_2299,SL1344_1824,0,1796,0,1796
STM14_2300,SL1344_1825,0,2438,0,2438
STM14_2301,SL1344_1826,0,1746,0,1746
STM14_2302,SL1344_1827,0,1397,0,1397
STM14_2303,SL1344_1828,0,1452,0,1452
STM14_2304,SL1344_1829,0,1718,0,1718
STM14_2307,SL1344_1830,0,1131,0,1131
STM14_2308,SL1344_1832,0,1650,0,1650
STM14_2309,SL1344_1833,0,1109,0,1109
STM14_2310,SL1344_1834,0,965,0,965
STM14_2311,SL1344_1835,0,1369,0,1369
STM14_2312,SL1344_1836,0,837,0,837
STM14_2314,SL1344_1837,0,3275,0,3275
STM14_2315,SL1344_1838,0,1048,0,1048
STM14_2316,SL1344_1839,0,1513,0,1513
STM14_2317,SL1344_1840,0,732,0,732
STM14_2318,SL1344_1841,0,1375,0,1375
STM14_2319,SL1344_1842,0,1790,0,1790
STM14_2320,SL1344_1843,0,1380,0,1380
STM14_2322,SL1344_1844,0,1053,0,1053
STM14_2324,SL1344_1845,0,3203,0,3203
STM14_2325,SL1344_1846,0,3458,0,3458
STM14_2326,SL1344_1847,0,2106,0,2106
STM14_2327,SL1344_1848,0,726,0,726
STM14_2328,SL1344_1849,0,3840,0,3840
STM14_2330,SL1344_1850,0,2122,0,2122
STM14_2331,SL1344_1851,0,1192,0,1192
STM14_2332,SL1344_1852,0,721,0,721
STM14_2333,SL1344_1853,0,1940,0,1940
STM14_2334,SL1344_1854,0,1602,0,1602
STM14_2335,SL1344_1855,0,3070,0,3070
STM14_2336,SL1344_1856,0,931,0,931
STM14_2337,SL1344_1857,0,3718,0,3718
STM14_2338,SL1344_1858,0,1718,0,1718
STM14_2340,SL1344_1859,0,1535,0,1535
STM14_2341,SL1344_1860,0,1070,0,1070
STM14_2344,SL1344_1861,0,632,0,632
STM14_2345,SL1344_1862,0,793,0,793
STM14_2346,SL1344_1863,0,2627,0,2627
STM14_2348,SL1344_1864,0,1480,0,1480
STM14_2350,SL1344_1865,0,1031,0,1031
STM14_2351,SL1344_1866,0,926,0,926
STM14_2352,SL1344_1867,0,1181,0,1181
STM14_2353,SL1344_1868,1.07E-178,621,1.01E-178,621
STM14_2354,SL1344_1869,0,915,0,915
STM14_2355,SL1344_1870,1.73E-125,444,1.63E-125,444
STM14_2356,SL1344_1871,0,2239,0,2239
STM14_2357,SL1344_1872,0,1230,0,1230
STM14_2358,SL1344_1873,4.92E-162,566,4.35E-162,566
STM14_2359,SL1344_1874,0,2660,0,2660
STM14_2363,SL1344_1875,4.91E-177,616,4.66E-177,616
STM14_2364,SL1344_1876,0,1014,0,1014
STM14_2365,SL1344_1877,0,3386,0,3386
STM14_2367,SL1344_1878,0,1214,0,1214
STM14_2368,SL1344_1879,3.52E-117,416,3.32E-117,416
STM14_2369,SL1344_1880,0,1336,0,1336
STM14_2370,SL1344_1881,0,1391,0,1391
STM14_2371,SL1344_1882,0,1236,0,1236
STM14_2372,SL1344_1883,0,1823,0,1823
STM14_2373,SL1344_1884,0,1480,0,1480
STM14_2374,SL1344_1885,0,1020,0,1020
STM14_2375,SL1344_0885,0,1330,0,1330
STM14_2375,SL1344_1166,0,848,0,848
STM14_2375,SL1344_1746,0,848,0,848
STM14_2375,SL1344_1886,0,848,0,848
STM14_2375,SL1344_2434,0,848,0,848
STM14_2375,SL1344_3267,0,848,0,848
STM14_2375,SL1344_3446,0,848,0,848
STM14_2377,SL1344_1887,0,848,0,848
STM14_2378,SL1344_1888,0,2228,0,2228
STM14_2380,SL1344_1889,0,2748,0,2748
STM14_2381,SL1344_1890,0,2593,0,2593
STM14_2382,SL1344_1891,0,754,0,754
STM14_2383,SL1344_1892,0,682,0,682
STM14_2384,SL1344_1893,0,2743,0,2743
STM14_2385,SL1344_1894,0,787,0,787
STM14_2386,SL1344_1895,0,2228,0,2228
STM14_2387,SL1344_1896,3.65E-122,433,3.44E-122,433
STM14_2388,SL1344_1897,0,715,0,715
STM14_2390,SL1344_1898,4.7E-167,582,4.46E-167,582
STM14_2391,SL1344_1899,0,3109,0,3109
STM14_2392,SL1344_1900,0,1840,0,1840
STM14_2393,SL1344_1901,0,1308,0,1308
STM14_2394,SL1344_1902,0,2532,0,2532
STM14_2395,SL1344_1903,0,821,0,821
STM14_2396,SL1344_1904,0,2250,0,2250
STM14_2397,SL1344_1905,0,865,0,865
STM14_2398,SL1344_1906,0,1857,0,1857
STM14_2399,SL1344_1907,0,765,0,765
STM14_2400,SL1344_1908,0,699,0,699
STM14_2401,SL1344_1909,0,1363,0,1363
STM14_2402,SL1344_1910,4.13E-142,499,3.91E-142,499
STM14_2403,SL1344_1911,0,1469,0,1469
STM14_2404,SL1344_1912,0,1147,0,1147
STM14_2405,SL1344_1913,1.43E-100,361,1.34E-100,361
STM14_2407,SL1344_1914,7.67E-119,422,7.24E-119,422
STM14_2408,SL1344_1915,0,1502,0,1502
STM14_2409,SL1344_1916,0,3164,0,3164
STM14_2410,SL1344_1917,1.37E-95,344,1.29E-95,344
STM14_2412,SL1344_1918,0,1685,0,1685
STM14_2413,SL1344_1919,0,1701,0,1701
STM14_2414,SL1344_1920,0,870,0,870
STM14_2415,SL1344_1921,0,2643,0,2643
STM14_2416,SL1344_1922,0,1286,0,1286
STM14_2418,SL1344_1923,9.73E-159,555,9.22E-159,555
STM14_2420,SL1344_1924,0,2211,0,2211
STM14_2422,SL1344_1925,1.55E-110,394,1.46E-110,394
STM14_2423,SL1344_1926,0,2344,0,2344
STM14_2424,SL1344_1927,0,776,0,776
STM14_2427,SL1344_1927B,2.6E-82,300,2.43E-82,300
STM14_2428,SL1344_1928,6.66E-99,355,6.19E-99,355
STM14_2430,SL1344_1929,0,1862,0,1862
STM14_2431,SL1344_1930,0,1109,0,1109
STM14_2432,SL1344_1931,0,2881,0,2881
STM14_2434,SL1344_1934,0,1086,0,1086
STM14_2435,SL1344_1935,0,765,0,765
STM14_2436,SL1344_1936,0,987,0,987
STM14_2437,SL1344_1937,0,1956,0,1956
STM14_2438,SL1344_1938,0,2477,0,2477
STM14_2439,SL1344_1939,0,3563,0,3563
STM14_2440,SL1344_1940,3.44E-153,536,3.66E-153,536
STM14_2441,SL1344_1941,0,660,0,660
STM14_2443,SL1344_1942,0,2765,0,2765
STM14_2444,SL1344_1943,0,1037,0,1037
STM14_2445,SL1344_1944,0,948,0,948
STM14_2446,SL1344_1945,0,749,0,749
STM14_2447,SL1344_1946,4.81E-172,599,4.56E-172,599
STM14_2448,SL1344_1947,6.83E-104,372,6.43E-104,372
STM14_2449,SL1344_1948,0,2228,0,2228
STM14_2450,SL1344_1949,0,1203,0,1203
STM14_2452,SL1344_1950,0,2294,0,2294
STM14_2453,SL1344_1951,0,3203,0,3203
STM14_2454,SL1344_1952,0,915,0,915
STM14_2455,SL1344_1953,0,649,0,649
STM14_2457,SL1344_1954,2.11E-160,560,2E-160,560
STM14_2458,SL1344_1955,0,776,0,776
STM14_2459,SL1344_1956,0,898,0,898
STM14_2460,SL1344_1957,0,1136,0,1136
STM14_2462,SL1344_1958,0,638,0,638
STM14_2463,SL1344_1959,0,665,0,665
STM14_2464,SL1344_1960,0,1153,0,1153
STM14_2464,SL1344_2216,0,1773,0,1773
STM14_2465,SL1344_1961,0,1784,0,1784
STM14_2467,SL1344_1962,0,1580,0,1580
STM14_2468,SL1344_1963,0,1652,0,1652
STM14_2469,SL1344_1964,0,893,0,893
STM14_2471,SL1344_1965,0,1513,0,1513
STM14_2472,SL1344_1966,0,1740,0,1740
STM14_2474,SL1344_1967,0,1026,0,1026
STM14_2475,SL1344_1968,0,1286,0,1286
STM14_2476,SL1344_1969,0,688,0,688
STM14_2477,SL1344_1970,0,1530,0,1530
STM14_2479,SL1344_1971,0,998,0,998
STM14_2480,SL1344_1972,0,953,0,953
STM14_2481,SL1344_1973,0,1142,0,1142
STM14_2482,SL1344_1974,0,1541,0,1541
STM14_2483,SL1344_1975,0,1053,0,1053
STM14_2484,SL1344_1976,7.67E-119,422,7.76E-119,422
STM14_2485,SL1344_1977,0,1829,0,1829
STM14_2487,SL1344_1978,0,1474,0,1474
STM14_2489,SL1344_1979,1.69E-146,514,1.51E-146,514
STM14_2490,SL1344_1981,0,876,0,876
STM14_2491,SL1344_1982,0,865,0,865
STM14_2492,SL1344_1983,0,3131,0,3131
STM14_2495,SL1344_1986,0,3197,0,3197
STM14_2496,SL1344_1987,0,2687,0,2687
STM14_2497,SL1344_1988,1.04E-173,604,9.9E-174,604
STM14_2500,SL1344_1990,0,715,0,715
STM14_2503,SL1344_1991,0,2693,0,2693
STM14_2504,SL1344_1992,0,1712,0,1712
STM14_2505,SL1344_1993,0,1978,0,1978
STM14_2506,SL1344_1994,0,1375,0,1375
STM14_2507,SL1344_1995,0,1009,0,1009
STM14_2508,SL1344_1996,0,2809,0,2809
STM14_2509,SL1344_1997,0,1507,0,1507
STM14_2510,SL1344_1998,0,1253,0,1253
STM14_2511,SL1344_1999,9.24E-149,521,8.74E-149,521
STM14_2512,SL1344_2000,0,1363,0,1363
STM14_2513,SL1344_2001,0,1319,0,1319
STM14_2514,SL1344_2002,0,1469,0,1469
STM14_2515,SL1344_2003,0,1463,0,1463
STM14_2516,SL1344_2004,0,1341,0,1341
STM14_2517,SL1344_2005,0,1951,0,1951
STM14_2518,SL1344_2006,0,1430,0,1430
STM14_2519,SL1344_2007,0,1070,0,1070
STM14_2520,SL1344_2008,0,1120,0,1120
STM14_2521,SL1344_2009,0,2100,0,2100
STM14_2522,SL1344_2010,0,1170,0,1170
STM14_2523,SL1344_2011,0,1773,0,1773
STM14_2525,SL1344_2012,0,2549,0,2549
STM14_2526,SL1344_2013,0,1413,0,1413
STM14_2527,SL1344_2014,0,1469,0,1469
STM14_2528,SL1344_2015,2.01E-150,527,1.9E-150,527
STM14_2529,SL1344_2016,0,1297,0,1297
STM14_2530,SL1344_2017,0,3075,0,3075
STM14_2531,SL1344_2018,0,1247,0,1247
STM14_2532,SL1344_2019,0,965,0,965
STM14_2533,SL1344_2020,0,3386,0,3386
STM14_2534,SL1344_2021,0,649,0,649
STM14_2535,SL1344_2022,1.95E-145,510,1.85E-145,510
STM14_2536,SL1344_2023,0,887,0,887
STM14_2537,SL1344_2024,0,1164,0,1164
STM14_2538,SL1344_2025,0,909,0,909
STM14_2539,SL1344_2026,1.95E-145,510,1.85E-145,510
STM14_2540,SL1344_2027,0,1868,0,1868
STM14_2541,SL1344_2028,0,2577,0,2577
STM14_2542,SL1344_2029,0,2056,0,2056
STM14_2543,SL1344_2030,0,2505,0,2505
STM14_2544,SL1344_2031,0,1020,0,1020
STM14_2545,SL1344_2032,0,649,0,649
STM14_2546,SL1344_2033,0,837,0,837
STM14_2547,SL1344_2034,0,2244,0,2244
STM14_2548,SL1344_2035,0,1602,0,1602
STM14_2550,SL1344_2036,1.07E-178,621,1.01E-178,621
STM14_2551,SL1344_2037,0,1956,0,1956
STM14_2552,SL1344_2038,0,865,0,865
STM14_2553,SL1344_2039,0,2167,0,2167
STM14_2554,SL1344_2040,0,1413,0,1413
STM14_2555,SL1344_2041,0,1070,0,1070
STM14_2557,SL1344_2043,0,4205,0,4205
STM14_2559,SL1344_2044,0,4338,0,4338
STM14_2560,SL1344_2045,0,2643,0,2643
STM14_2563,SL1344_2046,0,2510,0,2510
STM14_2564,SL1344_2047,0,1685,0,1685
STM14_2565,SL1344_2048,0,1524,0,1524
STM14_2566,SL1344_2049,0,1657,0,1657
STM14_2567,SL1344_2050,0,2410,0,2410
STM14_2568,SL1344_2051,0,1995,0,1995
STM14_2569,SL1344_2052,0,1973,0,1973
STM14_2570,SL1344_2053,0,1092,0,1092
STM14_2571,SL1344_2054,0,1363,0,1363
STM14_2572,SL1344_2055,0,1435,0,1435
STM14_2573,SL1344_2056,0,1131,0,1131
STM14_2574,SL1344_2057,0,1818,0,1818
STM14_2575,SL1344_2058,0,2156,0,2156
STM14_2576,SL1344_2059,0,2599,0,2599
STM14_2577,SL1344_2060,0,2643,0,2643
STM14_2578,SL1344_2061,0,2649,0,2649
STM14_2579,SL1344_2062,0,2660,0,2660
STM14_2580,SL1344_2063,0,1746,0,1746
STM14_2581,SL1344_2064,0,1962,0,1962
STM14_2582,SL1344_2065,0,1851,0,1851
STM14_2583,SL1344_2066,0,2388,0,2388
STM14_2584,SL1344_2067,0,1663,0,1663
STM14_2585,SL1344_2068,0,2427,0,2427
STM14_2586,SL1344_2069,0,1995,0,1995
STM14_2587,SL1344_2070,0,1430,0,1430
STM14_2588,SL1344_2071,0,1834,0,1834
STM14_2589,SL1344_2072,0,1020,0,1020
STM14_2590,SL1344_2073,0,1624,0,1624
STM14_2591,SL1344_2074,0,1663,0,1663
STM14_2592,SL1344_2075,0,2006,0,2006
STM14_2593,SL1344_2076,0,1652,0,1652
STM14_2594,SL1344_2077,0,2593,0,2593
STM14_2595,SL1344_2078,0,2255,0,2255
STM14_2596,SL1344_2079,0,2366,0,2366
STM14_2597,SL1344_2080,0,2726,0,2726
STM14_2598,SL1344_2081,0,2577,0,2577
STM14_2600,SL1344_2082,0,2527,0,2527
STM14_2601,SL1344_2083,0,2654,0,2654
STM14_2602,SL1344_2084,0,2255,0,2255
STM14_2603,SL1344_2085,0,876,0,876
STM14_2604,SL1344_2086,0,1784,0,1784
STM14_2605,SL1344_2087,0,2073,0,2073
STM14_2606,SL1344_2088,0,1026,0,1026
STM14_2607,SL1344_2089,0,1380,0,1380
STM14_2608,SL1344_2090,0,2244,0,2244
STM14_2609,SL1344_2091,0,2250,0,2250
STM14_2610,SL1344_2092,0,904,0,904
STM14_2611,SL1344_2093,0,1557,0,1557
STM14_2612,SL1344_2094,0,3989,0,3989
STM14_2613,SL1344_2095,0,832,0,832
STM14_2615,SL1344_2096,0,1951,0,1951
STM14_2616,SL1344_2097,0,2920,0,2920
STM14_2617,SL1344_2098,0,3430,0,3430
STM14_2618,SL1344_2099,0,1075,0,1075
STM14_2620,SL1344_2100,0,1186,0,1186
STM14_2621,SL1344_2101,0,5518,0,5518
STM14_2622,SL1344_2102,0,1607,0,1607
STM14_2624,SL1344_2103,0,2499,0,2499
STM14_2625,SL1344_2104,0,2294,0,2294
STM14_2626,SL1344_2105,0,5768,0,5768
STM14_2627,SL1344_2106,0,5690,0,5690
STM14_2628,SL1344_2107,0,2610,0,2610
STM14_2629,SL1344_2108,0,2593,0,2593
STM14_2631,SL1344_2109,0,1336,0,1336
STM14_2632,SL1344_2110,0,1635,0,1635
STM14_2633,SL1344_2111,0,1325,0,1325
STM14_2634,SL1344_2112,0,3895,0,3895
STM14_2636,SL1344_2113,0,2516,0,2516
STM14_2637,SL1344_2114,0,1934,0,1934
STM14_2638,SL1344_2115,0,771,0,771
STM14_2641,SL1344_2117,4.96E-177,616,4.71E-177,616
STM14_2642,SL1344_2118,0,1663,0,1663
STM14_2643,SL1344_2119,0,1945,0,1945
STM14_2644,SL1344_2120,0,2350,0,2350
STM14_2645,SL1344_2121,0,1857,0,1857
STM14_2646,SL1344_2122,0,1591,0,1591
STM14_2647,SL1344_2123,0,1380,0,1380
STM14_2648,SL1344_2124,0,1480,0,1480
STM14_2650,SL1344_2125,0,1474,0,1474
STM14_2652,SL1344_2126,4.7E-167,582,4.46E-167,582
STM14_2653,SL1344_2127,0,1862,0,1862
STM14_2654,SL1344_2128,0,4599,0,4599
STM14_2655,SL1344_2129,0,1264,0,1264
STM14_2656,SL1344_2130,0,981,0,981
STM14_2657,SL1344_2131,9.24E-149,521,8.74E-149,521
STM14_2658,SL1344_2132,0,2050,0,2050
STM14_2659,SL1344_2133,0,3751,0,3751
STM14_2660,SL1344_2134,0,848,0,848
STM14_2661,SL1344_2135,0,981,0,981
STM14_2662,SL1344_2136,0,865,0,865
STM14_2663,SL1344_2137,0,1330,0,1330
STM14_2664,SL1344_2138,0,3114,0,3114
STM14_2665,SL1344_2139,0,1352,0,1352
STM14_2666,SL1344_2140,1.71E-52,200,1.57E-52,200
STM14_2667,SL1344_2141,0,1352,0,1352
STM14_2668,SL1344_2142,0,1751,0,1751
STM14_2669,SL1344_2143,0,2156,0,2156
STM14_2670,SL1344_2144,0,1696,0,1696
STM14_2672,SL1344_2145,0,4244,0,4244
STM14_2673,SL1344_2146,0,3197,0,3197
STM14_2675,SL1344_2147,0,1679,0,1679
STM14_2677,SL1344_2148,0,1086,0,1086
STM14_2678,SL1344_2149,0,1053,0,1053
STM14_2679,SL1344_2150,0,1408,0,1408
STM14_2681,SL1344_2151,0,2654,0,2654
STM14_2682,SL1344_2152,0,1735,0,1735
STM14_2683,SL1344_2153,0,2206,0,2206
STM14_2684,SL1344_2154,0,1192,0,1192
STM14_2685,SL1344_2155,0,1297,0,1297
STM14_2686,SL1344_2156,0,1917,0,1917
STM14_2687,SL1344_2157,0,2510,0,2510
STM14_2688,SL1344_2158,0,1679,0,1679
STM14_2689,SL1344_2159,0,737,0,737
STM14_2690,SL1344_2160,0,1286,0,1286
STM14_2691,SL1344_2161,0,1635,0,1635
STM14_2692,SL1344_2162,0,1330,0,1330
STM14_2693,SL1344_2163,8.21E-129,455,7.75E-129,455
STM14_2694,SL1344_2164,0,2294,0,2294
STM14_2695,SL1344_2165,0,2283,0,2283
STM14_2696,SL1344_2166,0,1868,0,1868
STM14_2698,SL1344_2167,0,2804,0,2804
STM14_2700,SL1344_2168,0,1840,0,1840
STM14_2702,SL1344_2169,0,1890,0,1890
STM14_2703,SL1344_2170,0,2111,0,2111
STM14_2707,SL1344_2171,0,1236,0,1236
STM14_2708,SL1344_2172,0,1585,0,1585
STM14_2709,SL1344_2173,0,721,0,721
STM14_2711,SL1344_2174,0,2527,0,2527
STM14_2712,SL1344_2175,0,1640,0,1640
STM14_2713,SL1344_2176,0,2444,0,2444
STM14_2715,SL1344_2177,0,3679,0,3679
STM14_2717,SL1344_2178,0,2710,0,2710
