gene_name,type,new_locus,old_locus
gltD, protein_coding, STM14_RS17715, STM14_4021
STM14_RS17720, protein_coding, STM14_RS17720, STM14_4022
codB, protein_coding, STM14_RS17725, STM14_4024
STM14_RS17730, protein_coding, STM14_RS17730, STM14_4025
nanQ, protein_coding, STM14_RS17735, STM14_4026
nanK, protein_coding, STM14_RS17740, STM14_4027
STM14_RS17745, protein_coding, STM14_RS17745, STM14_4028
nanT, protein_coding, STM14_RS17750, STM14_4029
nanA, protein_coding, STM14_RS17755, STM14_4030
nanR, protein_coding, STM14_RS17760, STM14_4031
sspB, protein_coding, STM14_RS17765, STM14_4032
sspA, protein_coding, STM14_RS17770, STM14_4033
STM14_RS17775, protein_coding, STM14_RS17775, STM14_4035
rpsI, protein_coding, STM14_RS17780, STM14_4036
rplM, protein_coding, STM14_RS17785, STM14_4037
zapE, protein_coding, STM14_RS17790, STM14_4038
zapG, protein_coding, STM14_RS17795, STM14_4039
degQ, protein_coding, STM14_RS17800, STM14_4040
degS, protein_coding, STM14_RS17805, STM14_4041
STM14_RS17810, protein_coding, STM14_RS17810, STM14_4042
STM14_RS17815, protein_coding, STM14_RS17815, STM14_4043
oadA, protein_coding, STM14_RS17820, STM14_4044
STM14_RS17825, protein_coding, STM14_RS17825, STM14_4045
ttdB, protein_coding, STM14_RS17830, STM14_4046
ttdA, protein_coding, STM14_RS17835, STM14_4047
STM14_RS17840, protein_coding, STM14_RS17840, STM14_4048
STM14_RS17845, protein_coding, STM14_RS17845, STM14_4049
STM14_RS17850, protein_coding, STM14_RS17850, STM14_4050
mdh, protein_coding, STM14_RS17855, STM14_4052
argR, protein_coding, STM14_RS17860, STM14_4054
yhcN, protein_coding, STM14_RS17865, STM14_4055
yhcN-B, protein_coding, STM14_RS17870, STM14_4056
STM14_RS17875, protein_coding, STM14_RS17875, STM14_4057
aaeB, protein_coding, STM14_RS17880, STM14_4058
aaeA, protein_coding, STM14_RS17885, STM14_4059
aaeX, protein_coding, STM14_RS17890, STM14_4060
aaeR, protein_coding, STM14_RS17895, STM14_4061
tldD, protein_coding, STM14_RS17900, STM14_4062
yhdP, protein_coding, STM14_RS17905, STM14_4063
rng, protein_coding, STM14_RS17910, STM14_4064
STM14_RS17915, protein_coding, STM14_RS17915, STM14_4065
mreD, protein_coding, STM14_RS17920, STM14_4066
mreC, protein_coding, STM14_RS17925, STM14_4067
mreB, protein_coding, STM14_RS17930, STM14_4068
csrD, protein_coding, STM14_RS17940, STM14_4070
STM14_RS17945, protein_coding, STM14_RS17945, STM14_4071
msrP, protein_coding, STM14_RS17950, STM14_4072
msrQ, protein_coding, STM14_RS17955, STM14_4073
accB, protein_coding, STM14_RS17960, STM14_4076
accC, protein_coding, STM14_RS17965, STM14_4077
STM14_RS17970, protein_coding, STM14_RS17970, STM14_4078
panF, protein_coding, STM14_RS17975, STM14_4079
prmA, protein_coding, STM14_RS17980, STM14_4080
dusB, protein_coding, STM14_RS17985, STM14_4082
fis, protein_coding, STM14_RS17990, STM14_4083
yhdJ, protein_coding, STM14_RS17995, STM14_4084
STM14_RS18000, protein_coding, STM14_RS18000, STM14_4085
STM14_RS18005, protein_coding, STM14_RS18005, STM14_4086
envR, protein_coding, STM14_RS18010, STM14_4087
STM14_RS18015, protein_coding, STM14_RS18015, STM14_4090
STM14_RS18020, protein_coding, STM14_RS18020, STM14_4091
STM14_RS18025, protein_coding, STM14_RS18025, STM14_4092
rrf, rRNA, STM14_RS18030, STM14_4096
STM14_RS18035, tRNA, STM14_RS18035, STM14_4097
rrf, rRNA, STM14_RS18040, STM14_4098
STM14_RS18045, rRNA, STM14_RS18045, STM14_4099
STM14_RS18050, tRNA, STM14_RS18050, STM14_06610
STM14_RS18055, rRNA, STM14_RS18055, STM14_4100
STM14_RS26565, protein_coding, STM14_RS26565,
STM14_RS18060, protein_coding, STM14_RS18060, STM14_4102
STM14_RS18065, protein_coding, STM14_RS18065, STM14_4103
aroE, protein_coding, STM14_RS18070, STM14_4104
tsaC, protein_coding, STM14_RS18075, STM14_4105
STM14_RS18080, protein_coding, STM14_RS18080, STM14_4106
smg, protein_coding, STM14_RS18085, STM14_4107
dprA, protein_coding, STM14_RS18090, STM14_4108
def, protein_coding, STM14_RS18095, STM14_4109
fmt, protein_coding, STM14_RS18100, STM14_4110
rsmB, protein_coding, STM14_RS18105, STM14_4111
trkA, protein_coding, STM14_RS18110, STM14_4112
mscL, protein_coding, STM14_RS18115, STM14_4113
STM14_RS18120, protein_coding, STM14_RS18120, STM14_4114
zntR, protein_coding, STM14_RS18125, STM14_4115
STM14_RS18130, protein_coding, STM14_RS18130, STM14_4116
rplQ, protein_coding, STM14_RS18135, STM14_4117
rpoA, protein_coding, STM14_RS18140, STM14_4118
rpsD, protein_coding, STM14_RS18145, STM14_4119
rpsK, protein_coding, STM14_RS18150, STM14_4120
rpsM, protein_coding, STM14_RS18155, STM14_4121
rpmJ, protein_coding, STM14_RS18160, STM14_4122
secY, protein_coding, STM14_RS18165, STM14_4123
rplO, protein_coding, STM14_RS18170, STM14_4124
rpmD, protein_coding, STM14_RS18175, STM14_4125
rpsE, protein_coding, STM14_RS18180, STM14_4126
rplR, protein_coding, STM14_RS18185, STM14_4127
rplF, protein_coding, STM14_RS18190, STM14_4128
rpsH, protein_coding, STM14_RS18195, STM14_4129
rpsN, protein_coding, STM14_RS18200, STM14_4130
rplE, protein_coding, STM14_RS18205, STM14_4131
rplX, protein_coding, STM14_RS18210, STM14_4132
rplN, protein_coding, STM14_RS18215, STM14_4133
rpsQ, protein_coding, STM14_RS18220, STM14_4134
rpmC, protein_coding, STM14_RS18225, STM14_4135
rplP, protein_coding, STM14_RS18230, STM14_4136
rpsC, protein_coding, STM14_RS18235, STM14_4137
rplV, protein_coding, STM14_RS18240, STM14_4138
rpsS, protein_coding, STM14_RS18245, STM14_4139
rplB, protein_coding, STM14_RS18250, STM14_4140
rplW, protein_coding, STM14_RS18255, STM14_4141
rplD, protein_coding, STM14_RS18260, STM14_4142
rplC, protein_coding, STM14_RS18265, STM14_4143
rpsJ, protein_coding, STM14_RS18270, STM14_4144
hopD, protein_coding, STM14_RS18275, STM14_4145
bfr, protein_coding, STM14_RS18280, STM14_4146
bfd, protein_coding, STM14_RS18285, STM14_4147
tuf, protein_coding, STM14_RS18290, STM14_4149
fusA, protein_coding, STM14_RS18295, STM14_4150
rpsG, protein_coding, STM14_RS18300, STM14_4151
rpsL, protein_coding, STM14_RS18305, STM14_4152
tusB, protein_coding, STM14_RS18310, STM14_4153
tusC, protein_coding, STM14_RS18315, STM14_4154
tusD, protein_coding, STM14_RS18320, STM14_4155
STM14_RS18325, protein_coding, STM14_RS18325, STM14_4156
fkpA, protein_coding, STM14_RS18330, STM14_4157
STM14_RS18335, protein_coding, STM14_RS18335, STM14_4158
slyD, protein_coding, STM14_RS18340, STM14_4159
STM14_RS18345, protein_coding, STM14_RS18345, STM14_4160
kefB, protein_coding, STM14_RS18350, STM14_4161
kefG, protein_coding, STM14_RS18355, STM14_4162
STM14_RS18360, protein_coding, STM14_RS18360, STM14_4164
STM14_RS18365, protein_coding, STM14_RS18365,
STM14_RS18370, protein_coding, STM14_RS18370, STM14_4166
STM14_RS18375, protein_coding, STM14_RS18375, STM14_4168
STM14_RS18380, protein_coding, STM14_RS18380, STM14_4169
STM14_RS18385, protein_coding, STM14_RS18385, STM14_4170
STM14_RS18390, protein_coding, STM14_RS18390, STM14_4171
crp, protein_coding, STM14_RS18395, STM14_4173
STM14_RS18400, protein_coding, STM14_RS18400, STM14_4174
STM14_RS18405, protein_coding, STM14_RS18405, STM14_4175
pabA, protein_coding, STM14_RS18410, STM14_4176
STM14_RS18415, protein_coding, STM14_RS18415, STM14_4177
STM14_RS18420, protein_coding, STM14_RS18420, STM14_4178
ppiA, protein_coding, STM14_RS18425, STM14_4179
tsgA, protein_coding, STM14_RS18430, STM14_4181
nirB, protein_coding, STM14_RS18435, STM14_4183
nirD, protein_coding, STM14_RS18440, STM14_4184
nirC, protein_coding, STM14_RS18445, STM14_4186
cysG, protein_coding, STM14_RS18450, STM14_4187
bigA, protein_coding, STM14_RS18455, STM14_4188
tnpA, protein_coding, STM14_RS18460, STM14_4189
STM14_RS18465, protein_coding, STM14_RS18465, STM14_4191
trpS, protein_coding, STM14_RS18470, STM14_4193
gph, protein_coding, STM14_RS18475, STM14_4194
rpe, protein_coding, STM14_RS18480, STM14_4195
dam, protein_coding, STM14_RS18485, STM14_4196
damX, protein_coding, STM14_RS18490, STM14_4197
aroB, protein_coding, STM14_RS18495, STM14_4198
aroK, protein_coding, STM14_RS18500, STM14_4199
hofQ, protein_coding, STM14_RS18505, STM14_4200
STM14_RS18510, protein_coding, STM14_RS18510, STM14_4201
STM14_RS18515, protein_coding, STM14_RS18515, STM14_4202
STM14_RS18520, protein_coding, STM14_RS18520, STM14_4203
STM14_RS18525, protein_coding, STM14_RS18525, STM14_4204
mrcA, protein_coding, STM14_RS18530, STM14_4205
nudE, protein_coding, STM14_RS18535, STM14_4206
igaA, protein_coding, STM14_RS18540, STM14_4208
yrfG, protein_coding, STM14_RS18545, STM14_4209
hslR, protein_coding, STM14_RS18550, STM14_4210
hslO, protein_coding, STM14_RS18555, STM14_4211
STM14_RS18560, protein_coding, STM14_RS18560, STM14_4212
pckA, protein_coding, STM14_RS18565, STM14_4215
envZ, protein_coding, STM14_RS18570, STM14_4216
ompR, protein_coding, STM14_RS18575, STM14_4217
greB, protein_coding, STM14_RS18580, STM14_4218
STM14_RS18585, protein_coding, STM14_RS18585, STM14_4219
feoA, protein_coding, STM14_RS18590, STM14_4221
feoB, protein_coding, STM14_RS18595, STM14_4222
feoC, protein_coding, STM14_RS18600, STM14_4223
STM14_RS18605, protein_coding, STM14_RS18605, STM14_4225
bioH, protein_coding, STM14_RS18610, STM14_4226
gntX, protein_coding, STM14_RS18615, STM14_4227
nfuA, protein_coding, STM14_RS18620, STM14_4228
gntT, protein_coding, STM14_RS18625, STM14_4230
malQ, protein_coding, STM14_RS18630, STM14_4231
malP, protein_coding, STM14_RS18635, STM14_4232
malT, protein_coding, STM14_RS18640, STM14_4234
STM14_RS18645, protein_coding, STM14_RS18645, STM14_4235
STM14_RS18650, protein_coding, STM14_RS18650, STM14_4236
rtcA, protein_coding, STM14_RS18655, STM14_4237
rtcB, protein_coding, STM14_RS18660, STM14_4238
STM14_RS18665, protein_coding, STM14_RS18665, STM14_4239
rtcR, protein_coding, STM14_RS18670, STM14_4241
STM14_RS18675, protein_coding, STM14_RS18675, STM14_4242
glpG, protein_coding, STM14_RS18680, STM14_4244
glpE, protein_coding, STM14_RS18685, STM14_4245
glpD, protein_coding, STM14_RS18690, STM14_4246
STM14_RS18695, protein_coding, STM14_RS18695, STM14_4247
STM14_RS18700, protein_coding, STM14_RS18700, STM14_4248
STM14_RS18705, protein_coding, STM14_RS18705, STM14_4249
STM14_RS18710, protein_coding, STM14_RS18710, STM14_4250
STM14_RS18715, protein_coding, STM14_RS18715, STM14_4251
STM14_RS18720, protein_coding, STM14_RS18720, STM14_4252
STM14_RS18725, protein_coding, STM14_RS18725, STM14_4253
glgP, protein_coding, STM14_RS18730, STM14_4254
glgA, protein_coding, STM14_RS18735, STM14_4255
glgC, protein_coding, STM14_RS18740, STM14_4256
glgX, protein_coding, STM14_RS18745, STM14_4257
glgB, protein_coding, STM14_RS18750, STM14_4258
asd, protein_coding, STM14_RS18755, STM14_4260
STM14_RS26180, protein_coding, STM14_RS26180,
gntU, protein_coding, STM14_RS18760, STM14_4264
gntK, protein_coding, STM14_RS18765, STM14_4265
gntR, protein_coding, STM14_RS18770, STM14_4266
STM14_RS18775, protein_coding, STM14_RS18775, STM14_4267
STM14_RS18780, protein_coding, STM14_RS18780, STM14_4268
yhhY, protein_coding, STM14_RS18785, STM14_4271
STM14_RS18790, protein_coding, STM14_RS18790, STM14_4272
STM14_RS18795, protein_coding, STM14_RS18795, STM14_4273
STM14_RS18800, protein_coding, STM14_RS18800, STM14_4274
STM14_RS18805, protein_coding, STM14_RS18805, STM14_4275
ggt, protein_coding, STM14_RS18810, STM14_4276
STM14_RS18815, protein_coding, STM14_RS18815, STM14_4278
ugpQ, protein_coding, STM14_RS18820, STM14_4279
STM14_RS18825, protein_coding, STM14_RS18825, STM14_4280
ugpE, protein_coding, STM14_RS18830, STM14_4281
ugpA, protein_coding, STM14_RS18835, STM14_4282
ugpB, protein_coding, STM14_RS18840, STM14_4283
STM14_RS18845, protein_coding, STM14_RS18845, STM14_4284
STM14_RS18850, protein_coding, STM14_RS18850, STM14_4285
livF, protein_coding, STM14_RS18855, STM14_4286
livG, protein_coding, STM14_RS18860, STM14_4287
livM, protein_coding, STM14_RS18865, STM14_4288
livH, protein_coding, STM14_RS18870, STM14_4289
livK, protein_coding, STM14_RS18875, STM14_4290
panM, protein_coding, STM14_RS18880, STM14_4292
STM14_RS18885, protein_coding, STM14_RS18885, STM14_4293
livJ, protein_coding, STM14_RS18890, STM14_4294
rpoH, protein_coding, STM14_RS18895, STM14_4295
ftsX, protein_coding, STM14_RS18900, STM14_4297
ftsE, protein_coding, STM14_RS18905, STM14_4298
ftsY, protein_coding, STM14_RS18910, STM14_4299
rsmD, protein_coding, STM14_RS18915, STM14_4300
STM14_RS18920, protein_coding, STM14_RS18920, STM14_4301
STM14_RS18925, protein_coding, STM14_RS18925, STM14_4302
STM14_RS18930, protein_coding, STM14_RS18930, STM14_4303
zntA, protein_coding, STM14_RS18935, STM14_4304
STM14_RS18940, protein_coding, STM14_RS18940, STM14_4305
tusA, protein_coding, STM14_RS18945, STM14_4306
STM14_RS18950, protein_coding, STM14_RS18950, STM14_4307
STM14_RS18955, protein_coding, STM14_RS18955, STM14_4308
STM14_RS18960, protein_coding, STM14_RS18960, STM14_4309
STM14_RS18965, protein_coding, STM14_RS18965, STM14_4310
acpT, protein_coding, STM14_RS18970, STM14_4311
nikR, protein_coding, STM14_RS18975, STM14_4312
STM14_RS18980, protein_coding, STM14_RS18980, STM14_4313
rbbA, protein_coding, STM14_RS18985, STM14_4314
STM14_RS18990, protein_coding, STM14_RS18990, STM14_4315
STM14_RS18995, protein_coding, STM14_RS18995, STM14_4317
pitA, protein_coding, STM14_RS19000, STM14_4318
uspB, protein_coding, STM14_RS19005, STM14_4319
uspA, protein_coding, STM14_RS19010, STM14_4320
dtpB, protein_coding, STM14_RS19015, STM14_4321
rsmJ, protein_coding, STM14_RS19020, STM14_4322
prlC, protein_coding, STM14_RS19025, STM14_4323
STM14_RS19030, protein_coding, STM14_RS19030, STM14_4324
STM14_RS19035, protein_coding, STM14_RS19035, STM14_4326
gorA, protein_coding, STM14_RS19040, STM14_4327
fraE, protein_coding, STM14_RS19045, STM14_4328
STM14_RS19050, protein_coding, STM14_RS19050, STM14_4329
fraD, protein_coding, STM14_RS19055, STM14_4330
fraB, protein_coding, STM14_RS19060, STM14_4331
STM14_RS19065, protein_coding, STM14_RS19065, STM14_4332
STM14_RS19070, protein_coding, STM14_RS19070, STM14_4334
STM14_RS19075, protein_coding, STM14_RS19075, STM14_4335
STM14_RS19080, protein_coding, STM14_RS19080, STM14_4337
STM14_RS19085, protein_coding, STM14_RS19085, STM14_4338
STM14_RS19090, protein_coding, STM14_RS19090, STM14_4341
yhjD, protein_coding, STM14_RS19095, STM14_4342
STM14_RS19100, protein_coding, STM14_RS19100, STM14_4344
STM14_RS19105, protein_coding, STM14_RS19105, STM14_4345
pdeH, protein_coding, STM14_RS19110, STM14_4346
STM14_RS19115, protein_coding, STM14_RS19115, STM14_4348
STM14_RS19120, protein_coding, STM14_RS19120, STM14_4349
dctA, protein_coding, STM14_RS19125, STM14_4351
hmsP, protein_coding, STM14_RS19130, STM14_4353
bcsC, protein_coding, STM14_RS19135, STM14_4355
bcsZ, protein_coding, STM14_RS19140, STM14_4356
bcsB, protein_coding, STM14_RS19145, STM14_4357
bcsA, protein_coding, STM14_RS19150, STM14_4358
bcsQ, protein_coding, STM14_RS19155, STM14_4359
bcsR, protein_coding, STM14_RS19160, STM14_4360
bcsE, protein_coding, STM14_RS19165, STM14_4362
bcsF, protein_coding, STM14_RS19170, STM14_4363
bcsG, protein_coding, STM14_RS19175, STM14_4364
STM14_RS19180, protein_coding, STM14_RS19180,
STM14_RS26850, pseudogene, STM14_RS26850, STM14_4368
STM14_RS19190, protein_coding, STM14_RS19190, STM14_4369
dppF, protein_coding, STM14_RS19195, STM14_4370
dppD, protein_coding, STM14_RS19200, STM14_4371
dppC, protein_coding, STM14_RS19205, STM14_4372
dppB, protein_coding, STM14_RS19210, STM14_4373
STM14_RS19215, protein_coding, STM14_RS19215, STM14_4375
STM14_RS19220, protein_coding, STM14_RS19220, STM14_4376
STM14_RS19225, protein_coding, STM14_RS19225, STM14_4377
STM14_RS19230, protein_coding, STM14_RS19230, STM14_4380
STM14_RS24255, ncRNA, STM14_RS24255,
STM14_RS19240, tRNA, STM14_RS19240, STM14_4381
eptB, protein_coding, STM14_RS19245, STM14_4382
lpfE, protein_coding, STM14_RS19250, STM14_4383
lpfD, pseudogene, STM14_RS19255, STM14_4384
lpfC, protein_coding, STM14_RS19260, STM14_4385
lpfB, protein_coding, STM14_RS19265, STM14_4386
lpfA, protein_coding, STM14_RS19270, STM14_4387
STM14_RS19275, protein_coding, STM14_RS19275, STM14_4389
tag, protein_coding, STM14_RS19280, STM14_4390
STM14_RS19285, protein_coding, STM14_RS19285, STM14_4391
STM14_RS19290, protein_coding, STM14_RS19290, STM14_4392
STM14_RS19295, protein_coding, STM14_RS19295, STM14_4394
ghrB, protein_coding, STM14_RS19300, STM14_4396
STM14_RS19305, protein_coding, STM14_RS19305, STM14_4397
STM14_RS19310, protein_coding, STM14_RS19310, STM14_4398
cspA, protein_coding, STM14_RS19315, STM14_4399
cueP, protein_coding, STM14_RS19320, STM14_4400
STM14_RS19325, protein_coding, STM14_RS19325, STM14_4401
STM14_RS19330, protein_coding, STM14_RS19330, STM14_4402
STM14_RS19335, protein_coding, STM14_RS19335, STM14_4404
STM14_RS26190, pseudogene, STM14_RS26190, STM14_4405
glyS, protein_coding, STM14_RS19340, STM14_4406
glyQ, protein_coding, STM14_RS19345, STM14_4407
STM14_RS19350, protein_coding, STM14_RS19350, STM14_4409
STM14_RS19355, protein_coding, STM14_RS19355, STM14_4411
STM14_RS19360, protein_coding, STM14_RS19360, STM14_4412
xylB, protein_coding, STM14_RS19365, STM14_4413
xylA, protein_coding, STM14_RS19370, STM14_4414
STM14_RS19375, protein_coding, STM14_RS19375, STM14_4417
STM14_RS19380, protein_coding, STM14_RS19380, STM14_4418
STM14_RS19390, protein_coding, STM14_RS19390, STM14_4420
avtA, protein_coding, STM14_RS19395, STM14_4421
STM14_RS19400, protein_coding, STM14_RS19400, STM14_4422
yiaJ, protein_coding, STM14_RS19405, STM14_4423
yiaK, protein_coding, STM14_RS19410, STM14_4425
STM14_RS19415, protein_coding, STM14_RS19415, STM14_4426
STM14_RS19420, protein_coding, STM14_RS19420, STM14_4427
yiaM, protein_coding, STM14_RS19425, STM14_4428
yiaN, protein_coding, STM14_RS19430, STM14_4429
STM14_RS19435, protein_coding, STM14_RS19435, STM14_4430
STM14_RS19440, protein_coding, STM14_RS19440, STM14_4431
ulaD, protein_coding, STM14_RS19445, STM14_4432
STM14_RS19450, protein_coding, STM14_RS19450, STM14_4433
araD, protein_coding, STM14_RS19455, STM14_4434
STM14_RS19460, protein_coding, STM14_RS19460, STM14_4435
STM14_RS19465, protein_coding, STM14_RS19465, STM14_4436
aldB, protein_coding, STM14_RS19470, STM14_4438
STM14_RS19475, protein_coding, STM14_RS19475, STM14_4439
selB, protein_coding, STM14_RS19480, STM14_4440
selA, protein_coding, STM14_RS19485, STM14_4441
STM14_RS19490, protein_coding, STM14_RS19490, STM14_4442
mtlA, protein_coding, STM14_RS19495, STM14_4443
mtlD, protein_coding, STM14_RS19500, STM14_4444
mtlR, protein_coding, STM14_RS19505, STM14_4445
STM14_RS19510, protein_coding, STM14_RS19510, STM14_4446
STM14_RS19515, protein_coding, STM14_RS19515, STM14_4447
STM14_RS19520, protein_coding, STM14_RS19520, STM14_4449
sadA, protein_coding, STM14_RS19525, STM14_4450
lldP, protein_coding, STM14_RS19530, STM14_4451
lldR, protein_coding, STM14_RS19535, STM14_4452
lldD, protein_coding, STM14_RS19540, STM14_4453
trmL, protein_coding, STM14_RS19545, STM14_4454
STM14_RS19550, protein_coding, STM14_RS19550, STM14_4455
STM14_RS19555, protein_coding, STM14_RS19555, STM14_4457
STM14_RS19560, protein_coding, STM14_RS19560, STM14_4458
cysE, protein_coding, STM14_RS19565, STM14_4459
gpsA, protein_coding, STM14_RS19570, STM14_4460
secB, protein_coding, STM14_RS19575, STM14_4461
grxC, protein_coding, STM14_RS19580, STM14_4462
STM14_RS19585, protein_coding, STM14_RS19585, STM14_4463
gpmM, protein_coding, STM14_RS19590, STM14_4464
envC, protein_coding, STM14_RS19595, STM14_4465
STM14_RS19600, protein_coding, STM14_RS19600, STM14_4466
STM14_RS19605, protein_coding, STM14_RS19605, STM14_4467
tdh, protein_coding, STM14_RS19610, STM14_4469
kbl, protein_coding, STM14_RS19615, STM14_4470
rfaD, protein_coding, STM14_RS19620, STM14_4471
rfaF, protein_coding, STM14_RS19625, STM14_4472
rfaC, protein_coding, STM14_RS19630, STM14_4473
rfaL, protein_coding, STM14_RS19635, STM14_4474
STM14_RS19640, protein_coding, STM14_RS19640, STM14_4475
waaZ, protein_coding, STM14_RS19645, STM14_4476
rfaY, protein_coding, STM14_RS19650, STM14_4477
rfaJ, protein_coding, STM14_RS19655, STM14_4478
waaO, protein_coding, STM14_RS19660, STM14_4479
waaB, protein_coding, STM14_RS19665, STM14_4480
STM14_RS19670, protein_coding, STM14_RS19670, STM14_4481
rfaP, protein_coding, STM14_RS19675, STM14_4482
STM14_RS19680, protein_coding, STM14_RS19680, STM14_4483
rfaQ, protein_coding, STM14_RS19685, STM14_4484
waaA, protein_coding, STM14_RS19690, STM14_4486
coaD, protein_coding, STM14_RS19695, STM14_4487
mutM, protein_coding, STM14_RS19700, STM14_4488
rpmG, protein_coding, STM14_RS19705, STM14_4489
rpmB, protein_coding, STM14_RS19710, STM14_4490
radC, protein_coding, STM14_RS19715, STM14_4491
coaBC, protein_coding, STM14_RS19720, STM14_4492
dut, protein_coding, STM14_RS19725, STM14_4493
slmA, protein_coding, STM14_RS19730, STM14_4494
pyrE, protein_coding, STM14_RS19735, STM14_4495
rph, protein_coding, STM14_RS19740, STM14_4496
STM14_RS19745, protein_coding, STM14_RS19745, STM14_4498
STM14_RS19750, protein_coding, STM14_RS19750, STM14_4499
STM14_RS19755, protein_coding, STM14_RS19755, STM14_4500
STM14_RS19760, protein_coding, STM14_RS19760, STM14_4502
ligB, protein_coding, STM14_RS19765, STM14_4503
gmk, protein_coding, STM14_RS19770, STM14_4505
rpoZ, protein_coding, STM14_RS19775, STM14_4506
spoT, protein_coding, STM14_RS19780, STM14_4507
trmH, protein_coding, STM14_RS19785, STM14_4508
recG, protein_coding, STM14_RS19790, STM14_4509
STM14_RS19795, protein_coding, STM14_RS19795, STM14_4510
gltS, protein_coding, STM14_RS19800, STM14_4511
xanP, protein_coding, STM14_RS19805, STM14_4513
STM14_RS19810, protein_coding, STM14_RS19810, STM14_4514
yicI, protein_coding, STM14_RS19815, STM14_4515
STM14_RS19820, protein_coding, STM14_RS19820, STM14_4516
STM14_RS19825, tRNA, STM14_RS19825, STM14_4517
STM14_RS19830, protein_coding, STM14_RS19830, STM14_4519
STM14_RS26855, protein_coding, STM14_RS26855,
STM14_RS19835, protein_coding, STM14_RS19835, STM14_4522
STM14_RS19840, pseudogene, STM14_RS19840, STM14_4523
STM14_RS19845, protein_coding, STM14_RS19845, STM14_4524
STM14_RS25570, pseudogene, STM14_RS25570, STM14_4525
STM14_RS19850, protein_coding, STM14_RS19850, STM14_4526
misL, protein_coding, STM14_RS19855, STM14_4527
STM14_RS19860, protein_coding, STM14_RS19860, STM14_4528
STM14_RS19865, protein_coding, STM14_RS19865, STM14_4529
STM14_RS19870, protein_coding, STM14_RS19870, STM14_4532
cigR, protein_coding, STM14_RS19875, STM14_4534
mgtU, protein_coding, STM14_RS26905,
mgtR, protein_coding, STM14_RS26480,
mgtA, protein_coding, STM14_RS19880, STM14_4536
STM14_RS19885, protein_coding, STM14_RS19885, STM14_4538
STM14_RS19890, protein_coding, STM14_RS19890, STM14_4541
STM14_RS19895, protein_coding, STM14_RS19895, STM14_4542
STM14_RS19900, protein_coding, STM14_RS19900, STM14_4543
dgaE, protein_coding, STM14_RS19905, STM14_4544
STM14_RS19910, protein_coding, STM14_RS19910, STM14_4545
STM14_RS19915, protein_coding, STM14_RS19915, STM14_4546
STM14_RS19920, protein_coding, STM14_RS19920, STM14_4547
STM14_RS19925, protein_coding, STM14_RS19925, STM14_4548
dagR, protein_coding, STM14_RS19930, STM14_4550
STM14_RS19935, protein_coding, STM14_RS19935, STM14_4552
STM14_RS19940, protein_coding, STM14_RS19940, STM14_4554
nepI, protein_coding, STM14_RS19945, STM14_4555
STM14_RS19950, protein_coding, STM14_RS19950, STM14_4556
STM14_RS19955, protein_coding, STM14_RS19955, STM14_4557
STM14_RS19960, protein_coding, STM14_RS19960, STM14_4558
STM14_RS19965, protein_coding, STM14_RS19965, STM14_4559
STM14_RS19970, protein_coding, STM14_RS19970, STM14_4560
STM14_RS19975, protein_coding, STM14_RS19975, STM14_4561
STM14_RS19980, protein_coding, STM14_RS19980, STM14_4562
STM14_RS19985, protein_coding, STM14_RS19985, STM14_4563
STM14_RS19990, protein_coding, STM14_RS19990, STM14_4564
STM14_RS19995, protein_coding, STM14_RS19995, STM14_4566
uhpT, protein_coding, STM14_RS20000, STM14_4568
STM14_RS20005, protein_coding, STM14_RS20005, STM14_4569
uhpB, protein_coding, STM14_RS20010, STM14_4570
uhpA, protein_coding, STM14_RS20015, STM14_4571
STM14_RS20020, protein_coding, STM14_RS20020, STM14_4572
fucP, protein_coding, STM14_RS20025, STM14_4573
rbsK, protein_coding, STM14_RS20030, STM14_4574
STM14_RS20035, protein_coding, STM14_RS20035, STM14_4575
ilvN, protein_coding, STM14_RS20040, STM14_4576
ilvB, protein_coding, STM14_RS20045, STM14_4577
ivbL, protein_coding, STM14_RS20050, STM14_4579
STM14_RS26665, pseudogene, STM14_RS26665, STM14_4583
tisB, protein_coding, STM14_RS20055, STM14_4584
STM14_RS20060, protein_coding, STM14_RS20060, STM14_4585
emrD, protein_coding, STM14_RS20065, STM14_4586
STM14_RS20070, protein_coding, STM14_RS20070, STM14_4587
dsdC, protein_coding, STM14_RS20075, STM14_4588
dsdX, protein_coding, STM14_RS20080, STM14_4590
dsdA, protein_coding, STM14_RS20085, STM14_4591
STM14_RS20090, protein_coding, STM14_RS20090, STM14_4592
STM14_RS20095, protein_coding, STM14_RS20095, STM14_4593
STM14_RS20100, protein_coding, STM14_RS20100, STM14_4594
STM14_RS20105, protein_coding, STM14_RS20105, STM14_4597
ibpB, protein_coding, STM14_RS20110, STM14_4599
ibpA, protein_coding, STM14_RS20115, STM14_4600
STM14_RS20120, protein_coding, STM14_RS20120, STM14_4602
STM14_RS20125, protein_coding, STM14_RS20125, STM14_4603
STM14_RS20130, protein_coding, STM14_RS20130, STM14_4604
dsbE, protein_coding, STM14_RS20135, STM14_4605
STM14_RS20140, protein_coding, STM14_RS20140, STM14_4606
ccmE, protein_coding, STM14_RS20145, STM14_4607
ccmD, protein_coding, STM14_RS20150, STM14_4608
STM14_RS20155, protein_coding, STM14_RS20155, STM14_4609
ccmB, protein_coding, STM14_RS20160, STM14_4610
ccmA, protein_coding, STM14_RS20165, STM14_4611
STM14_RS20170, protein_coding, STM14_RS20170, STM14_4612
